      Mesolite
      Stuckenschmidt E, Kirfel A
      European Journal of Mineralogy 12 (2000) 571-579
      Zeolites of NAT topology: Structure refinement of mesolite from single crystal
      X-ray data and comparison with the structures of natrolite and scolecite
      _database_code_amcsd 0006834
      CELL PARAMETERS:  18.4049 56.6550  6.5443   90.000   90.000   90.000
      SPACE GROUP: Fdd2      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   6823.935
      Density (g/cm3):      2.267
      MAX. ABS. INTENSITY / VOLUME**2:      3.717651962    
      RIR:      0.765
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                 7.25          2.13       14.1637    0   4   0         2
                15.61         67.66        6.5903    2   6   0         4
                16.79         13.26        6.1299    1   1   1         4
                17.57        100.00        5.8616    1   3   1         4
                19.03         14.38        5.4161    1   5   1         4
                21.03          2.78        4.9048    1   7   1         4
                21.86         39.05        4.7213    0  12   0         2
                22.44         25.96        4.6012    4   0   0         2
                23.15          8.29        4.4619    3   1   1         4
                23.45         43.09        4.4050    1   9   1         4
                23.72         49.06        4.3551    3   3   1         4
                24.61         20.16        4.2007    2  12   0         4
                24.84          3.69        4.1628    3   5   1         4
                25.00         11.22        4.1363    4   6   0         4
                26.18          4.74        3.9529    1  11   1         4
                26.42          6.99        3.9168    3   7   1         4
                26.83          2.28        3.8584    4   8   0         4
                27.97          1.12        3.7044    2  14   0         4
                28.41          1.22        3.6477    3   9   1         4
                30.73          5.01        3.3784    3  11   1         4
                31.43          1.39        3.3047    2  16   0         4
                31.53          1.94        3.2952    4  12   0         4
                31.97          1.45        3.2505    0   2   2         2
                32.27         27.11        3.2208    1  15   1         4
                32.46          1.19        3.2032    5   1   1         4
                32.88         36.74        3.1630    5   3   1         4
                33.32          1.40        3.1224    3  13   1         4
                33.66         13.70        3.0918    0   6   2         2
                33.76         13.38        3.0831    2   0   2         2
                33.96          1.66        3.0650    2   2   2         4
                34.57          2.00        3.0125    2   4   2         4
                34.74          1.30        2.9980    6   4   0         4
                34.93          5.10        2.9825    5   7   1         4
                34.98          4.15        2.9781    2  18   0         4
                35.55          2.53        2.9318    1  17   1         4
                35.57         48.29        2.9308    2   6   2         4
                35.74          5.61        2.9174    6   6   0         4
                36.13         94.93        2.8866    3  15   1         4
                36.50         75.60        2.8585    5   9   1         4
                36.83          1.31        2.8335    0  10   2         2
                36.92          1.95        2.8268    2   8   2         4
                37.09          1.20        2.8148    6   8   0         4
                38.38          2.73        2.7232    5  11   1         4
                39.13          1.18        2.6730    3  17   1         4
                40.31          1.06        2.5978    4  18   0         4
                40.54          1.32        2.5837    5  13   1         4
                40.58          5.74        2.5814    2  12   2         4
                40.73          1.93        2.5722    6  12   0         4
                40.83          7.77        2.5662    4   6   2         4
                42.47         13.10        2.4716    1  21   1         4
                42.96          1.23        2.4446    6  14   0         4
                43.43         14.71        2.4196    7   3   1         4
                44.57          2.09        2.3606    0  24   0         2
                45.35          1.64        2.3219    4  12   2         4
                45.57          2.12        2.3113    5  17   1         4
                45.59          2.27        2.3106    3  21   1         4
                45.80          1.33        2.3006    8   0   0         2
                46.09          1.77        2.2866    2  24   0         4
                46.34          1.36        2.2749    7   9   1         4
                46.48          6.87        2.2684    0  18   2         2
                47.16          3.84        2.2379    6   0   2         2
                47.22          2.53        2.2352    8   6   0         4
                47.31          1.40        2.2309    6   2   2         4
                47.41          1.26        2.2267    4  14   2         4
                47.96         14.14        2.2025    2  18   2         4
                48.09          9.16        2.1968    6  18   0         4
                48.54         10.13        2.1776    6   6   2         4
                48.85          1.01        2.1647    1   1   3         4
                49.01          1.09        2.1580    3  23   1         4
                49.73          1.63        2.1288    7  13   1         4
                49.76          1.01        2.1277    1   5   3         4
                49.94          1.12        2.1204    2  26   0         4
                50.65          1.84        2.0926    1   7   3         4
                50.95          1.42        2.0811    6  20   0         4
                51.29          1.88        2.0681    8  12   0         4
                51.67          1.00        2.0540    3   1   3         4
                51.83          2.22        2.0484    1   9   3         4
                51.96          2.58        2.0433    3   3   3         4
                52.54          1.75        2.0224    3   5   3         4
                53.18          1.35        2.0000    8  14   0         4
                53.27          1.15        1.9968    1  11   3         4
                53.40          1.13        1.9921    3   7   3         4
                53.57          2.51        1.9865    1  27   1         4
                54.40          1.23        1.9584    6  14   2         4
                54.53          5.61        1.9539    3   9   3         4
                54.91          1.13        1.9417    4  20   2         4
                54.91          1.96        1.9416    9   3   1         4
                55.93          1.61        1.9090    3  11   3         4
                56.22          1.75        1.8999    3  27   1         4
                56.90          2.01        1.8791    1  15   3         4
                57.28          4.26        1.8674    5   3   3         4
                57.35          1.43        1.8656    8   4   2         4
                57.39          1.58        1.8643    9   9   1         4
                57.83          1.01        1.8514    5   5   3         4
                57.88          5.15        1.8499    2  30   0         4
                58.02          2.31        1.8457    8   6   2         4
                58.63          2.25        1.8281    5   7   3         4
                58.96          1.02        1.8189    8   8   2         4
                59.30          6.86        1.8095    7  21   1         4
                59.41          5.32        1.8065   10   6   0         4
                59.45          8.33        1.8054    3  15   3         4
                59.70          8.86        1.7984    5   9   3         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
