      Huemulite
      Colombo F, Baggio R, Kampf A R
      The Canadian Mineralogist 49 (2011) 849-864
      The crystal structure of the elusive huemulite
      Locality: synthetic
      _database_code_amcsd 0018460
      CELL PARAMETERS:   9.0425 11.3303 11.7353  105.222   97.377  100.791
      SPACE GROUP: P-1       
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   1119.459
      Density (g/cm3):      2.235
      MAX. ABS. INTENSITY / VOLUME**2:      6.799809864    
      RIR:      1.420
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                 9.23         90.06       11.1231    0   0   1         2
                 9.65         99.15       10.6374    0   1   0         2
                11.23        100.00        9.1489    0  -1   1         2
                11.78         78.81        8.7254    1   0   0         2
                13.40         40.89        7.6702   -1   1   0         2
                13.55         31.78        7.5903   -1   0   1         2
                15.93         15.74        6.4594    1  -1   1         2
                16.30         26.38        6.3147    1   0   1         2
                16.66         33.42        6.1784   -1  -1   1         2
                16.90          9.69        6.0917    1   1   0         2
                18.52          1.44        5.5616    0   0   2         2
                20.03          1.84        5.1472   -1   0   2         2
                20.24          7.90        5.0942   -1   2   0         2
                21.04          1.21        4.9022   -1  -1   2         2
                22.57          2.94        4.5744    0  -2   2         2
                23.35          1.32        4.4232    0   1   2         2
                23.45          5.00        4.4043   -1   1   2         2
                23.72          1.45        4.3556   -1  -2   1         2
                23.83          3.12        4.3361    1   0   2         2
                23.87          4.60        4.3283    0   2   1         2
                25.81         10.50        4.0078    2  -1   1         2
                26.00          7.71        3.9792   -1  -2   2         2
                26.73          2.01        3.8731    0  -1   3         2
                26.74          3.94        3.8715   -2  -1   1         2
                27.07          1.13        3.8252    2   0   1         2
                27.29          2.74        3.7951   -2   0   2         2
                27.93          3.19        3.7088    0  -3   1         2
                28.16          6.21        3.6799    2  -2   1         2
                29.00          1.67        3.5747    0  -2   3         2
                29.00          2.86        3.5746   -2   1   2         2
                29.01          2.23        3.5744   -2  -1   2         2
                31.02          5.96        3.3473    2  -1   2         2
                31.53          2.10        3.2950    2   1   1         2
                31.69          1.54        3.2788    1  -2   3         2
                31.70          2.47        3.2778   -1   1   3         2
                32.18          5.63        3.2297    2  -2   2         2
                32.29          3.87        3.2191    0   1   3         2
                32.36          5.08        3.2127   -1   3   1         2
                32.58          4.79        3.1910   -2  -2   1         2
                33.29          1.83        3.1254   -1  -3   2         2
                33.31          4.77        3.1229    0   3   1         2
                33.69         17.94        3.0892   -2  -2   2         2
                34.14          3.58        3.0496    0  -3   3         2
                34.88          3.35        2.9864   -3   1   0         2
                35.12          1.65        2.9669   -3   1   1         2
                35.71          8.94        2.9196    1  -3   3         2
                35.74          8.09        2.9172   -2   3   1         2
                35.86          1.06        2.9078    0  -1   4         2
                35.88         26.35        2.9065    1   2   2         2
                36.15          1.76        2.8848    2  -3   2         2
                36.27          1.31        2.8756   -1  -1   4         2
                36.75          2.17        2.8398   -1  -3   3         2
                37.18          6.42        2.8081    3  -1   1         2
                37.21         12.87        2.8059   -1   0   4         2
                37.56          1.36        2.7808    0   0   4         2
                38.17          2.69        2.7376    3  -2   1         2
                38.35          7.17        2.7253   -1   4   0         2
                38.39          2.43        2.7226    1  -4   2         2
                40.71          1.53        2.5736   -2   0   4         2
                40.96         11.29        2.5584   -3   2   2         2
                41.04          1.34        2.5534    2  -3   3         2
                41.64          1.22        2.5184    3  -1   2         2
                41.67          1.66        2.5166    1   0   4         2
                41.86          6.23        2.5056    1  -4   3         2
                42.35          1.67        2.4781    1  -3   4         2
                42.65          4.48        2.4615   -3   1   3         2
                42.65          1.19        2.4614   -3  -1   3         2
                43.66          1.50        2.4071    1   2   3         2
                44.31          1.19        2.3737    1   3   2         2
                45.42          1.21        2.3185    0  -1   5         2
                46.08         11.49        2.2872    0  -4   4         2
                46.13          3.26        2.2848   -3   2   3         2
                46.27          4.15        2.2783    2   3   1         2
                47.18          1.45        2.2370    1  -4   4         2
                48.63          1.16        2.1739   -4   0   2         2
                49.05          1.06        2.1566   -3   1   4         2
                51.26         10.61        2.0693    2   2   3         2
                51.41          2.63        2.0638    2  -4   4         2
                51.97          8.70        2.0432    2   3   2         2
                52.07         10.81        2.0394   -4   1   3         2
                53.27          3.06        1.9968    0  -5   4         2
                53.69          6.72        1.9822    1  -5   4         2
                53.92          1.65        1.9743    1  -4   5         2
                54.18          2.60        1.9657    3   2   2         2
                54.46          1.65        1.9563   -4   3   2         2
                54.54          9.50        1.9538   -4   2   3         2
                57.04          1.02        1.8749    2  -5   4         2
                57.26          2.49        1.8681   -4   1   4         2
                59.00          2.19        1.8179    2   3   3         2
                59.39          4.86        1.8070    1  -5   5         2
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
