      Richterite
      Della Ventura G, Robert J-L, Raudsepp M, Hawthorne F C, Welch M D
      American Mineralogist 82 (1997) 291-301
      Site occupancies in synthetic monoclinic amphiboles: Rietveld structure
      refinement and infrared spectroscopy of (nickel, magnesium, cobalt)-richterite
      Sample: Ni40
      _database_code_amcsd 0001877
      CELL PARAMETERS:   9.9024 17.9650  5.2603   90.000  104.361   90.000
      SPACE GROUP: C2/m      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    906.548
      Density (g/cm3):      3.318
      MAX. ABS. INTENSITY / VOLUME**2:      5.031979122    
      RIR:      0.708
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                11.44          1.10        8.9825    0   2   0         2
                12.14        100.00        8.4621    1   1   0         4
                20.30          1.92        5.0798    1   3   0         4
                21.22          4.71        4.8607   -1   1   1         4
                21.51          2.94        4.7965    2   0   0         2
                22.99         22.13        4.4913    0   4   0         2
                24.43          1.16        4.2311    2   2   0         4
                25.89         15.34        3.9961    1   1   1         4
                26.82         14.02        3.8601   -1   3   1         4
                30.69         56.61        3.3824    1   3   1         4
                30.81          4.00        3.3694    0   4   1         4
                31.69         44.54        3.2784    2   4   0         4
                33.04         80.09        3.1482    3   1   0         4
                34.37          8.49        3.0294   -3   1   1         4
                34.74          3.13        2.9981   -2   4   1         4
                35.29         40.92        2.9532    2   2   1         4
                35.61          1.54        2.9274   -1   5   1         4
                37.01         18.59        2.8207    3   3   0         4
                38.22         25.42        2.7343   -3   3   1         4
                38.70         89.42        2.7019    1   5   1         4
                40.24          1.03        2.6020   -1   1   2         4
                40.58         64.45        2.5815    0   6   1         4
                40.83          3.16        2.5663    2   4   1         4
                41.27          1.59        2.5399    2   6   0         4
                41.54         73.53        2.5245   -2   0   2         2
                43.83          6.56        2.3982    4   0   0         2
                44.02         10.53        2.3887    3   5   0         4
                45.07         30.73        2.3355   -3   5   1         4
                45.18         18.23        2.3301   -4   2   1         4
                46.07         11.41        2.2878   -1   7   1         4
                46.45         17.60        2.2701   -3   1   2         4
                46.52          1.87        2.2667    3   3   1         4
                46.98          1.27        2.2456    0   8   0         2
                47.65          1.03        2.2162    0   4   2         4
                48.00          5.50        2.2007   -2   4   2         4
                48.60          6.74        2.1752    1   7   1         4
                48.90         44.73        2.1626    2   6   1         4
                49.51          6.00        2.1377   -3   3   2         4
                49.82          1.09        2.1255   -4   4   1         4
                49.90          3.36        2.1221   -1   5   2         4
                51.80         25.18        2.0494    2   0   2         2
                52.51         13.10        2.0236    3   5   1         4
                52.80         14.96        2.0133   -4   0   2         2
                53.13          1.59        2.0015    3   7   0         4
                54.05          3.86        1.9699   -3   7   1         4
                54.52          4.49        1.9543    1   9   0         4
                54.92          1.56        1.9413    4   2   1         4
                55.26          4.54        1.9302   -3   5   2         4
                55.97          6.23        1.9077    5   1   0         4
                56.91          7.05        1.8787   -4   6   1         4
                57.66          6.58        1.8563   -1   9   1         4
                58.32          3.90        1.8371   -4   4   2         4
                58.67          1.96        1.8271    5   3   0         4
                58.99          1.75        1.8181    4   4   1         4
                59.77          4.40        1.7965    0  10   0         2
                59.84          2.88        1.7946    1   9   1         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
