      Paraershovite
      Khomyakov A P, Camara F, Sokolova E, Abdu Y, Hawthorne F C
      The Canadian Mineralogist 48 (2010) 279-290
      Paraershovite, Na3K3Fe3+2(Si4O10OH)2(OH)2(H2O)4, a new mineral species from the
      Khibina Alkaline massif, Kola Peninsula, Russia: Description and crystal structure
      Locality: the Khibina Alkaline massif, Kola Peninsula, Russia
      _database_code_amcsd 0006330
      CELL PARAMETERS:  10.1978 12.0155  5.2263  103.439   96.020   91.683
      SPACE GROUP: P-1       
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    618.460
      Density (g/cm3):      2.864
      MAX. ABS. INTENSITY / VOLUME**2:      22.94728001    
      RIR:      3.741
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                 8.80        100.00       11.6684    0   1   0         2
                10.14         24.33       10.1259    1   0   0         2
                13.07         23.48        7.8672   -1   1   0         2
                13.81         19.40        7.4457    1   1   0         2
                19.90          8.86        5.1812   -1   2   0         2
                20.24          1.41        5.0950    0  -1   1         2
                20.37          1.01        5.0629    2   0   0         2
                20.89          2.12        4.9379    1   2   0         2
                21.76          2.34        4.7418   -2   1   0         2
                21.76          1.60        4.7416   -1   0   1         2
                22.68          1.18        4.5531    2   1   0         2
                23.52          1.57        4.3925    1  -1   1         2
                23.67         10.15        4.3637    0  -2   1         2
                25.10          8.81        4.1196   -1   1   1         2
                25.26          3.64        4.0943   -1  -2   1         2
                26.31          7.35        3.9336   -2   2   0         2
                26.61          1.19        3.8895    0   3   0         2
                27.25          6.06        3.8003   -2   0   1         2
                27.83          5.98        3.7228    2   2   0         2
                29.08          1.43        3.5651    1   3   0         2
                29.56          3.33        3.5094    0  -3   1         2
                29.84          5.58        3.4763   -2   1   1         2
                30.20          3.74        3.4364    0   2   1         2
                30.49          1.46        3.4040   -2  -2   1         2
                30.76          9.77        3.3753    3   0   0         2
                30.81          3.04        3.3699   -1   2   1         2
                31.03          4.21        3.3468   -1  -3   1         2
                31.56          3.95        3.2916   -3   1   0         2
                31.62          1.79        3.2858    1  -3   1         2
                32.54          5.50        3.1953    3   1   0         2
                33.02          1.32        3.1496    1   2   1         2
                33.64          8.91        3.0936    2   1   1         2
                34.66          6.30        3.0048    2   3   0         2
                34.69          1.87        3.0023   -2   2   1         2
                34.79          2.48        2.9946   -3   2   0         2
                35.74          1.36        2.9171    0   4   0         2
                36.68          2.32        2.8449    2  -3   1         2
                37.58          3.62        2.7794    0   3   1         2
                38.03          3.67        2.7477   -3  -2   1         2
                38.41         11.41        2.7211    1  -4   1         2
                38.62          2.59        2.7072    2   2   1         2
                38.69          2.24        2.7021    3  -1   1         2
                40.08          9.34        2.6125    1   3   1         2
                40.31          2.45        2.5982    3  -2   1         2
                40.55          9.10        2.5833   -1  -1   2         2
                41.04          2.55        2.5538   -3   2   1         2
                41.14          1.29        2.5475    0  -2   2         2
                41.51          1.59        2.5259   -1  -2   2         2
                42.25          1.86        2.4836   -2  -4   1         2
                42.50          1.77        2.4697   -3  -3   1         2
                42.65          5.96        2.4615    2  -4   1         2
                42.94          2.67        2.4459    4   1   0         2
                43.46          4.63        2.4179   -2  -1   2         2
                43.85          1.05        2.3974    3  -3   1         2
                44.28          1.92        2.3750   -4   0   1         2
                44.49          2.09        2.3643   -2  -2   2         2
                45.04          3.05        2.3371    2   3   1         2
                45.76          1.57        2.3022   -1   5   0         2
                46.21          1.59        2.2811    1  -5   1         2
                46.60          1.69        2.2630   -3   3   1         2
                47.60          1.03        2.2181    2  -1   2         2
                48.65          2.94        2.1730   -3  -1   2         2
                48.99          2.55        2.1590    3  -4   1         2
                49.00          1.28        2.1587   -1  -4   2         2
                49.72          1.52        2.1294   -3  -2   2         2
                50.26          1.33        2.1080    1  -4   2         2
                51.09          1.00        2.0760    2   5   0         2
                51.92          1.95        2.0448    3   3   1         2
                52.53          1.46        2.0227    2   4   1         2
                53.89          1.43        1.9755   -4   3   1         2
                54.01          2.15        1.9715   -3   5   0         2
                54.32          1.83        1.9609    3  -1   2         2
                55.55          2.10        1.9208   -3  -5   1         2
                56.29          1.03        1.8977   -4  -4   1         2
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
