      Piemontite
      Nagashima M, Akasada M
      American Mineralogist 95 (2010) 1237-1246
      X-ray Rietveld and 57Fe Mossbauer studies of epidote and piemontite on the join
      Ca2Al2FeSi3O12(OH) - Ca2Al2MnSi3O12(OH) formed by hydrothermal synthesis
      Locality: synthetic
      Sample: q=0.25, run 30
      _database_code_amcsd 0016954
      CELL PARAMETERS:   8.8727  5.6686 10.1682   90.000  115.480   90.000
      SPACE GROUP: P2_1/m    
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    461.675
      Density (g/cm3):      3.432
      MAX. ABS. INTENSITY / VOLUME**2:      6.420066037    
      RIR:      0.873
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                11.19          3.38        9.1792    0   0   1         2
                12.83          4.61        8.0097    1   0   0         2
                12.90          4.76        7.9674   -1   0   1         2
                20.41          1.19        5.0535    1   0   1         2
                20.54         32.48        5.0217   -1   0   2         2
                22.31          1.53        4.6271    1   1   0         4
                22.35          4.27        4.6189   -1   1   1         4
                25.83         15.52        4.0049    2   0   0         2
                25.97         22.19        3.9837   -2   0   2         2
                27.45          5.01        3.7721    1   1   1         4
                27.55          2.29        3.7589   -1   1   2         4
                29.69         32.63        3.4936   -2   1   1         4
                30.52         12.51        3.4008    1   0   2         2
                30.67          1.06        3.3846   -1   0   3         2
                32.48          9.49        3.2006    2   0   1         2
                34.02          4.39        3.0597    0   0   3         2
                35.67          1.80        2.9230   -3   0   1         2
                35.74         13.22        2.9168   -3   0   2         2
                35.75          1.02        2.9162    1   1   2         4
                35.88        100.00        2.9060   -1   1   3         4
                36.82         38.18        2.8343    0   2   0         2
                37.47          8.26        2.7870    2   1   1         4
                37.67          3.11        2.7728   -2   1   3         4
                38.84         30.47        2.6925    0   1   3         4
                39.15         22.95        2.6719    1   2   0         4
                39.18         17.38        2.6699    3   0   0         2
                40.31         40.48        2.5979   -3   1   1         4
                40.38          1.38        2.5936   -3   1   2         4
                41.50         16.43        2.5267    2   0   2         2
                41.78          3.88        2.5104   -1   0   4         2
                42.53         10.29        2.4683   -1   2   2         4
                43.58         23.62        2.4115    0   2   2         4
                43.70         29.51        2.4049   -3   1   3         4
                44.02          3.91        2.3884   -2   2   1         4
                45.61         11.49        2.3094   -2   2   2         4
                45.64          1.89        2.3078    2   1   2         4
                45.76          5.91        2.3025    1   1   3         4
                45.90          3.82        2.2957   -2   1   4         4
                45.90          1.64        2.2957   -3   0   4         2
                45.91          2.45        2.2954   -1   1   4         4
                48.65          5.46        2.1730   -1   2   3         4
                48.98         15.37        2.1594   -4   0   1         2
                49.14          1.85        2.1527   -4   0   3         2
                49.77          1.28        2.1271    0   1   4         4
                49.90         17.19        2.1219    2   2   1         4
                50.06         15.41        2.1156   -2   2   3         4
                51.00         14.81        2.0793    0   2   3         4
                51.95          7.35        2.0439    2   0   3         2
                52.20          2.38        2.0348   -3   2   1         4
                53.11          5.56        2.0024    4   0   0         2
                53.61          1.74        1.9850   -1   0   5         2
                54.48          1.62        1.9557   -3   0   5         2
                55.49          3.36        1.9227    2   1   3         4
                56.67          8.25        1.8861    2   2   2         4
                56.89         10.67        1.8794   -2   2   4         4
                56.89          6.27        1.8793   -1   2   4         4
                56.92          3.46        1.8784    1   1   4         4
                57.08          3.20        1.8735   -1   1   5         4
                57.54          2.46        1.8599    3   1   2         4
                58.25          1.29        1.8391    1   3   0         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
