      Sanjuanite
      Colombo F, Rius J, Pannunzio-Miner E V, Pedregosa J C, Cami G E, Carbonio R E
      The Canadian Mineralogist 49 (2011) 835-847
      Sanjuanite: Ab Initio crystal-structure solution from laboratory
      powder-diffraction data, complemented by FTIR spectroscopy and DT-TG analyses
      Locality: Pensylvanian slates belonging to Los Jejenes Formation at the
      Pocito Department, San Juan Province, Argentina
      _database_code_amcsd 0018459
      CELL PARAMETERS:  13.9163 17.2422  6.1125   90.000   98.255   90.000
      SPACE GROUP: P2_1/n    
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   1451.484
      Density (g/cm3):      2.025
      MAX. ABS. INTENSITY / VOLUME**2:      5.360123756    
      RIR:      1.236
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                 9.54        100.00       10.7608    1   1   0         4
                11.92         13.27        8.6211    0   2   0         2
                14.07          2.12        7.3074    1   2   0         4
                14.94          4.51        6.8861    2   0   0         2
                16.09          5.09        6.3949    2   1   0         4
                19.15          1.23        5.3804    2   2   0         4
                19.43          7.87        5.3041    1   3   0         4
                19.57         41.49        5.2670    1   0   1         2
                20.83          4.18        4.9518    0   2   1         4
                21.86          1.21        4.7200   -2   1   1         4
                22.98          1.31        4.4946    1   2   1         4
                23.28          8.86        4.4362    3   1   0         4
                23.41         11.20        4.4124    2   3   0         4
                23.97         19.29        4.3106    0   4   0         2
                24.23         23.16        4.2649   -2   2   1         4
                25.14         31.29        4.1138    1   4   0         4
                25.21          2.41        4.1021   -1   3   1         4
                25.53         10.00        4.0520    3   2   0         4
                26.27          3.26        3.9394   -3   0   1         2
                27.15          8.85        3.8134    2   2   1         4
                28.90          3.08        3.5869    3   3   0         4
                28.93         12.08        3.5830   -3   2   1         4
                30.14         13.91        3.4430    4   0   0         2
                30.28          2.91        3.4276    3   0   1         2
                30.36          2.43        3.4182    2   3   1         4
                30.88          7.87        3.3618    3   1   1         4
                31.04          1.01        3.3452    1   5   0         4
                31.13          4.31        3.3358    1   4   1         4
                32.52          5.02        3.1975    4   2   0         4
                32.65          3.39        3.1851    3   2   1         4
                33.10          7.76        3.1424    3   4   0         4
                34.40          3.96        3.0271    2   4   1         4
                34.43          2.37        3.0246    0   0   2         2
                34.71          1.62        3.0008   -1   1   2         4
                34.76          4.00        2.9968   -4   2   1         4
                34.97          1.10        2.9791    0   1   2         4
                35.60          2.06        2.9284   -2   0   2         2
                35.86          6.27        2.9079   -3   4   1         4
                36.13          1.85        2.8870   -2   1   2         4
                36.31         21.28        2.8731   -1   2   2         4
                36.56          3.52        2.8540    0   2   2         4
                36.88          3.38        2.8302    1   1   2         4
                36.99          2.11        2.8215   -2   5   1         4
                37.11         14.03        2.8131    1   6   0         4
                37.38          5.71        2.7932   -4   3   1         4
                38.39          1.13        2.7223    1   2   2         4
                38.87          1.36        2.6902    4   4   0         4
                38.98         12.92        2.6829    4   2   1         4
                39.05          1.94        2.6783    2   5   1         4
                39.08         10.93        2.6766    0   3   2         4
                39.74          1.75        2.6335    2   0   2         2
                40.13          1.58        2.6092   -2   3   2         4
                40.36          1.79        2.5947   -3   5   1         4
                42.39          2.87        2.4759    0   4   2         4
                42.79          2.69        2.4537   -4   0   2         2
                43.21          2.84        2.4310    3   5   1         4
                43.24          1.48        2.4292   -4   1   2         4
                43.33          3.56        2.4247    1   7   0         4
                43.38          1.79        2.4223   -2   4   2         4
                43.91          1.67        2.3941    2   3   2         4
                44.16          3.24        2.3812    5   0   1         2
                44.58          1.88        2.3600   -4   2   2         4
                44.90          2.31        2.3441   -4   5   1         4
                45.41          2.51        2.3193    2   7   0         4
                45.92          3.13        2.2948   -3   4   2         4
                47.17          1.28        2.2371   -6   1   1         4
                47.60          2.03        2.2181    6   2   0         4
                49.08          1.92        2.1553    0   8   0         2
                49.16          2.19        2.1522    5   5   0         4
                49.66          1.17        2.1316    6   3   0         4
                49.66          2.17        2.1315   -5   2   2         4
                49.67          2.97        2.1312   -3   5   2         4
                52.32          1.05        2.0304    1   6   2         4
                53.08          1.25        2.0033    4   7   0         4
                54.37          1.20        1.9594   -5   4   2         4
                55.64          8.44        1.9181    7   2   0         4
                55.90          2.62        1.9099    0   7   2         4
                55.99          1.27        1.9069   -7   2   1         4
                56.51          1.31        1.8908   -3   8   1         4
                56.70          2.57        1.8850   -2   7   2         4
                57.49          1.01        1.8614    7   3   0         4
                57.76          1.17        1.8535    2   1   3         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
