      Alum-(K)
      Larson A C, Cromer D T
      Acta Crystallographica 22 (1967) 793-800
      Refinement of the alum structures. III. X-ray study of the a alums,
      K, Rb and NH4Al(SO4)2*12H2O
      Locality: Synthetic
      _database_code_amcsd 0019046
      CELL PARAMETERS:  12.1570 12.1570 12.1570   90.000   90.000   90.000
      SPACE GROUP: Pa3       
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   1796.715
      Density (g/cm3):      1.893
      MAX. ABS. INTENSITY / VOLUME**2:      5.820916293    
      RIR:      1.436
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                14.65          4.03        7.0188    1   1   1         8
                16.94          4.76        6.0785    2   0   0         6
                18.95         26.81        5.4368    2   1   0        12
                20.78         13.33        4.9631    2   1   1        24
                24.04        100.00        4.2981    2   2   0        12
                25.52         44.44        4.0523    2   2   1        24
                28.27          3.70        3.6655    3   1   1        24
                29.56          1.06        3.5094    2   2   2         8
                30.79          1.42        3.3717    3   0   2        12
                31.98         20.90        3.2491    3   2   1        24
                31.98         36.75        3.2491    3   1   2        24
                34.26         26.25        3.0392    4   0   0         6
                35.35         12.04        2.9485    4   1   0        12
                35.35          5.38        2.9485    3   2   2        24
                36.41         18.07        2.8654    4   1   1        24
                37.44         45.20        2.7890    3   3   1        24
                38.45         19.95        2.7184    4   2   0        12
                39.44          1.80        2.6529    4   2   1        24
                39.44         12.97        2.6529    4   1   2        24
                40.41          8.81        2.5919    3   3   2        24
                42.29          5.61        2.4815    4   2   2        24
                44.10          1.49        2.3842    4   1   3        24
                44.10          3.33        2.3842    4   3   1        24
                44.99         17.93        2.3396    3   3   3         8
                46.72          2.47        2.2575    4   2   3        24
                46.72          2.27        2.2575    4   3   2        24
                47.57          1.61        2.2196    5   2   1        24
                47.57          2.80        2.2196    5   1   2        24
                49.23          1.13        2.1491    4   4   0        12
                50.05          4.56        2.1163    4   4   1        24
                50.05          2.43        2.1163    5   2   2        24
                50.85          3.16        2.0849    4   3   3        24
                51.65          2.83        2.0549    5   3   1        24
                51.65          1.38        2.0549    5   1   3        24
                52.44         12.87        2.0262    6   0   0         6
                53.22          6.68        1.9986    6   1   0        12
                53.99          7.03        1.9721    5   3   2        24
                53.99          2.23        1.9721    6   1   1        24
                55.51         15.69        1.9222    6   0   2        12
                55.51          6.19        1.9222    6   2   0        12
                56.26          3.93        1.8986    6   1   2        24
                57.00          1.05        1.8759    5   1   4        24
                57.74          9.22        1.8539    5   3   3        24
                58.47          3.73        1.8327    6   2   2        24
                59.20          1.12        1.8123    5   2   4        24
                59.20          2.65        1.8123    5   4   2        24
                59.92          2.98        1.7925    6   3   1        24
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
