      Lopezite
      Weakley T J R, Ylvisaker E R, Yager R J, Stephens J E, Wiegel R D, Mengis M,
      Wu P, Photinos P, Abrahams S C
      Acta Crystallographica B60 (2004) 705-715
      Phase transitions in K2Cr3O7 and structural redetermination of phase II
      Locality: synthetic
      Sample: Crystal 2
      _database_code_amcsd 0009932
      CELL PARAMETERS:   7.3837  7.4622 13.3949   96.204   98.046   90.943
      SPACE GROUP: P-1       
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    726.122
      Density (g/cm3):      2.691
      MAX. ABS. INTENSITY / VOLUME**2:      4.783658434    
      RIR:      0.830
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                15.09          4.67        6.8163   -1   0   1         2
                15.14          3.73        6.7941    0  -1   1         2
                15.61         16.68        6.5902    0   0   2         2
                16.67          2.25        6.1748    0   1   1         2
                17.06          9.14        6.0362    1   0   1         2
                19.48          4.49        5.2901   -1   1   0         2
                19.51          3.02        5.2829   -1   0   2         2
                20.13          6.12        5.1230    1   1   0         2
                20.26         17.23        5.0889   -1  -1   1         2
                20.84          5.24        4.9502   -1   1   1         2
                21.18         50.85        4.8697    1  -1   1         2
                22.08          2.08        4.6738    0   1   2         2
                22.88         22.69        4.5129    1   1   1         2
                23.24         20.13        4.4437   -1  -1   2         2
                24.77          4.06        4.1740   -1   1   2         2
                27.72         11.09        3.7368    1   1   2         2
                27.94         22.91        3.7073    0   2   0         2
                28.22          1.10        3.6716   -1  -1   3         2
                28.33         28.35        3.6577   -2   0   1         2
                28.36         44.76        3.6536    2   0   0         2
                29.90         96.42        3.4695    0   2   1         2
                30.35         13.11        3.4199   -1   1   3         2
                30.45          8.13        3.4081   -2   0   2         2
                30.56         22.59        3.3970    0  -2   2         2
                31.00          8.66        3.3498   -1   2   0         2
                31.08         22.02        3.3412    1  -1   3         2
                31.29         25.12        3.3198   -2   1   0         2
                31.52          3.89        3.2954   -1  -2   1         2
                31.53         96.11        3.2951    0   0   4         2
                31.69         36.33        3.2787   -2  -1   1         2
                31.73          6.89        3.2744    1  -2   1         2
                32.11         17.36        3.2364    2   1   0         2
                32.29         11.01        3.2195   -1   2   1         2
                32.71          6.62        3.1785   -1   0   4         2
                33.20          3.46        3.1337   -1  -2   2         2
                33.71          3.60        3.0874    0   2   2         2
                33.97         25.76        3.0646   -2   1   2         2
                34.07         20.26        3.0552    1   2   1         2
                34.37          2.63        3.0298    1  -2   2         2
                34.37          3.87        3.0296   -2   0   3         2
                34.42         15.67        3.0257   -1  -1   4         2
                34.45          1.43        3.0229    2   1   1         2
                34.51         20.58        3.0181    2   0   2         2
                34.68         42.77        3.0032    0  -2   3         2
                35.40          9.45        2.9444   -1   2   2         2
                36.04          1.37        2.8938    0   1   4         2
                36.29         41.02        2.8743    2  -1   2         2
                36.54         20.61        2.8552   -2  -1   3         2
                36.54          5.76        2.8551    1   0   4         2
