      Voltaite
      Mereiter K
      Tschermaks Mineralogische und Petrographische Mitteilungen 18 (1972) 185-202
      Die kristallstruktur des voltaits, K2Fe2+5Fe3+3Al[SO4]12*18H2O
      _database_code_amcsd 0015642
      CELL PARAMETERS:  27.2540 27.2540 27.2540   90.000   90.000   90.000
      SPACE GROUP: Fd3c      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:  20243.740
      Density (g/cm3):      2.606
      MAX. ABS. INTENSITY / VOLUME**2:      7.478798326    
      RIR:      1.340
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                10.66         36.85        9.6357    2   2   0        12
                13.07         20.64        7.8676    2   2   2         8
                15.10         30.54        6.8135    4   0   0         6
                18.52         74.85        5.5632    4   2   2        24
                21.42          1.32        4.8179    4   4   0        12
                23.98          2.17        4.3092    6   2   0        24
                25.17         11.25        4.1087    6   2   2        24
                26.31          3.49        3.9338    4   4   4         8
                28.46         20.37        3.6420    6   4   2        48
                29.23         77.65        3.5482    7   3   1        48
                30.47        100.00        3.4067    8   0   0         6
                32.36         15.07        3.2119    8   2   2        24
                33.05         24.41        3.1470    7   5   1        48
                34.17         41.56        3.0471    8   4   0        24
                34.82          5.10        2.9915    7   5   3        48
                35.89          2.41        2.9053    6   6   4        24
                36.52         35.06        2.8570    9   3   1        48
                37.54          6.51        2.7816    8   4   4        24
                39.72         10.70        2.6347    9   5   1        48
                39.92          8.43        2.6225    6   6   6         8
                41.25         13.12        2.5414    9   5   3        48
                41.43          1.60        2.5305    8   6   4        48
                42.18          5.50        2.4879   10   4   2        48
                43.63         10.42        2.4089    8   8   0        12
                44.34          1.88        2.3722    8   8   2        24
                45.56          5.45        2.3117    9   7   3        48
                45.74          1.89        2.3034   10   6   2        48
                46.42          1.13        2.2712    8   8   4        24
                46.42         11.96        2.2712   12   0   0         6
                46.93          3.43        2.2479   11   5   1        48
                48.27          9.72        2.1891    9   7   5        48
                48.27          5.43        2.1891   11   5   3        48
                49.75          2.80        2.1282    8   8   6        24
                49.75          1.96        2.1282   12   4   2        48
                50.87         24.21        2.0842   11   7   1        48
                51.66          4.84        2.0543   12   4   4        24
                52.14          1.29        2.0371   13   3   1        48
                52.14          1.24        2.0371   11   7   3        48
                52.29          2.41        2.0314   10   8   4        48
                52.91          4.93        2.0092   12   6   2        48
                54.14          2.06        1.9669    8   8   8         8
                54.75          1.11        1.9467   12   6   4        48
                55.35          2.23        1.9271   14   2   0        24
                55.95          5.55        1.9082   14   2   2        24
                56.55          6.23        1.8897   12   8   0        24
                57.14          3.90        1.8718   12   8   2        48
                58.89          5.96        1.8210   12   8   4        48
                59.32          1.97        1.8089   13   7   3        48
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
