      Hanksite
      Araki T, Zoltai T
      American Mineralogist 58 (1973) 799-801
      The crystal structure of hanksite
      _database_code_amcsd 0000383
      CELL PARAMETERS:  10.4650 10.4650 21.1910   90.000   90.000  120.000
      SPACE GROUP: P6_3/m    
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   2009.836
      Density (g/cm3):      2.586
      MAX. ABS. INTENSITY / VOLUME**2:      5.766168058    
      RIR:      1.041
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                 9.69          2.21       10.5955    0   0   2         2
                11.34          5.07        9.0630    1   0   0         6
                18.49          3.37        5.5713    1   0   3        12
                19.46          2.18        5.2977    0   0   4         2
                19.70          9.88        5.2325    1   1   0         6
                20.30          1.37        5.0799    1   1   1        12
                22.57          1.95        4.5737    1   0   4        12
                22.79         10.65        4.5315    2   0   0         6
                24.58          1.40        4.2046    1   1   3        12
                24.81          1.12        4.1664    2   0   2        12
                26.97          3.57        3.8392    1   0   5        12
                27.15         95.35        3.8141    2   0   3        12
                29.36         30.31        3.5318    0   0   6         2
                30.30          3.69        3.4255    1   2   0         6
                30.30         15.81        3.4255    2   1   0         6
                30.70          7.19        3.3816    1   2   1        12
                30.70          7.78        3.3816    2   1   1        12
                31.54          3.34        3.2934    1   1   5        12
                31.88          3.54        3.2594    2   1   2        12
                34.47          2.12        3.0210    3   0   0         6
                35.61          3.15        2.9274    1   1   6        12
                36.26          2.24        2.8765    2   1   4        12
                36.33         10.10        2.8713    1   0   7        12
                37.49        100.00        2.7857    2   0   6        12
                39.27          9.06        2.6641    2   1   5        12
                39.89          2.78        2.6243    3   0   4        12
                39.95          8.14        2.6203    1   1   7        12
                40.02         87.65        2.6163    2   2   0         6
                41.23          2.17        2.5425    1   0   8        12
                41.72          1.96        2.5136    1   3   0         6
                41.72          6.16        2.5136    3   1   0         6
                42.03          9.43        2.4961    1   3   1        12
                42.70          1.16        2.4589    1   2   6        12
                42.80          8.14        2.4534    2   2   3        12
                42.94          2.56        2.4457    1   3   2        12
                42.94          2.92        2.4457    3   1   2        12
                44.42          1.14        2.3681    3   1   3        12
                45.90          3.12        2.2957    3   0   6        12
                46.26          3.69        2.2789    1   0   9        12
                46.43          1.59        2.2710    3   1   4        12
                46.48          1.12        2.2684    2   1   7        12
                46.54          1.95        2.2657    4   0   0         6
                46.82          2.42        2.2529    4   0   1        12
                49.03          2.72        2.1575    4   0   3        12
                49.28          1.52        2.1472    1   1   9        12
                50.40          2.41        2.1023    2   2   6        12
                50.58          7.78        2.0954    1   2   8        12
                50.90          1.20        2.0832    4   0   4        12
                51.00          1.31        2.0792    3   2   0         6
                51.26          1.19        2.0692    2   3   1        12
                51.26          2.01        2.0692    3   2   1        12
                51.42          1.23        2.0634    1   0  10        12
                53.42          1.84        1.9917    3   0   8        12
                55.10          1.18        1.9355    3   2   4        12
                55.99         35.95        1.9071    4   0   6        12
                56.72          1.50        1.8844    1   0  11        12
                57.31          1.47        1.8667    3   2   5        12
                57.63          1.84        1.8571    3   0   9        12
                57.78          1.17        1.8528    1   4   4        12
                58.80          2.26        1.8233    1   3   8        12
                59.19          2.61        1.8126    5   0   0         6
                59.43          2.88        1.8060    5   0   1        12
                59.57          3.24        1.8021    1   2  10        12
                59.93          3.69        1.7922    1   4   5        12
                59.93          2.71        1.7922    4   1   5        12
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
