      Muscovite
      Gatineau L
      Comptes Rendus Hebdomadaires des Seances de l'Academie des Sciences 256 (1963) 4648-4649
      Localisation des remplacements isomorphiques dans la muscovite
      Note: polytype Muscovite 2M1
      _cod_database_code 1000042
      _database_code_amcsd 0012259
      CELL PARAMETERS:   5.1890  8.9950 20.0970   90.000   95.180   90.000
      SPACE GROUP: C2/c      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    934.197
      Density (g/cm3):      2.817
      MAX. ABS. INTENSITY / VOLUME**2:      2.414786809    
      RIR:      0.400
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                10.26         82.11       10.0075    0   0   2         2
                20.61         34.31        5.0037    0   0   4         2
                22.96          4.85        4.4975    0   2   0         2
                23.05         37.12        4.4809    1   1   0         4
                23.22         98.40        4.4475   -1   1   1         4
                23.54         10.54        4.3881    0   2   1         4
                24.02         26.24        4.3015    1   1   1         4
                25.21         20.47        4.1023    0   2   2         4
                26.03         11.89        3.9753    1   1   2         4
                26.80         66.69        3.8624   -1   1   3         4
                27.78         69.13        3.7293    0   2   3         4
                28.86          3.96        3.5919    1   1   3         4
                29.85         88.75        3.4761   -1   1   4         4
                31.04         62.54        3.3449    0   2   4         4
                31.13         70.62        3.3358    0   0   6         2
                32.33         83.64        3.2153    1   1   4         4
                33.47          7.79        3.1086   -1   1   5         4
                34.84         86.57        2.9901    0   2   5         4
                36.28         59.16        2.8755    1   1   5         4
                37.54         45.08        2.7821   -1   1   6         4
                40.38          4.48        2.5934    1   3   0         4
                40.49         40.68        2.5869   -1   3   1         4
                40.54         21.53        2.5839    2   0   0         2
                40.59         14.60        2.5807    1   1   6         4
                40.96         56.69        2.5584   -2   0   2         2
                40.98        100.00        2.5572    1   3   1         4
                41.93         10.21        2.5019    0   0   8         2
                41.95          7.97        2.5008   -1   1   7         4
                42.77         28.47        2.4551   -1   3   3         4
                42.88         13.83        2.4489    2   0   2         2
                43.55          4.19        2.4129    0   2   7         4
                44.08         13.30        2.3853   -2   0   4         2
                44.17         34.47        2.3811    1   3   3         4
                46.91          1.36        2.2487    0   4   0         2
                46.97         10.55        2.2461   -2   2   1         4
                47.10          5.04        2.2405    2   2   0         4
                47.23          4.52        2.2347    0   4   1         4
                47.49          7.80        2.2230   -1   3   5         4
                47.66          3.20        2.2158    2   0   4         2
                47.84         10.84        2.2075    2   2   1         4
                48.16          7.62        2.1940    0   4   2         4
                48.58         10.88        2.1759   -2   2   3         4
                49.19          3.04        2.1507    2   2   2         4
                49.49         20.79        2.1384   -2   0   6         2
                49.63         44.02        2.1329    1   3   5         4
                49.68          4.26        2.1310    0   4   3         4
                51.10          6.94        2.0754    2   2   3         4
                51.75         10.84        2.0511    0   4   4         4
                52.50          3.73        2.0238   -2   2   5         4
                53.13         38.43        2.0015    0   0  10         2
                53.53          1.02        1.9876    2   2   4         4
                54.18         25.86        1.9658   -1   3   7         4
                54.38         12.65        1.9589    2   0   6         2
                55.23          2.73        1.9312   -2   2   6         4
                56.72          1.87        1.8844   -2   0   8         2
                56.90          2.14        1.8791    1   3   7         4
                57.38          3.50        1.8646    0   4   6         4
                58.12          1.73        1.8428   -1   3   8         4
                58.62          1.18        1.8286    0   2  10         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
