      Tephroite
      Francis C A, Ribbe P H
      American Mineralogist 65 (1980) 1263-1269
      The forsterite-tephroite series: I. Crystal structure refinements
      Sample: Te 91 olivine
      Locality: Madagascar
      _database_code_amcsd 0000802
      CELL PARAMETERS:   4.8790 10.5890  6.2340   90.000   90.000   90.000
      SPACE GROUP: Pbnm      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    322.072
      Density (g/cm3):      4.057
      MAX. ABS. INTENSITY / VOLUME**2:      12.35311429    
      RIR:      1.421
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                19.47          6.86        5.2945    0   2   0         2
                23.31          4.28        4.4312    1   1   0         4
                25.63         12.14        4.0355    0   2   1         4
                26.95          7.09        3.8422    1   0   1         4
                28.70         65.90        3.6118    1   1   1         8
                28.89          6.96        3.5879    1   2   0         4
                33.38         10.21        3.1170    0   0   2         2
                33.46          3.85        3.1096    1   2   1         8
                36.48         90.28        2.8598    1   3   0         4
                38.93         29.89        2.6861    0   2   2         4
                39.53          8.93        2.6472    0   4   0         2
                40.29         75.57        2.5993    1   3   1         8
                41.11        100.00        2.5494    1   1   2         8
                43.05         12.91        2.4395    2   0   0         2
                43.11         15.21        2.4367    0   4   1         4
                44.24          6.45        2.3772    2   1   0         4
                44.72         14.20        2.3530    1   2   2         8
                45.25         12.18        2.3268    1   4   0         4
                47.53          6.84        2.2212    2   1   1         8
                50.28          4.46        2.1072    1   3   2         8
                50.78          2.18        2.0877    2   2   1         8
                52.67          1.30        2.0177    0   4   2         4
                54.87          2.21        1.9427    1   5   0         4
                56.82         11.30        1.8814    1   1   3         8
                57.72          5.81        1.8547    1   5   1         8
                59.43         70.51        1.8059    2   2   2         8
                59.71          2.56        1.7982    1   2   3         8
                59.87         21.83        1.7939    2   4   0         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
