      Shirokshinite
      Pekov I V, Chukanov N V, Ferraris G, Ivaldi G, Pushcharovsky D Y, Zadov A E
      European Journal of Mineralogy 15 (2003) 447-454
      Shirokshinite, K(NaMg2)Si4O10F2, a new mica with octahedral Na from Khidiny massif,
      Kola Peninsula: descriptive data and structural disorder
      Locality: Khidiny massif, Kola Peninsula, Russia
      _database_code_amcsd 0006989
      CELL PARAMETERS:   5.2690  9.0920 10.1970   90.000  100.120   90.000
      SPACE GROUP: C2/m      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    480.895
      Density (g/cm3):      2.908
      MAX. ABS. INTENSITY / VOLUME**2:      4.663635589    
      RIR:      0.749
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                10.23        100.00       10.0384    0   0   1         2
                20.55          7.14        5.0192    0   0   2         2
                22.71         16.13        4.5460    0   2   0         2
                22.92         21.39        4.5054    1   1   0         4
                23.66          8.11        4.3669   -1   1   1         4
                26.58         14.13        3.8943    1   1   1         4
                28.47         43.03        3.6403   -1   1   2         4
                30.81         61.21        3.3694    0   2   2         4
                31.03         46.49        3.3461    0   0   3         2
                33.30         59.22        3.1241    1   1   2         4
                35.87         43.66        2.9070   -1   1   3         4
                38.80         21.25        2.6948    0   2   3         4
                39.87         11.06        2.6253   -2   0   1         2
                40.01         21.48        2.6167    1   3   0         4
                40.38         26.41        2.5935    2   0   0         2
                40.46         53.63        2.5888   -1   3   1         4
                41.79          3.17        2.5096    0   0   4         2
                41.80          7.81        2.5092    1   1   3         4
                42.15          1.18        2.4894   -2   0   2         2
                42.33          2.46        2.4791    1   3   1         4
                43.60         28.76        2.4106    2   0   1         2
                43.62         57.08        2.4095   -1   3   2         4
                44.78          1.09        2.3502   -1   1   4         4
                46.38          6.94        2.2734   -2   2   1         4
                46.38          4.22        2.2730    0   4   0         2
                46.83          8.49        2.2527    2   2   0         4
                46.88          2.43        2.2502   -2   0   3         2
                47.10          4.58        2.2404    1   3   2         4
                47.63          6.29        2.2169    0   4   1         4
                48.41          5.95        2.1834   -2   2   2         4
                49.06         26.39        2.1561   -1   3   3         4
                49.09         13.39        2.1548    2   0   2         2
                49.71          3.79        2.1297    2   2   1         4
                51.23          2.45        2.0706    0   4   2         4
                52.96         11.28        2.0077    0   0   5         2
                53.57          6.71        1.9863   -2   0   4         2
                53.82         13.40        1.9780    1   3   3         4
                56.31          2.10        1.8972   -1   3   4         4
                56.38          1.00        1.8950    2   0   3         2
                58.92          2.08        1.8202   -2   2   4         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
