      Vivianite
      Fejdi P, Poullen J F, Gasperin M
      Bulletin de Mineralogie 103 (1980) 135-138
      Affinement de la structure de la vivianite Fe3(PO4)2*8H2O
      Locality: synthetic
      _database_code_amcsd 0012069
      CELL PARAMETERS:  10.0860 13.4410  4.7030   90.000  104.270   90.000
      SPACE GROUP: C2/m      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    617.894
      Density (g/cm3):      2.789
      MAX. ABS. INTENSITY / VOLUME**2:      11.17688123    
      RIR:      1.871
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                13.00         32.99        7.9054    1   1   0         4
                15.31        100.00        6.7205    0   2   0         2
                21.11         36.98        4.8874    2   0   0         2
                22.65         18.55        4.5579    0   0   1         2
                23.80          3.91        4.3408   -1   1   1         4
                25.39         14.09        4.0729    1   3   0         4
                26.97         27.87        3.8385   -2   0   1         2
                27.45          1.52        3.7722    0   2   1         4
                28.42          3.39        3.6466    1   1   1         4
                31.16          1.51        3.3331   -2   2   1         4
                32.44         42.15        3.2050   -1   3   1         4
                32.84          2.31        3.1666    3   1   0         4
                34.88         28.16        2.9863    2   0   1         2
                35.29         21.52        2.9531   -3   1   1         4
                37.72          5.71        2.7689    2   4   0         4
                38.30         30.48        2.7290    2   2   1         4
                38.65         21.91        2.7047    0   4   1         4
                39.72         13.03        2.6351    3   3   0         4
                40.41          2.38        2.5920    1   5   0         4
                41.47         20.10        2.5283   -2   4   1         4
                41.82         10.85        2.5082   -3   3   1         4
                42.98          1.44        2.4437    4   0   0         2
                43.50         16.97        2.4159   -4   0   1         2
                45.41         13.26        2.3192   -1   5   1         4
                45.47          3.62        2.3161   -1   1   2         4
                45.88          2.26        2.2966    4   2   0         4
                46.37          3.17        2.2735   -4   2   1         4
                47.28         19.91        2.2322    2   4   1         4
                48.20         12.26        2.1924    1   5   1         4
                48.72          5.11        2.1704   -2   2   2         4
                49.01          2.99        2.1582    0   2   2         4
                50.36          1.28        2.1041   -3   1   2         4
                50.93          1.26        2.0820   -1   3   2         4
                51.15         11.43        2.0736    3   5   0         4
                52.88          1.68        2.0105    0   6   1         4
                52.89          2.60        2.0100   -3   5   1         4
                54.30          1.56        1.9617    4   0   1         2
                54.30          2.24        1.9616   -4   4   1         4
                54.31          2.69        1.9612   -5   1   1         4
                55.12          1.50        1.9348   -2   6   1         4
                55.12          2.59        1.9346    5   1   0         4
                55.46          5.86        1.9239   -3   3   2         4
                55.60          9.00        1.9192   -4   0   2         2
                55.99          8.21        1.9071    1   3   2         4
                56.40          7.11        1.8943    2   0   2         2
                56.73          2.84        1.8841    1   7   0         4
                56.76          1.16        1.8831    4   2   1         4
                58.81          1.13        1.8233    2   2   2         4
                59.18          3.46        1.8129   -5   3   1         4
                59.94          2.12        1.7918    5   3   0         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
