      Brazilianite
      Gatehouse B M, Miskin B K
      Acta Crystallographica B30 (1974) 1311-1317
      The crystal structure of brazilianite, NaAl3(PO4)2(OH)4
      Locality: Corrego Frio pegmatite, Minas Gerais, Brazil
      _database_code_amcsd 0009508
      CELL PARAMETERS:  11.2330 10.1420  7.0970   90.000   97.370   90.000
      SPACE GROUP: P2_1/n    
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    801.847
      Density (g/cm3):      2.997
      MAX. ABS. INTENSITY / VOLUME**2:      4.372783323    
      RIR:      0.681
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                17.81         38.88        5.7824    0   1   1         4
                18.50         20.75        5.5701    2   0   0         2
                19.20         15.41        5.3687   -1   1   1         4
                20.33        100.00        5.0710    0   2   0         2
                20.95         12.69        4.9244    1   1   1         4
                22.37          6.68        4.6153    1   2   0         4
                24.37          3.00        4.2411   -2   1   1         4
                27.14         20.73        3.8157    2   1   1         4
                27.62         22.43        3.7498    2   2   0         4
                29.75          7.11        3.4870    3   1   0         4
                29.87          1.03        3.4734   -3   0   1         2
                31.62         23.67        3.2860   -3   1   1         4
                32.52          3.90        3.1968    2   2   1         4
                32.87         11.60        3.1640   -2   0   2         2
                34.90         82.89        2.9848    3   1   1         4
                34.94          1.50        2.9818   -1   3   1         4
                36.07          2.29        2.8912    0   2   2         4
                36.09          2.17        2.8900    2   3   0         4
                36.31         48.50        2.8731   -1   2   2         4
                37.06          7.36        2.8165    2   0   2         2
                37.50          7.91        2.7850    4   0   0         2
                38.16         23.27        2.7382   -2   3   1         4
                38.29         35.12        2.7294    1   2   2         4
                38.52          1.36        2.7138    2   1   2         4
                38.96         79.56        2.6844   -2   2   2         4
                40.07         15.30        2.6130    2   3   1         4
                42.46         15.64        2.4723    1   4   0         4
                42.64          1.73        2.4622    2   2   2         4
                43.02          1.91        2.4411    4   2   0         4
                43.08          1.82        2.4380    0   3   2         4
                43.28          3.22        2.4271   -1   3   2         4
                43.37          3.10        2.4226   -3   3   1         4
                43.57         11.89        2.4118    4   1   1         4
                43.65          2.07        2.4076   -3   2   2         4
                43.97          1.83        2.3911   -4   2   1         4
                45.09          5.90        2.3345   -4   0   2         2
                45.93          2.13        2.2940    3   3   1         4
                47.14          1.21        2.2386    1   0   3         2
                47.69          1.67        2.2141   -2   1   3         4
                48.58          5.12        2.1761    5   1   0         4
                48.65          3.15        2.1730    3   2   2         4
                48.87          1.05        2.1639    2   3   2         4
                48.99          3.17        2.1591    2   4   1         4
                49.05          4.17        2.1567   -5   1   1         4
                49.79          2.19        2.1266   -3   3   2         4
                50.07          4.38        2.1152   -4   3   1         4
                51.53          1.80        2.0591    4   0   2         2
                51.59          2.54        2.0572    0   4   2         4
                51.76          9.88        2.0506   -1   4   2         4
                52.06          4.35        2.0398    5   2   0         4
                52.40          3.46        2.0275    2   1   3         4
                52.91         20.38        2.0092    5   1   1         4
                53.14          6.69        2.0012    4   3   1         4
                53.80         31.94        1.9786   -2   4   2         4
                55.15         23.86        1.9338   -1   3   3         4
                55.96          1.28        1.9079    4   2   2         4
                56.95          1.19        1.8776    3   0   3         2
                57.46          2.30        1.8622   -5   2   2         4
                57.52          3.45        1.8604   -2   5   1         4
                57.55          2.77        1.8596   -3   4   2         4
                57.81          1.58        1.8519   -4   4   1         4
                57.94          2.70        1.8482   -5   3   1         4
                58.76          1.19        1.8247   -6   1   1         4
                58.94          3.64        1.8197    2   5   1         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
