      Anorthite
      Chiari G, Benna P, Bruno E
      Zeitschrift fur Kristallographie 169 (1984) 35-49
      The structure of bytownite (An85). A new refinement
      Locality: Traversella stock, Sesia Lanzo zone, Western Alps, Italy
      _database_code_amcsd 0020641
      CELL PARAMETERS:   8.1880 12.8220 14.1960   93.370  116.040   90.870
      SPACE GROUP: I-1       
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   1335.384
      Density (g/cm3):      2.745
      MAX. ABS. INTENSITY / VOLUME**2:      3.477798827    
      RIR:      0.591
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                15.83          9.60        6.5013   -1   1   0         2
                17.74          1.23        5.8050   -1  -1   2         2
                20.60          2.85        5.0071   -1  -2   1         2
                22.04         15.16        4.6829    0  -2   2         2
                25.56         65.09        4.0467   -2   0   2         2
                26.26          1.60        3.9400    0   1   3         2
                26.48         15.37        3.9091    1  -1   2         2
                27.53         31.15        3.7623   -1   3   0         2
                27.59         21.71        3.7537    1   1   2         2
                28.67         38.59        3.6160    1   3   0         2
                28.76         10.70        3.6045   -1  -3   2         2
                29.68          2.70        3.4947   -1   3   2         2
                29.92         13.51        3.4673   -1  -1   4         2
                30.30          1.19        3.4254   -2   2   2         2
                30.41          6.68        3.4131   -2  -2   2         2
                30.87         28.34        3.3633   -1   1   4         2
                31.97         57.28        3.2507   -2   2   0         2
                32.46        100.00        3.2024   -2   0   4         2
                32.52         52.56        3.1966    0   4   0         2
                32.70         88.40        3.1803    0   0   4         2
                33.29         43.59        3.1247    2   2   0         2
                34.35         21.22        3.0311    1  -3   2         2
                35.41         30.88        2.9435    0  -4   2         2
                35.53         20.37        2.9339    0  -2   4         2
                35.93          7.54        2.9025   -2  -2   4         2
                36.97         25.06        2.8236    1   3   2         2
                37.19          9.42        2.8073   -1  -3   4         2
                39.10          1.09        2.6747   -3   1   2         2
                39.51         15.51        2.6486   -1   3   4         2
                41.06          4.73        2.5525    2  -2   2         2
                41.50          6.10        2.5265    1  -1   4         2
                41.66          3.89        2.5172   -3  -1   4         2
                41.73         19.10        2.5133   -2   4   2         2
                41.85          1.39        2.5066   -3   1   4         2
                41.90         32.76        2.5036   -2  -4   2         2
                42.53          1.60        2.4683   -2   4   0         2
                43.11          3.58        2.4366    2   2   2         2
                43.30          3.74        2.4265   -3   1   0         2
                43.74          3.40        2.4029   -1  -5   2         2
                44.07          3.44        2.3859    3   1   0         2
                44.15          1.25        2.3817    1   5   0         2
                44.60          2.52        2.3590    2   4   0         2
                44.82          3.52        2.3480   -1   5   2         2
                45.48          6.75        2.3159   -3   3   2         2
                46.34          4.50        2.2750   -3  -3   2         2
                46.56          3.89        2.2650   -1   1   6         2
                46.75          1.37        2.2560    1  -3   4         2
                47.34          3.76        2.2295    1  -5   2         2
                47.44          2.68        2.2254   -2   4   4         2
                48.57          1.25        2.1767    0   4   4         2
                48.79          2.19        2.1671   -3   3   0         2
                49.01          2.51        2.1581   -2   2   6         2
                49.58         15.34        2.1349    2  -4   2         2
                49.60          1.03        2.1343   -1  -5   4         2
                49.67          8.11        2.1311    0   6   0         2
                50.60          1.19        2.0944   -3   1   6         2
                50.71         10.86        2.0905    1   5   2         2
                52.52          2.62        2.0233   -4   0   4         2
                52.66          3.99        2.0181   -4   0   2         2
                52.67          1.67        2.0177   -1   5   4         2
                53.10          1.86        2.0027    3  -1   2         2
                53.48          2.57        1.9894   -1   3   6         2
                53.82          3.53        1.9777    0   6   2         2
                54.17          2.15        1.9659    3   1   2         2
                54.51          2.04        1.9545    2  -2   4         2
                55.11          1.45        1.9350   -3  -3   6         2
                55.16          1.03        1.9334   -2  -4   6         2
                55.36          4.13        1.9268   -4  -2   4         2
                55.90          1.63        1.9097   -4  -2   2         2
                56.77          1.48        1.8829   -3   5   2         2
                56.78          1.44        1.8825   -2  -6   2         2
                56.83          3.87        1.8812   -2   6   0         2
                56.97          7.49        1.8769    2   2   4         2
                57.51          1.52        1.8607    3  -3   2         2
                57.90          9.46        1.8492   -4   0   6         2
                58.18          1.61        1.8412   -2   4   6         2
                58.31         14.86        1.8373    4   0   0         2
                58.43          3.29        1.8340    1  -1   6         2
                58.46          2.03        1.8332    0  -6   4         2
                58.59          1.62        1.8293    0  -4   6         2
                59.35          4.77        1.8080    2   6   0         2
                59.56          4.53        1.8022   -2  -6   4         2
                59.64          1.25        1.8001   -3   5   4         2
                59.79          9.05        1.7960    1   1   6         2
                59.94          3.01        1.7920   -1   7   0         2
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
