      Microcline
      Ribbe P H
      American Mineralogist 64 (1979) 402-408
      The structure of a strained intermediate microcline in cryptoperthitic
      association with twinned plagioclase
      feldspar
      Locality: Kongnat syenite, SW Greenland
      _database_code_amcsd 0000714
      CELL PARAMETERS:   8.6430 12.9290  7.1900   90.100  116.200   89.600
      SPACE GROUP: C-1       
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    720.883
      Density (g/cm3):      2.564
      MAX. ABS. INTENSITY / VOLUME**2:      3.367297370    
      RIR:      0.613
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                15.42          4.83        6.6706    1   1   0         2
                15.52          3.53        6.6300   -1   1   0         2
                15.92          7.69        6.4643    0   2   0         2
                15.95          2.47        6.4513    0   0   1         2
                17.50          6.18        5.8838   -1  -1   1         2
                17.56          6.14        5.8630   -1   1   1         2
                22.59          1.30        4.5698    0   2   1         2
                24.29         77.94        4.2547   -2   0   1         2
                26.20         12.50        3.9493    1   1   1         2
                26.27         10.99        3.9386    1  -1   1         2
                26.70          6.01        3.8774    2   0   0         2
                27.41         48.88        3.7781    1   3   0         2
                27.58         49.53        3.7559   -1   3   0         2
                28.68         11.02        3.6145   -1  -3   1         2
                28.79          9.57        3.6001   -1   3   1         2
                29.09          7.97        3.5648   -2  -2   1         2
                29.27          6.02        3.5432   -2   2   1         2
                29.95         31.57        3.4637   -1  -1   2         2
                29.98         30.30        3.4609   -1   1   2         2
                31.14         63.41        3.3353    2   2   0         2
                31.33         61.05        3.3150   -2   2   0         2
                31.51         68.95        3.2965   -2   0   2         2
                32.16         35.74        3.2322    0   4   0         2
                32.22        100.00        3.2256    0   0   2         2
                34.80         36.04        2.9930    1   3   1         2
                34.97         38.00        2.9792    1  -3   1         2
                35.43          5.86        2.9419   -2  -2   2         2
                35.56          4.91        2.9315   -2   2   2         2
                36.07         14.80        2.8915    0   4   1         2
                36.11         13.71        2.8880    0  -4   1         2
                36.11          6.26        2.8880    0   2   2         2
                36.16          6.15        2.8845    0  -2   2         2
                37.22          1.18        2.8050   -3   1   1         2
                37.82         12.47        2.7620   -1  -3   2         2
                37.88         13.47        2.7578   -1   3   2         2
                39.93         13.09        2.6216   -3  -1   2         2
                40.03         13.61        2.6154   -3   1   2         2
                40.45          1.42        2.5893    2   2   1         2
                40.57         21.82        2.5820   -2  -4   1         2
                40.63          1.65        2.5786    2  -2   1         2
                40.84         22.60        2.5656   -2   4   1         2
                41.11          5.68        2.5498    1   1   2         2
                41.16          4.77        2.5463    1  -1   2         2
                41.30          6.18        2.5382    3   1   0         2
                41.42          6.51        2.5314   -3   1   0         2
                42.12          2.04        2.4912    2   4   0         2
                42.42          2.18        2.4743   -2   4   0         2
                43.59          5.46        2.4108   -1  -5   1         2
                43.73          4.55        2.4037   -1   5   1         2
                43.78          7.05        2.4012   -3  -3   1         2
                44.08          6.01        2.3856   -3   3   1         2
                45.40          3.52        2.3195   -1  -1   3         2
                45.41          3.62        2.3191   -1   1   3         2
                46.27          1.16        2.2781   -3  -3   2         2
                46.53          1.12        2.2661   -3   3   2         2
                48.07          2.40        2.1979    1   5   1         2
                48.28          2.47        2.1887    1  -5   1         2
                49.09         27.23        2.1548    0   6   0         2
                49.59          4.15        2.1345   -4   0   1         2
                49.69          6.10        2.1305    2   4   1         2
                49.77          5.34        2.1273   -4   0   2         2
                49.99          5.20        2.1185    2  -4   1         2
                51.10          1.35        2.0754    3   1   1         2
                51.21          1.46        2.0714    3  -1   1         2
                51.23          2.75        2.0707    2   0   2         2
                51.93          2.90        2.0447    0   6   1         2
                51.98          3.00        2.0429    0  -6   1         2
                52.48          7.50        2.0247   -4  -2   2         2
                52.70          8.33        2.0168   -4   2   2         2
                53.91          7.22        1.9746    2   2   2         2
                54.07          6.89        1.9693    2  -2   2         2
                54.31          1.99        1.9613   -3  -3   3         2
                54.52          1.70        1.9543   -3   3   3         2
                55.00         12.85        1.9387    4   0   0         2
                55.26          2.08        1.9302   -3  -5   1         2
                55.49          6.31        1.9227   -4   0   3         2
                55.68          1.83        1.9167   -3   5   1         2
                56.45          1.00        1.8928    3   3   1         2
                56.57          1.28        1.8890    2   6   0         2
                56.75          1.02        1.8837    3  -3   1         2
                56.93          1.56        1.8780   -2   6   0         2
                57.52          1.41        1.8605    4   2   0         2
                57.76          1.38        1.8535   -4   2   0         2
                57.81          3.85        1.8520    1   1   3         2
                57.86          3.56        1.8504    1  -1   3         2
                58.02          1.08        1.8457   -4  -2   3         2
                58.35          1.11        1.8363    1   5   2         2
                58.41          2.20        1.8345    3   5   0         2
                58.57          1.05        1.8299    1  -5   2         2
                58.86          2.04        1.8218   -3   5   0         2
                59.38          2.15        1.8073   -2  -6   2         2
                59.64          2.58        1.8000   -2   6   2         2
                59.90          5.45        1.7930    0   6   2         2
                59.95          5.15        1.7916    0   4   3         2
                59.99          5.84        1.7905    0  -6   2         2
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
