      Metarossite
      Kelsey C H, Barnes W H
      The Canadian Mineralogist 6 (1960) 448-466
      The crystal structure of metarossite
      Locality: Thompson's, Utah, USA
      _database_code_amcsd 0005077
      CELL PARAMETERS:   6.2100  7.0600  7.7600   92.970   96.650  105.780
      SPACE GROUP: P-1       
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    323.957
      Density (g/cm3):      2.767
      MAX. ABS. INTENSITY / VOLUME**2:      9.031783515    
      RIR:      1.524
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                13.39         36.40        7.6785    0   0   1         2
                15.20         48.92        6.7681    0   1   0         2
                17.39        100.00        5.9211    1   0   0         2
                19.66          8.04        5.2436   -1   1   0         2
                20.51         55.72        5.0291   -1   0   1         2
                21.18          4.88        4.8710    0   1   1         2
                23.27          5.03        4.4395   -1   1   1         2
                23.43          7.39        4.4095    1   0   1         2
                24.44          5.57        4.2287    1  -1   1         2
                26.97         18.97        3.8392    0   0   2         2
                30.16          6.40        3.4406   -1   0   2         2
                30.68         15.59        3.3840    0   2   0         2
                32.27          1.14        3.2211    0   1   2         2
                32.47         13.44        3.2013    0  -2   1         2
                32.72          2.66        3.1777   -1   1   2         2
                33.57         17.48        3.0997    1  -2   1         2
                33.82         12.20        3.0773   -1   2   1         2
                34.21         18.26        3.0436   -2   1   0         2
                34.26         32.97        3.0393    1   0   2         2
                34.44          1.46        3.0234    1  -1   2         2
                34.70         12.31        3.0016    0   2   1         2
                35.12         11.06        2.9672   -1  -1   2         2
                35.20          2.00        2.9606    2   0   0         2
                36.00         15.95        2.8969   -2   0   1         2
                38.17          1.36        2.7374    2  -1   1         2
                39.39         12.06        2.6561    0  -2   2         2
                39.69         12.37        2.6369    1   2   0         2
                39.93          9.43        2.6218   -2   2   0         2
                40.30          2.97        2.5983   -1  -2   1         2
                40.68          4.17        2.5753    1   1   2         2
                40.94          6.82        2.5595    0   0   3         2
                41.16          3.95        2.5466    1  -2   2         2
                41.58         18.54        2.5218   -1   2   2         2
                41.58          2.21        2.5217   -2   2   1         2
                41.71         10.41        2.5146   -2   0   2         2
                41.79          2.76        2.5100   -2   1   2         2
                42.42          2.13        2.4743   -1   0   3         2
                42.73          4.57        2.4573   -2  -1   1         2
                43.77          3.38        2.4013    1   2   1         2
                45.04          1.01        2.3373   -1   3   0         2
                45.23          1.22        2.3278    0   1   3         2
                46.30          7.38        2.2770    2  -1   2         2
                46.75          2.93        2.2560    0   3   0         2
                47.62          3.29        2.2174    0  -3   1         2
                47.91          2.53        2.2048    2   0   2         2
                49.63          1.11        2.1327    0  -2   3         2
                50.07          1.17        2.1152    0   3   1         2
                50.45          2.97        2.1004   -2   3   0         2
                51.67          1.90        2.0543    1   2   2         2
                53.84          6.04        1.9771   -3   0   1         2
                54.15          2.33        1.9668   -1  -2   3         2
                54.22          1.23        1.9645   -1   3   2         2
                55.10          2.05        1.9355    1   3   0         2
                55.59          5.81        1.9196    0   0   4         2
                56.04          1.89        1.9053   -3   1   2         2
                56.12          6.97        1.9031   -1   0   4         2
                56.52          1.92        1.8905    0  -1   4         2
                57.44          4.06        1.8627    3  -2   1         2
                57.80          2.03        1.8522    3   0   1         2
                57.95          3.73        1.8477    2   2   1         2
                58.52          1.49        1.8313    2  -3   2         2
                58.56          1.97        1.8303   -1  -1   4         2
                58.98          6.03        1.8184    2   0   3         2
                59.02          1.36        1.8173   -1  -3   2         2
                59.43          1.65        1.8059    0   1   4         2
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
