      Astrophyllite
      Piilonen P C, McDonald A M, Lalonde A E
      The Canadian Mineralogist 41 (2003) 27-54
      Insights into astrophyllite-group minerals II: Crystal chemistry
      Sample: RUS8, nepheline syenite pegmatite
      Locality: Khibina massif, Kola Peninsula, Russia
      _database_code_amcsd 0005806
      CELL PARAMETERS:   5.3754 11.8970 11.6634  113.133   94.638  103.081
      SPACE GROUP: P-1       
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    656.005
      Density (g/cm3):      3.136
      MAX. ABS. INTENSITY / VOLUME**2:      19.06283844    
      RIR:      2.838
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                 9.75        100.00       10.5312    0   0   1         2
                 9.78         17.68       10.4977    0   1   0         2
                10.49          4.87        9.7920    0  -1   1         2
                17.84          4.64        5.7744    0  -2   1         2
                23.49          3.54        4.3981   -1  -1   1         2
                23.84          1.57        4.3330   -1   2   0         2
                23.98          2.47        4.3091    1   0   1         2
                24.00          3.03        4.3050    1  -2   1         2
                25.47          3.15        4.0610    0   2   1         2
                26.94          1.61        3.8433    0  -3   1         2
                27.52          2.10        3.7635   -1   2   1         2
                27.64          2.36        3.7471    1  -1   2         2
                27.69          2.68        3.7404    0  -2   3         2
                27.93          4.15        3.7091    1  -2   2         2
                28.16          2.57        3.6795   -1   1   2         2
                29.52          7.06        3.5131    1   1   1         2
                29.55         23.40        3.5104    0   0   3         2
                29.64          1.47        3.4992    0   3   0         2
                31.83          1.35        3.2640    0  -3   3         2
                31.95          7.23        3.2529   -1  -1   3         2
                33.39          1.58        3.1157    0   2   2         2
                33.88          5.63        3.0719   -1   2   2         2
                34.45          4.32        3.0227    1  -2   3         2
                35.06          2.18        2.9721    0   1   3         2
                36.35          2.69        2.8701    1  -3   3         2
                36.55          1.05        2.8549    0  -1   4         2
                36.55          1.88        2.8544    1   1   2         2
                37.11          1.55        2.8133    1   2   1         2
                37.63         12.59        2.7752   -1  -3   1         2
                37.67         13.58        2.7729    1  -4   2         2
                38.25          1.05        2.7318    0  -3   4         2
                39.46         11.64        2.6516   -2   1   1         2
                39.75          8.37        2.6328    0   0   4         2
                40.57          1.89        2.5822   -1  -2   4         2
                40.68         13.92        2.5751    1   3   0         2
                40.78         13.22        2.5692    1  -4   3         2
                41.44          1.03        2.5300   -1   3   2         2
                42.36         11.27        2.4774   -2   1   2         2
                43.84          3.16        2.3977   -1   4   1         2
                44.00          3.10        2.3896   -1  -3   4         2
                45.71          1.73        2.3045    2  -1   2         2
                45.91          5.20        2.2953    1   3   1         2
                46.06          4.78        2.2883    1  -4   4         2
                47.41          6.29        2.2268   -2   1   3         2
                50.21          2.67        2.1099   -1   4   2         2
                50.30          1.71        2.1062    0   0   5         2
                50.41          2.46        2.1022   -1  -3   5         2
                51.99          3.99        2.0424    2  -1   3         2
                52.81          1.64        2.0127    1   3   2         2
                53.00          1.64        2.0061    1  -4   5         2
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
