      Jerrygibbsite
      Kato T, Ito Y, Hashimoto N
      Neues Jahrbuch fur Mineralogie, Monatshefte 1989 (1989) 410-430
      The crystal structures of sonolite and jerrygibbsite
      Locality: Franklin, New Jersey
      Note: O12 z-coordinate changed to reproduce reported bond lengths
      _database_code_amcsd 0014840
      CELL PARAMETERS:   4.8750 10.7090 28.1800   90.000   90.000   90.000
      SPACE GROUP: Pbn2_1    
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   1471.176
      Density (g/cm3):      4.039
      MAX. ABS. INTENSITY / VOLUME**2:      8.466694735    
      RIR:      0.979
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                 7.28          4.13       14.0900    0   0   2         1
                19.60         10.24        5.2604    0   2   1         2
                21.48          1.18        4.8036    1   0   1         2
                21.97          1.41        4.6967    0   0   6         1
                23.28         17.00        4.4369    1   1   0         4
                23.57          5.78        4.3829    1   1   1         4
                23.88          1.93        4.3270    1   0   3         2
                24.24         11.02        4.2630    0   2   4         2
                24.42          5.38        4.2320    1   1   2         4
                25.79          5.94        4.0119    1   1   3         4
                27.59         34.64        3.7544    1   1   4         4
                28.10          7.38        3.6871    1   0   5         2
                29.00          7.82        3.5756    1   2   1         4
                29.37          1.28        3.5308    0   2   6         2
                29.44          1.64        3.5225    0   0   8         1
                29.76         35.15        3.4862    1   1   5         4
                30.85          1.32        3.3655    1   2   3         4
                32.23         19.16        3.2253    1   1   6         4
                32.39          4.00        3.2091    1   2   4         4
                36.22         82.16        2.8801    1   3   0         4
                36.41         58.60        2.8652    1   3   1         4
                36.99          2.18        2.8218    1   3   2         4
                37.04          8.33        2.8180    0   0  10         1
                37.87         62.76        2.7588    1   1   8         4
                37.94         11.76        2.7536    1   3   3         4
                38.68         53.08        2.7029    0   2   9         2
                39.07         16.09        2.6772    0   4   0         2
                39.24         35.73        2.6659    1   3   4         4
                40.69          2.95        2.5747    0   4   3         2
                40.86         35.66        2.5646    1   3   5         4
                40.96         83.97        2.5582    1   1   9         4
                42.76         10.84        2.4552    1   3   6         4
                43.09         19.66        2.4375    2   0   0         2
                43.45         16.16        2.4183    0   4   5         2
                44.21         15.57        2.3788    1   1  10         4
                44.25          1.85        2.3767    2   1   0         4
                44.42          2.59        2.3683    2   1   1         4
                44.50         22.63        2.3639    1   2   9         4
                44.85         14.50        2.3467    1   4   0         4
                46.84          4.70        2.2520    2   1   4         4
                47.34          9.11        2.2297    1   3   8         4
                48.25          2.86        2.1900    2   1   5         4
                49.66          5.16        2.1315    0   4   8         2
                49.96          5.73        2.1197    1   3   9         4
                50.05          1.96        2.1160    2   2   4         4
                54.32          1.88        1.9609    1   5   0         4
                54.46          2.01        1.9562    1   5   1         4
                54.72          4.28        1.9477    1   1  13         4
                55.59          1.32        1.9195    1   5   3         4
                56.57          3.00        1.8891    1   5   4         4
                57.81          2.92        1.8520    1   5   5         4
                58.10          2.75        1.8435    2   0  10         2
                58.46          5.77        1.8330    1   1  14         4
                59.28        100.00        1.8102    2   2   9         4
                59.56         38.79        1.8024    2   4   0         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
