      Spurrite
      Grice J D
      The Canadian Mineralogist 43 (2005) 1489-1500
      The structure of spurrite, tilleyite and scawtite,
      and relationships to other silicate-carbonate minerals
      Locality: Cornet Hill, Apuseni Mountains, Romania
      _database_code_amcsd 0006059
      CELL PARAMETERS:  10.4840  6.7120 14.1560   90.000  101.270   90.000
      SPACE GROUP: P2_1/a    
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    976.930
      Density (g/cm3):      3.022
      MAX. ABS. INTENSITY / VOLUME**2:      2.683780926    
      RIR:      0.415
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                 7.39          5.38       13.8830    0   0   1         2
                14.82         72.20        6.9415    0   0   2         2
                17.04         44.01        6.0428    0   1   1         4
                19.03          4.19        5.4148   -1   1   1         4
                19.98         26.17        5.1606   -2   0   1         2
                20.06         22.78        5.1409    2   0   0         2
                20.52         12.62        5.0263    1   1   1         4
                22.31         21.31        4.6277    0   0   3         2
                22.36          8.53        4.6159   -1   1   2         4
                22.74          4.14        4.5407    2   0   1         2
                24.87          1.52        4.1563    1   1   2         4
                25.28          2.05        4.0911   -2   1   1         4
                25.34          2.20        4.0813    2   1   0         4
                27.02         34.00        3.8319   -2   0   3         2
                27.18         30.70        3.8099    0   1   3         4
                27.31         19.36        3.7920    2   0   2         2
                27.37         16.53        3.7841   -2   1   2         4
                27.54         12.36        3.7609    2   1   1         4
                29.89         38.94        3.4708    0   0   4         2
                30.54          8.70        3.3988    1   1   3         4
                30.94         17.26        3.3560    0   2   0         2
                31.21          3.90        3.3278   -2   1   3         4
                31.46          5.58        3.3016    2   1   2         4
                31.85          2.97        3.2620    0   2   1         4
                32.59         37.32        3.1904    1   2   0         4
                32.71          5.58        3.1791   -2   0   4         2
                33.00          1.95        3.1513   -1   2   1         4
                33.51         22.21        3.1051   -1   1   4         4
                33.61          2.57        3.0963   -3   1   1         4
                33.76          4.67        3.0830    0   1   4         4
                33.92          3.69        3.0690    1   2   1         4
                34.11         25.34        3.0524    3   1   0         4
                34.47         29.30        3.0214    0   2   2         4
                34.81         12.01        2.9927   -3   1   2         4
                36.31          1.85        2.8731   -2   1   4         4
                37.00          4.30        2.8214    1   1   4         4
                37.10          2.61        2.8134   -2   2   1         4
                37.15          4.02        2.8102    2   2   0         4
                37.57         14.28        2.7801   -3   1   3         4
                38.48         88.39        2.7168    0   2   3         4
                38.61         93.37        2.7074   -2   2   2         4
                38.66          2.50        2.7044   -1   2   3         4
                38.74        100.00        2.6989    2   2   1         4
                39.16         87.85        2.6710   -2   0   5         2
                39.54         88.42        2.6467    2   0   4         2
                39.79         15.41        2.6305    3   1   2         4
                39.94         69.88        2.6209   -4   0   1         2
                41.01          2.85        2.5552    1   2   3         4
                41.62          5.22        2.5199   -3   1   4         4
                42.64          6.13        2.4622    2   1   4         4
                42.67          9.87        2.4605   -4   0   3         2
                42.98          8.80        2.4435    4   0   1         2
                43.02          1.28        2.4413   -4   1   1         4
                43.44         23.74        2.4190   -3   2   1         4
                43.64          3.60        2.4085   -4   1   2         4
                43.79          2.06        2.4005    4   1   0         4
                45.52          3.33        2.3138    0   0   6         2
                45.59         12.09        2.3105    3   2   1         4
                45.64          4.09        2.3080   -2   2   4         4
                45.90          4.13        2.2957    2   2   3         4
                46.00          1.49        2.2908   -4   0   4         2
                46.21          2.09        2.2809    1   2   4         4
                46.44          4.17        2.2703    4   0   2         2
                46.56          2.00        2.2650    2   0   5         2
                46.69          2.04        2.2590   -3   1   5         4
                46.69         40.48        2.2589   -3   2   3         4
                47.81         16.73        2.2088    0   3   1         4
                48.31         20.20        2.1875    0   1   6         4
                48.34          8.66        2.1862    1   3   0         4
                48.57         13.08        2.1765    3   2   2         4
                48.64         39.29        2.1735   -1   3   1         4
                48.77         18.86        2.1680   -4   1   4         4
                49.19         13.91        2.1506    4   1   2         4
