      Sanidine
      Ackermann S, Kunz M, Armbruster T, Schefer J, Hanni H
      Schweizerische Mineralogische und Petrographische Mitteilungen 84 (2004) 345-354
      Cation distribution in a Fe-bearing K-feldspar from Itrongay, Madagascar:
      A combined neutron- and X-ray single-crystal diffraction study
      Note: Neutron diffraction data, occupancies taken from simultaneous data
      Locality: Itrongay, Madagascar
      _database_code_amcsd 0020559
      CELL PARAMETERS:   8.5992 13.0277  7.1926   90.000  116.056   90.000
      SPACE GROUP: C2/m      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    723.877
      Density (g/cm3):      2.549
      MAX. ABS. INTENSITY / VOLUME**2:      3.292922946    
      RIR:      0.603
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                15.48          9.91        6.6448    1   1   0         4
                15.80         18.63        6.5139    0   2   0         2
                15.93          5.98        6.4616    0   0   1         2
                17.54         19.17        5.8722   -1   1   1         4
                24.41        100.00        4.2342   -2   0   1         2
                26.22         41.73        3.9467    1   1   1         4
                26.80          1.73        3.8626    2   0   0         2
                27.36         95.61        3.7855    1   3   0         4
                28.60         12.23        3.6241   -1   3   1         4
                29.21          5.41        3.5501   -2   2   1         4
                29.94         40.44        3.4658   -1   1   2         4
                31.26         99.12        3.3224    2   2   0         4
                31.58         69.77        3.2892   -2   0   2         2
                31.91         52.64        3.2569    0   4   0         2
                32.17         98.89        3.2308    0   0   2         2
                34.76         51.46        2.9970    1   3   1         4
                35.50         14.01        2.9361   -2   2   2         4
                35.85         21.00        2.9084    0   4   1         4
                36.03         16.43        2.8943    0   2   2         4
                37.33          2.47        2.7967   -3   1   1         4
                37.72         13.38        2.7694   -1   3   2         4
                40.13         13.18        2.6090   -3   1   2         4
                40.53          2.48        2.5842    2   2   1         4
                40.58         28.74        2.5816   -2   4   1         4
                41.08          4.12        2.5511    1   1   2         4
                41.51          6.33        2.5262    3   1   0         4
                42.14         13.14        2.4899    2   4   0         4
                43.37          5.90        2.4224   -1   5   1         4
                43.98         11.83        2.3905   -3   3   1         4
                44.24          1.18        2.3770   -2   0   3         2
                45.34          2.81        2.3224   -1   1   3         4
                48.69         20.68        2.1713    0   6   0         2
                48.91          3.60        2.1624   -3   1   3         4
                49.11          2.56        2.1539    0   0   3         2
                49.71         10.17        2.1298    2   4   1         4
                49.85          1.19        2.1240   -4   0   1         2
                50.03          3.15        2.1171   -4   0   2         2
                50.21          1.96        2.1098   -1   5   2         4
                51.23          1.19        2.0707    2   0   2         2
                51.56          2.64        2.0582    0   6   1         4
                52.63          3.59        2.0194   -4   2   1         4
                52.79         10.32        2.0134   -4   2   2         4
                53.95          9.72        1.9734    2   2   2         4
                55.23          9.72        1.9313    4   0   0         2
                55.35          2.70        1.9271   -3   5   1         4
                55.71          6.68        1.9158   -4   0   3         2
                56.45          7.71        1.8927    2   6   0         4
                57.75          6.13        1.8537    1   1   3         4
                57.82          6.20        1.8516    4   2   0         4
                58.29          2.60        1.8379   -4   2   3         4
                58.52          1.95        1.8315    3   5   0         4
                59.21          3.87        1.8121   -2   6   2         4
                59.57         10.41        1.8021    0   6   2         4
                59.77          5.73        1.7965    0   4   3         4
                59.98          1.29        1.7908   -1   7   1         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
