      Whitlockite
      Hughes J M, Jolliff B L, Rakovan J
      American Mineralogist 93 (2008) 1300-1305
      The crystal chemistry of whitlockite and merrillite and the
      dehydrogenation of whitlockite to merrillite
      Locality: synthetic
      Note: Heated at 500 degrees C
      _database_code_amcsd 0004625
      CELL PARAMETERS:  10.3597 10.3597 37.1610   90.000   90.000  120.000
      SPACE GROUP: R3c       
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   3453.921
      Density (g/cm3):      3.006
      MAX. ABS. INTENSITY / VOLUME**2:      7.933702268    
      RIR:      1.232
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                12.72         15.90        8.0792    0   1   2         3
                15.95         10.77        6.4537    1   0   4         3
                16.62          1.21        6.1935    0   0   6         1
                19.90         49.27        5.1799    1   1   0         6
                23.69          4.08        4.3606    2   0   2         3
                25.07          1.12        4.1250    0   1   8         3
                25.61         14.49        4.0396    0   2   4         3
                26.04          1.31        3.9734    1   1   6         6
                30.23         35.39        3.4332    1   0  10         3
                30.74          2.87        3.3770    2   1   1         6
                31.13          8.77        3.3359    1   2   2         6
                32.19          2.69        3.2287    1   1   9         6
                32.21          1.77        3.2268    2   0   8         3
                32.64         58.69        3.1854    2   1   4         6
                33.60          1.31        3.0968    0   0  12         1
                34.83         10.83        2.9906    3   0   0         3
                36.46        100.00        2.8617    0   2  10         3
                38.15         18.88        2.7389    1   2   8         6
                38.83          4.31        2.6931    0   3   6         3
                38.83          2.29        2.6931    3   0   6         3
                39.36          3.40        2.6580    1   1  12         6
                40.44         73.16        2.5899    2   2   0         6
                41.18          2.93        2.5453    0   1  14         3
                41.35          3.70        2.5351    2   2   3         6
                41.88         13.54        2.5049    2   1  10         6
                42.27          3.08        2.4828    1   3   1         6
                43.73          2.18        2.4036    1   3   4         6
                43.93          2.20        2.3933    1   2  11         6
                44.00          5.04        2.3894    2   2   6         6
                44.59          3.45        2.3596    3   1   5         6
                46.92          5.67        2.2484    1   0  16         3
                47.22          2.47        2.2349    1   1  15         6
                48.36          1.05        2.1856    2   1  13         6
                48.48          7.83        2.1803    4   0   4         3
                49.18          9.27        2.1512    3   0  12         3
                49.18          3.65        2.1512    0   3  12         3
                50.72          2.22        2.0902    1   2  14         6
                51.39          1.98        2.0645    0   0  18         1
                51.44          1.31        2.0625    0   2  16         3
                51.64          1.74        2.0551    3   2   1         6
                51.90          3.23        2.0458    2   3   2         6
                52.61         13.69        2.0198    0   4   8         3
                52.90          2.72        2.0095    3   2   4         6
                53.56          6.80        1.9867    2   2  12         6
                55.15          1.49        1.9338    1   4   3         6
                55.57         25.48        1.9203    4   0  10         3
                55.65          1.73        1.9178    1   1  18         6
                56.81         12.58        1.8818    2   3   8         6
                57.31          5.55        1.8668    1   4   6         6
                57.31          8.13        1.8668    4   1   6         6
                58.94          3.23        1.8194    0   1  20         3
                59.62          9.74        1.8005    3   2  10         6
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
