      Ettringite
      Hartman M R, Berliner R
      Cement and Concrete Research 36 (2006) 364-370
      Investigation of the structure of ettringite by time-of-flight neutron powder
      diffraction techniques
      Locality: synthetic
      _database_code_amcsd 0012178
      CELL PARAMETERS:  11.1669 11.1669 21.3537   90.000   90.000  120.000
      SPACE GROUP: P31c      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   2306.039
      Density (g/cm3):      1.791
      MAX. ABS. INTENSITY / VOLUME**2:      6.349086196    
      RIR:      1.655
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                 9.62          7.06       10.6768    0   0   2         1
                10.62        100.00        9.6708    1   0   0         6
                11.66         11.66        8.8095    1   0   1         6
                14.35          2.47        7.1676    1   0   2         6
                17.97          5.37        5.7326    1   0   3         6
                18.45         46.35        5.5834    1   1   0         3
                20.85         14.47        4.9477    2  -1   2         3
                21.34          2.72        4.8354    2   0   0         6
                21.88          1.02        4.7160    2   0   1         6
                22.08         27.10        4.6736    1   0   4         6
                25.86          6.81        3.9998    2   0   3         6
                26.83         17.17        3.8585    1   1   4         3
                26.83         20.15        3.8585    2  -1   4         3
                28.35          2.41        3.6552    2   1   0         6
                28.77          1.37        3.6028    3  -1   1         6
                28.93         10.05        3.5838    2   0   4         6
                30.00          5.42        3.4582    3  -1   2         6
                30.00         13.68        3.4582    2   1   2         6
                31.96          1.95        3.2515    3  -1   3         6
                31.96          2.81        3.2515    2   1   3         6
                32.24         11.01        3.2236    3   0   0         6
                34.71          1.58        3.0011    1   1   6         3
                34.71          4.72        3.0011    2  -1   6         3
                37.40          2.88        2.7917    2   2   0         3
                37.86         28.93        2.7595    3   0   4         6
                38.71          1.22        2.7009    2   2   2         3
                38.71          1.02        2.7009    4  -2   2         3
                38.99          3.55        2.6822    3   1   0         6
                39.19          4.95        2.6692    0   0   8         1
                39.31          1.06        2.6613    4  -1   1         6
                40.25          6.69        2.6014    4  -1   2         6
                40.25          6.77        2.6014    3   1   2         6
                41.10         17.33        2.5499    2   1   6         6
                41.10         17.86        2.5499    3  -1   6         6
                41.79          1.35        2.5099    3   1   3         6
                42.43          2.26        2.4739    4  -2   4         3
                43.64          1.22        2.4082    1   1   8         3
                43.86          3.38        2.3967    4  -1   4         6
                43.86          3.18        2.3967    3   1   4         6
                45.05          2.91        2.3368    2   0   8         6
                47.59          5.34        2.2186    3   2   0         6
                47.96          2.08        2.2024    4   0   4         6
                48.10         15.83        2.1966    4  -2   6         3
                48.10         16.75        2.1966    2   2   6         3
                48.67          2.43        2.1722    5  -2   2         6
                49.40          7.61        2.1420    4  -1   6         6
                49.40          9.17        2.1420    3   1   6         6
                50.00          2.61        2.1181    3   2   3         6
                50.20          2.64        2.1103    4   1   0         6
                51.24          1.78        2.0703    5  -1   2         6
                51.82          1.46        2.0487    3   2   4         6
                51.82          1.80        2.0487    5  -2   4         6
                54.27          1.28        1.9626    5  -1   4         6
                55.14          7.52        1.9342    5   0   0         6
                58.09          2.02        1.8438    3  -1  10         6
                58.09          4.11        1.8438    2   1  10         6
                58.98          1.97        1.8185    5   0   4         6
                59.94          1.12        1.7919    4   0   8         6
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
