      Pargasite
      Oberti R, Ungaretti L, Cannillo E, Hawthorne F C, Memmi I
      European Journal of Mineralogy 7 (1995) 1049-1063
      Temperature-dependent Al order-disorder in the
      tetrahedral double chain of C2/m amphiboles
      Sample: S(5)
      _database_code_amcsd 0006603
      CELL PARAMETERS:   9.8690 18.0580  5.3200   90.000  105.030   90.000
      SPACE GROUP: C2/m      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    915.666
      Density (g/cm3):      3.183
      MAX. ABS. INTENSITY / VOLUME**2:      6.187737959    
      RIR:      0.907
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                11.38         27.07        9.0290    0   2   0         2
                12.19        100.00        8.4293    1   1   0         4
                20.98         16.16        4.9169   -1   1   1         4
                22.87         12.93        4.5145    0   4   0         2
                23.13          1.14        4.4656    0   2   1         4
                24.52          3.72        4.2146    2   2   0         4
                25.87          3.76        3.9986    1   1   1         4
                26.57         14.23        3.8955   -1   3   1         4
                30.63         34.34        3.3888    1   3   1         4
                31.70         30.25        3.2774    2   4   0         4
                33.25         59.41        3.1291    3   1   0         4
                34.26          2.22        3.0395   -3   1   1         4
                35.34          3.23        2.9493   -1   5   1         4
                35.40         28.89        2.9443    2   2   1         4
                37.15         12.86        2.8098    3   3   0         4
                38.07         16.81        2.7444   -3   3   1         4
                38.57         72.46        2.7102    1   5   1         4
                39.77          1.21        2.6315   -1   1   2         4
                40.33         47.16        2.5969    0   6   1         4
                40.78          2.85        2.5690    0   0   2         2
                41.02         51.07        2.5550   -2   0   2         2
                42.71          1.03        2.4584   -2   2   2         4
                44.08          2.91        2.3855    3   5   0         4
                44.13          1.49        2.3828    4   0   0         2
                44.88         27.87        2.3451   -3   5   1         4
                45.15         11.22        2.3319   -4   2   1         4
                45.52          1.39        2.3139    1   1   2         4
                45.75          5.64        2.3029   -1   7   1         4
                45.95         16.40        2.2935   -3   1   2         4
                47.48          5.44        2.2236   -2   4   2         4
                48.40          5.04        2.1835    1   7   1         4
                48.86         30.48        2.1643    2   6   1         4
                49.00          4.19        2.1584   -3   3   2         4
                49.41          1.30        2.1417   -1   5   2         4
                51.33          1.09        2.0666    0   8   1         4
                51.78         15.88        2.0502    2   0   2         2
                52.36         11.17        2.0290   -4   0   2         2
                52.64         12.24        2.0187    3   5   1         4
                53.10          2.47        2.0027    3   7   0         4
                53.80          2.91        1.9786   -3   7   1         4
                54.25          1.25        1.9634    1   9   0         4
                54.73          1.10        1.9473   -3   5   2         4
                56.35          3.46        1.8957    5   1   0         4
                56.77          3.80        1.8830   -4   6   1         4
                57.28          5.19        1.8676   -1   9   1         4
                57.31          1.44        1.8667    2   4   2         4
                57.81          2.01        1.8518   -1   7   2         4
                57.85          2.83        1.8506   -4   4   2         4
                59.02          1.93        1.8173    5   3   0         4
                59.43          1.75        1.8058    0  10   0         2
                59.56          1.22        1.8022    1   9   1         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
