      Fluoro-nyboite
      Hawthorne F C, Oberti R, Sardone N
      The Canadian Mineralogist 34 (1996) 577-593
      Sodium at the A site in clinoamphiboles: the effects of composition
      on patterns of order
      Sample: A2 - DJ102 N.4
      _database_code_amcsd 0005487
      CELL PARAMETERS:   9.6730 17.8170  5.3150   90.000  104.080   90.000
      SPACE GROUP: C2/m      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    888.488
      Density (g/cm3):      3.205
      MAX. ABS. INTENSITY / VOLUME**2:      5.019195627    
      RIR:      0.731
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                11.53         11.87        8.9085    0   2   0         2
                12.38         92.33        8.3017    1   1   0         4
                20.00          2.24        5.1553    0   0   1         2
                21.16         18.75        4.8750   -1   1   1         4
                23.15          7.78        4.4620    0   2   1         4
                23.19         26.64        4.4542    0   4   0         2
                25.80          4.12        4.0098    1   1   1         4
                26.85         11.63        3.8553   -1   3   1         4
                28.49          2.02        3.6382   -2   2   1         4
                30.69         50.16        3.3826    1   3   1         4
                30.80          1.80        3.3705    0   4   1         4
                32.18         28.20        3.2301    2   4   0         4
                33.79         69.97        3.0804    3   1   0         4
                35.00          2.84        2.9770   -3   1   1         4
                35.47         29.11        2.9388    2   2   1         4
                35.77          4.43        2.9151   -1   5   1         4
                37.75         16.61        2.7672    3   3   0         4
                38.82        100.00        2.6939    1   5   1         4
                38.85         21.83        2.6915   -3   3   1         4
                40.64          4.72        2.5777    0   0   2         2
                40.72         40.21        2.5732    0   6   1         4
                41.37         60.23        2.5342   -2   0   2         2
                44.77          4.37        2.3506    3   5   0         4
                45.31          1.22        2.3241    1   1   2         4
                45.73         31.72        2.3036   -3   5   1         4
                46.15         11.95        2.2837   -4   2   1         4
                46.35         11.55        2.2746   -1   7   1         4
                46.64         19.54        2.2614   -3   1   2         4
                47.96          5.72        2.2027   -2   4   2         4
                48.85          4.79        2.1647    1   7   1         4
                49.24         29.28        2.1487    2   6   1         4
                49.71          1.94        2.1296   -1   5   2         4
                49.74          6.46        2.1284   -3   3   2         4
                51.57         15.04        2.0577    2   0   2         2
                53.04         15.16        2.0048    3   5   1         4
                53.38          9.57        1.9929   -4   0   2         2
                53.93          3.03        1.9741    3   7   0         4
                54.40          1.15        1.9584    1   5   2         4
                54.77          1.15        1.9461   -3   7   1         4
                55.05          1.71        1.9370    1   9   0         4
                55.56          1.76        1.9204   -3   5   2         4
                55.68          2.50        1.9166    4   2   1         4
                57.27          4.01        1.8680    2   4   2         4
                57.33          4.34        1.8662    5   1   0         4
                57.92          2.38        1.8488   -4   6   1         4
                58.08          7.51        1.8440   -1   9   1         4
                58.30          1.65        1.8377   -1   7   2         4
                58.95          3.05        1.8191   -4   4   2         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
