      Gobbinsite
      Gatta G D, Birch W D, Rotiroti N
      American Mineralogist 95 (2010) 481-486
      Reinvestigation of the crystal structure of the zeolite gobbinsite:
      a single-crystal x-ray diffraction study
      Locality: Bundoora, Melbourne, Victoria, Australia
      _database_code_amcsd 0005035
      CELL PARAMETERS:  10.1035  9.7819 10.1523   90.000   90.000   90.000
      SPACE GROUP: Pmnb      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   1003.366
      Density (g/cm3):      2.279
      MAX. ABS. INTENSITY / VOLUME**2:      2.900529503    
      RIR:      0.594
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                14.36         73.97        7.1614    1   0   1         4
                14.60         33.41        7.0442    0   1   1         4
                17.82          3.82        5.7784    1   1   1         8
                20.31          2.28        5.0761    0   0   2         2
                20.41         32.28        5.0518    2   0   0         2
                21.09         18.95        4.8910    0   2   0         2
                23.44          8.14        4.4063    0   2   1         4
                25.13        100.00        4.1150    1   1   2         8
                25.19         22.00        4.1052    2   1   1         8
                25.61         18.34        4.0389    1   2   1         8
                28.95          1.22        3.5807    2   0   2         4
                29.45          1.89        3.5221    0   2   2         4
                29.52          2.28        3.5139    2   2   0         4
                31.23         29.63        3.3258    1   2   2         8
                32.40         40.45        3.2089    1   0   3         4
                32.51         28.91        3.1981    0   1   3         4
                32.52         96.11        3.1965    3   0   1         4
                33.52         97.94        3.1044    0   3   1         4
                34.15          1.10        3.0490    1   1   3         8
                34.27         15.01        3.0384    3   1   1         8
                35.11         12.26        2.9675    1   3   1         8
                36.10          5.84        2.8892    2   2   2         8
                37.53          1.60        2.7829    0   2   3         4
                37.65          6.69        2.7738    3   2   0         4
                38.09          7.09        2.7434    0   3   2         4
                38.76         71.29        2.6975    3   1   2         8
                38.98          6.46        2.6830    1   2   3         8
                39.09         13.99        2.6758    3   2   1         8
                39.52         30.79        2.6475    1   3   2         8
                39.56          1.02        2.6449    2   3   1         8
                41.30          8.45        2.5381    0   0   4         2
                41.51          1.73        2.5259    4   0   0         2
                42.74          1.16        2.4567    0   1   4         4
                43.09          3.02        2.4375    2   2   3         8
                43.15          3.28        2.4341    3   2   2         8
                43.59          1.30        2.4109    2   3   2         8
                44.23          3.23        2.3776    4   1   1         8
                44.24          4.69        2.3775    0   4   1         4
                46.49          3.14        2.2679    2   0   4         4
                46.64          3.35        2.2614    4   0   2         4
                47.80          4.35        2.2093    2   1   4         8
                47.99          5.17        2.2011    2   4   0         4
                48.05          2.46        2.1988    1   2   4         8
                49.15          4.12        2.1526    1   4   2         8
                49.18          7.81        2.1512    2   4   1         8
                49.78          1.37        2.1270    3   3   2         8
                51.58          5.18        2.0575    2   2   4         8
                53.10          1.16        2.0028    0   3   4         4
                53.52          1.67        1.9881    0   1   5         4
                53.62          3.51        1.9848    3   1   4         8
                53.69          1.19        1.9821    0   4   3         4
                53.70          2.13        1.9818    5   0   1         4
                53.79          1.52        1.9788    3   4   0         4
                54.21          6.70        1.9646    1   3   4         8
                54.80          1.74        1.9450    1   4   3         8
                54.89          3.18        1.9423    3   4   1         8
                55.55          4.14        1.9210    0   5   1         4
                57.02          1.12        1.8753    0   2   5         4
                57.19          2.32        1.8703    4   2   3         8
                57.47          2.91        1.8618    2   3   4         8
                57.60          4.47        1.8582    4   3   2         8
                58.04          1.04        1.8452    2   4   3         8
                58.09          6.50        1.8438    5   1   2         8
                58.09          2.40        1.8437    3   4   2         8
                59.77          1.83        1.7964    1   5   2         8
                60.00          8.77        1.7904    4   0   4         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
