      Morenosite
      Beevers C, Schwartz C
      Zeitschrift fur Kristallographie 91 (1935) 157-169
      The crystal structure of nickel sulphate heptahydrate Ni S O4 (H2 O)7
      _cod_database_code 1011297
      _database_code_amcsd 0018144
      CELL PARAMETERS:  11.8600 12.0800  6.8100   90.000   90.000   90.000
      SPACE GROUP: P2_12_12_1
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    975.660
      Density (g/cm3):      1.912
      MAX. ABS. INTENSITY / VOLUME**2:      5.272624493    
      RIR:      1.287
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                12.14         12.16        8.4630    1   1   0         4
                17.05          5.02        6.0400    0   2   0         2
                17.44          5.95        5.9057    1   0   1         4
                19.15         59.75        5.3822    1   2   0         4
                19.36          8.78        5.3232    2   1   0         4
                19.43         62.27        5.3056    1   1   1         4
                22.85          2.18        4.5187    0   2   1         4
                23.09         56.25        4.4721    2   0   1         4
                24.43         16.23        4.2315    2   2   0         4
                24.48        100.00        4.2226    1   2   1         4
                24.65         87.10        4.1939    2   1   1         4
                27.16          4.33        3.8129    1   3   0         4
                27.57         16.47        3.7572    3   1   0         4
                29.93         25.51        3.4661    0   3   1         4
                30.36          1.49        3.4190    3   0   1         4
                30.48         26.93        3.4050    0   0   2         2
                31.18          3.12        3.3313    2   3   0         4
                31.22          8.26        3.3269    1   3   1         4
                32.92          3.12        3.1589    1   1   2         4
                34.81         11.38        2.9924    2   3   1         4
                35.02          2.61        2.9754    3   2   1         4
                35.13          1.57        2.9661    0   2   2         4
                35.29          1.75        2.9528    2   0   2         4
                36.22         36.76        2.8795    4   1   0         4
                36.25          8.77        2.8775    1   2   2         4
                36.37         10.75        2.8684    2   1   2         4
                37.00          6.51        2.8210    3   3   0         4
                37.84         17.50        2.7607    0   4   1         4
                38.89         15.83        2.6888    1   4   1         4
                39.31          7.35        2.6616    4   2   0         4
                39.44         21.70        2.6528    2   2   2         4
                40.28          1.50        2.6000    0   3   2         4
                41.56          1.86        2.5231    3   1   2         4
                41.91          9.88        2.5028    2   4   1         4
                42.33          1.62        2.4790    4   2   1         4
                43.80          1.36        2.3999    3   4   0         4
                44.16          2.94        2.3812    2   3   2         4
                44.33          1.76        2.3726    3   2   2         4
                44.43          1.97        2.3674    1   5   0         4
                46.59          1.98        2.2634    3   4   1         4
                46.68          7.83        2.2594    0   4   2         4
                46.82          1.23        2.2531    4   3   1         4
                47.17          1.52        2.2374    2   5   0         4
                47.20          2.31        2.2361    1   5   1         4
                47.34          1.42        2.2295    1   0   3         4
                47.57          3.55        2.2195    1   4   2         4
                47.96         16.37        2.2025    5   1   1         4
                48.05          1.19        2.1987    4   1   2         4
                48.19          3.81        2.1925    1   1   3         4
                48.67          3.20        2.1723    3   3   2         4
                49.81          1.17        2.1256    2   5   1         4
                49.83         10.06        2.1249    0   2   3         4
                50.17          4.22        2.1113    2   4   2         4
                50.45          5.65        2.1002    5   2   1         4
                50.54          1.07        2.0970    4   2   2         4
                50.68          8.16        2.0916    1   2   3         4
                51.47          1.98        2.0615    3   5   0         4
                51.95          4.92        2.0438    5   3   0         4
                52.60          5.82        2.0205    4   4   1         4
                53.17          3.81        2.0003    2   2   3         4
                53.61          1.71        1.9849    1   6   0         4
                53.83          4.01        1.9774    0   3   3         4
                54.30          1.80        1.9616    3   4   2         4
                54.42          2.26        1.9575    5   3   1         4
                54.50          9.30        1.9549    4   3   2         4
                54.84          3.57        1.9437    1   5   2         4
                54.87          1.95        1.9429    3   1   3         4
                55.53          1.79        1.9215    5   1   2         4
                56.01          2.79        1.9064    2   6   0         4
                56.03          2.09        1.9056    1   6   1         4
                56.27          4.03        1.8983    6   0   1         4
                57.00          6.20        1.8759    2   3   3         4
                57.02          5.00        1.8753    6   1   1         4
                57.20          4.75        1.8699    2   5   2         4
                57.35          2.80        1.8654    5   4   0         4
                57.79          1.44        1.8525    5   2   2         4
                58.36          2.37        1.8359    2   6   1         4
                59.25          2.40        1.8110    6   2   1         4
                59.43          4.53        1.8059    4   5   1         4
                59.87          3.85        1.7937    1   4   3         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
