      Kupletskite
      Piilonen P C, McDonald A M, Lalonde A E
      The Canadian Mineralogist 41 (2003) 27-54
      Insights into astrophyllite-group minerals II: Crystal chemistry
      Sample: RUS12, nepheline syenite pegmatite
      Locality: Lovozero massif, Kola Peninsula, Russia
      _database_code_amcsd 0005808
      CELL PARAMETERS:   5.3925 11.9283 11.7256  113.044   94.840  103.064
      SPACE GROUP: P-1       
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    663.394
      Density (g/cm3):      3.084
      MAX. ABS. INTENSITY / VOLUME**2:      16.53329430    
      RIR:      2.503
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                 9.70        100.00       10.5874    0   0   1         2
                 9.75         21.93       10.5292    0   1   0         2
                10.45          6.08        9.8278    0  -1   1         2
                17.79          5.24        5.7903    0  -2   1         2
                23.40          4.47        4.4134   -1  -1   1         2
                23.76          2.15        4.3480   -1   2   0         2
                23.93          2.91        4.3182    1   0   1         2
                23.95          3.74        4.3149    1  -2   1         2
                25.37          3.54        4.0765    0   2   1         2
                26.86          2.20        3.8536    0  -3   1         2
                27.38          2.30        3.7817   -1   2   1         2
                27.57          3.15        3.7571    0  -2   3         2
                27.58          2.96        3.7558    1  -1   2         2
                27.87          4.42        3.7174    1  -2   2         2
                27.99          3.04        3.7018   -1   1   2         2
                29.39         25.01        3.5291    0   0   3         2
                29.45          7.52        3.5213    1   1   1         2
                29.55          1.61        3.5097    0   3   0         2
                31.72          1.30        3.2759    0  -3   3         2
                31.75          8.03        3.2721   -1  -1   3         2
                33.24          1.84        3.1294    0   2   2         2
                33.69          6.39        3.0891   -1   2   2         2
                34.36          4.84        3.0308    1  -2   3         2
                34.88          2.75        2.9871    0   1   3         2
                34.90          1.08        2.9854   -1   3   1         2
                36.25          3.29        2.8773    1  -3   3         2
                36.35          1.28        2.8700    0  -1   4         2
                36.45          2.16        2.8622    1   1   2         2
                37.01          1.80        2.8205    1   2   1         2
                37.53         13.35        2.7826   -1  -3   1         2
                37.57         14.28        2.7796    1  -4   2         2
                38.09          1.06        2.7434    0  -3   4         2
                39.30         12.85        2.6619   -2   1   1         2
                39.53          8.16        2.6469    0   0   4         2
                40.33          2.42        2.5966   -1  -2   4         2
                40.58         15.21        2.5815    1   3   0         2
                40.68         14.42        2.5755    1  -4   3         2
                41.22          1.29        2.5428   -1   3   2         2
                42.15         11.99        2.4895   -2   1   2         2
                43.65          3.41        2.4076   -1   4   1         2
                43.78          3.40        2.4010   -1  -3   4         2
                45.62          1.72        2.3092    2  -1   2         2
                45.78          5.23        2.3014    1   3   1         2
                45.92          4.80        2.2947    1  -4   4         2
                47.12          6.77        2.2394   -2   1   3         2
                49.96          2.75        2.1197   -1   4   2         2
                50.02          2.35        2.1175    0   0   5         2
                50.12          2.52        2.1132   -1  -3   5         2
                51.87          4.26        2.0468    2  -1   3         2
                52.65          1.78        2.0187    1   3   2         2
                52.82          1.72        2.0124    1  -4   5         2
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
