      Gorgeyite
      Smith G W, Walls R
      Zeitschrift fur Kristallographie 151 (1980) 49-60
      The crystal structure of goergeyite K2SO4*5CaSO4*H2O
      Locality: Astakos, Greece
      _database_code_amcsd 0010819
      CELL PARAMETERS:  17.5100  6.8220 18.2100   90.000  113.300   90.000
      SPACE GROUP: C2/c      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   1997.844
      Density (g/cm3):      2.909
      MAX. ABS. INTENSITY / VOLUME**2:      8.269962226    
      RIR:      1.327
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                12.78          9.32        8.0410    2   0   0         2
                16.39         12.89        6.2803    1   1   0         4
                18.39         16.46        5.6016    1   1   1         4
                21.02          9.76        4.9070    2   0   2         2
                22.02          5.33        4.6862    1   1   2         4
                24.72          8.71        4.1812    0   0   4         2
                27.56          3.64        3.7585   -1   1   4         4
                27.80          3.18        3.7267   -4   0   4         2
                30.43          5.52        3.4110    0   2   0         2
                30.84         22.63        3.3666    3   1   2         4
                31.07          3.77        3.3422    0   2   1         4
                32.84         60.74        3.1671    4   0   2         2
                32.93          1.16        3.1584    0   2   2         4
                33.15          6.67        3.1382   -3   1   5         4
                33.55          1.05        3.1016   -2   2   2         4
                34.06          5.41        3.0568   -5   1   1         4
                34.36         28.88        3.0307   -2   0   6         2
                34.68        100.00        3.0032    2   2   1         4
                35.49         10.03        2.9368   -2   2   3         4
                35.58          4.57        2.9295   -5   1   4         4
                35.84          1.37        2.9093    5   1   0         4
                37.02         44.45        2.8194   -6   0   4         2
                37.46          1.04        2.7875    0   0   6         2
                37.96         33.09        2.7520   -3   1   6         4
                38.25         11.29        2.7318   -5   1   5         4
                38.61          4.94        2.7076   -1   1   6         4
                39.02          3.01        2.6803    6   0   0         2
                39.59          8.01        2.6431    0   2   4         4
                41.68          1.08        2.5161   -4   2   4         4
                42.15          1.94        2.4893   -2   2   5         4
                42.22          1.73        2.4856    5   1   2         4
                43.54          2.41        2.4133    1   1   6         4
                44.43         11.29        2.3678   -4   2   5         4
                45.37          1.04        2.3209    4   2   2         4
                45.98          1.45        2.2919   -5   1   7         4
                46.54          3.11        2.2656   -2   2   6         4
                46.76          1.15        2.2556   -4   0   8         2
                46.85          2.53        2.2516    1   3   0         4
                46.87          1.30        2.2509   -7   1   5         4
                47.71          1.68        2.2132   -6   2   2         4
                48.55          9.70        2.1773    7   1   0         4
                48.65          1.08        2.1731   -6   2   4         4
                49.68          1.15        2.1310    2   2   5         4
                49.72          9.22        2.1291   -1   3   3         4
                49.79          3.96        2.1266    1   1   7         4
                50.27          1.36        2.1075    6   2   0         4
                50.47          7.07        2.0997   -6   0   8         2
                50.76          3.87        2.0883   -5   1   8         4
                51.30          1.04        2.0677   -3   3   3         4
                52.88          1.17        2.0102    8   0   0         2
                53.19          1.26        1.9997   -3   3   4         4
                54.44          5.36        1.9569    0   2   7         4
                55.01          3.21        1.9381    1   3   4         4
                56.19          1.60        1.9008   -6   2   7         4
                56.29         19.47        1.8977    1   1   8         4
                56.43          4.66        1.8935   -5   3   1         4
                57.47          1.44        1.8620   -5   3   4         4
                57.78          3.63        1.8527    2   0   8         2
                58.29          1.10        1.8380    4   2   5         4
                59.35         12.51        1.8081   -5   3   5         4
                59.61          1.68        1.8010   -1   3   6         4
                59.82         10.78        1.7953    6   2   3         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
