      Staurolite
      Hawthorne F C, Ungaretti L, Oberti R, Caucia F, Callegari A
      The Canadian Mineralogist 31 (1993) 551-582
      The crystal chemistry of staurolite. I. Crystal structure and site populations
      Sample Code: DER/2
      Locality: Derivo, Italy
      _database_code_amcsd 0005326
      CELL PARAMETERS:   7.8723 16.6226  5.6619   90.000   90.114   90.000
      SPACE GROUP: C2/m      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    740.904
      Density (g/cm3):      3.775
      MAX. ABS. INTENSITY / VOLUME**2:      2.986921145    
      RIR:      0.369
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                12.37         33.64        8.3113    0   2   0         2
                14.46         54.29        7.1147    1   1   0         4
                24.88         16.88        4.1556    0   4   0         2
                26.29          3.37        3.9361    2   0   0         2
                29.15         22.00        3.5574    2   2   0         4
                29.30          3.97        3.5397   -1   3   1         4
                29.33          5.48        3.5357    1   3   1         4
                32.13          2.74        3.2349   -2   0   1         2
                32.19          1.25        3.2289    2   0   1         2
                33.99         23.40        3.0626    1   5   0         4
                34.55         72.82        3.0146   -2   2   1         4
                34.61         82.62        3.0097    2   2   1         4
                36.51         14.41        2.8577    2   4   0         4
                36.87         39.39        2.8309    0   0   2         2
                37.70         63.52        2.7704    0   6   0         2
                38.80         78.69        2.6947   -1   5   1         4
                38.83         75.45        2.6929    1   5   1         4
                39.03         19.87        2.6798    0   2   2         4
                40.41          4.42        2.5920    3   1   0         4
                41.06         32.12        2.5527   -2   4   1         4
                41.11         35.48        2.5497    2   4   1         4
                43.76        100.00        2.4021   -1   3   2         4
                43.81         99.78        2.3996    1   3   2         4
                44.35         75.79        2.3716    3   3   0         4
                44.61         46.91        2.3585   -3   1   1         4
                44.68         42.90        2.3550    3   1   1         4
                44.99          1.02        2.3396    0   4   2         4
                45.80          9.75        2.3004   -2   0   2         2
                45.89          9.43        2.2961    2   0   2         2
                46.37          4.30        2.2735    1   7   0         4
                46.55         13.62        2.2655    2   6   0         4
                48.28          2.28        2.1888   -3   3   1         4
                48.34          1.83        2.1860    3   3   1         4
                50.20         27.32        2.1102   -1   7   1         4
                50.22         25.77        2.1093    1   7   1         4
                51.04          1.52        2.0778    0   8   0         2
                51.52          1.50        2.0598    3   5   0         4
                52.82          2.21        2.0126   -2   4   2         4
                52.90          1.77        2.0097    2   4   2         4
                53.76         89.61        1.9800    0   6   2         4
                54.11         46.42        1.9681    4   0   0         2
                55.06          2.19        1.9366   -3   5   1         4
                55.12          1.90        1.9347    3   5   1         4
                59.71          1.06        1.7981    1   9   0         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
