      Orthoclase
      Prince E, Donnay G, Martin R F
      American Mineralogist 58 (1973) 500-507
      Neutron diffraction refinement of an ordered orthoclase structure
      Locality:  Himalaya mine, California, USA
      _database_code_amcsd 0000320
      CELL PARAMETERS:   8.5632 12.9630  7.2099   90.000  116.073   90.000
      SPACE GROUP: C2/m      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    718.887
      Density (g/cm3):      2.542
      MAX. ABS. INTENSITY / VOLUME**2:      3.938321948    
      RIR:      0.723
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                15.55          6.24        6.6149    1   1   0         4
                15.88          8.63        6.4815    0   2   0         2
                15.89          5.26        6.4762    0   0   1         2
                17.55         12.69        5.8672   -1   1   1         4
                22.54          1.15        4.5812    0   2   1         4
                24.49         72.56        4.2198   -2   0   1         2
                26.25         25.24        3.9423    1   1   1         4
                26.92          4.80        3.8459    2   0   0         2
                27.49         77.57        3.7673    1   3   0         4
                28.70         16.12        3.6118   -1   3   1         4
                29.33          9.18        3.5363   -2   2   1         4
                29.88         52.75        3.4725   -1   1   2         4
                31.41        100.00        3.3075    2   2   0         4
                31.58         60.05        3.2898   -2   0   2         2
                32.07         34.63        3.2408    0   4   0         2
                32.10         82.95        3.2381    0   0   2         2
                34.86         58.54        2.9887    1   3   1         4
                35.53          8.74        2.9336   -2   2   2         4
                35.98         24.68        2.8981    0   4   1         4
                36.00         11.04        2.8967    0   2   2         4
                37.50          1.15        2.7845   -3   1   1         4
                37.74         19.34        2.7678   -1   3   2         4
                40.22         18.98        2.6032   -3   1   2         4
                40.65          2.93        2.5773    2   2   1         4
                40.76         36.86        2.5702   -2   4   1         4
                41.06          8.70        2.5522    1   1   2         4
                41.70          9.19        2.5152    3   1   0         4
                42.35          4.45        2.4782    2   4   0         4
                43.57          8.59        2.4121   -1   5   1         4
                44.19         11.63        2.3797   -3   3   1         4
                45.23          5.41        2.3281   -1   1   3         4
                46.59          2.15        2.2635   -3   3   2         4
                48.09          3.95        2.1971    1   5   1         4
                48.95         22.98        2.1605    0   6   0         2
                49.89         10.26        2.1226    2   4   1         4
                50.10          3.06        2.1143   -4   0   1         2
                50.21          4.45        2.1099   -4   0   2         2
                51.27          2.14        2.0692    2   0   2         2
                51.42          2.05        2.0635    3   1   1         4
                51.80          4.69        2.0495    0   6   1         4
                53.00         12.72        2.0063   -4   2   2         4
                54.02         11.34        1.9711    2   2   2         4
                54.48          2.65        1.9557   -3   3   3         4
                55.49         10.72        1.9229    4   0   0         2
                55.64          3.10        1.9181   -3   5   1         4
                55.80          6.24        1.9130   -4   0   3         2
                56.75          2.70        1.8836    2   6   0         4
                56.82          1.45        1.8816    3   3   1         4
                57.68          6.54        1.8557    1   1   3         4
                58.10          2.41        1.8435    4   2   0         4
                58.33          1.56        1.8370    1   5   2         4
                58.40          1.32        1.8347   -4   2   3         4
                58.82          3.03        1.8230    3   5   0         4
                59.43          3.90        1.8059   -2   6   2         4
                59.75          9.40        1.7972    0   6   2         4
                59.77          8.66        1.7966    0   4   3         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
