      Flagstaffite
      Marsh E R, Herbstein F H
      Acta Crystallographica B44 (1988) 77-88
      More space group changes
      Locality: Chia-Yi, Taiwan
      _database_code_amcsd 0009811
      CELL PARAMETERS:  18.4210 22.7910 10.9120   90.000   90.000   90.000
      SPACE GROUP: Fdd2      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   4581.218
      Density (g/cm3):      1.103
      MAX. ABS. INTENSITY / VOLUME**2:      2.091888209    
      RIR:      0.885
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                11.84         48.61        8.6808    1   1   1         4
                14.36         72.11        7.1632    2   2   0         4
                17.44         23.98        5.9057    1   3   1         4
                18.08         20.38        5.6978    0   4   0         2
                19.79         15.57        5.2096    3   1   1         4
                20.96        100.00        4.9210    0   2   2         2
                21.29         82.50        4.8455    2   4   0         4
                21.99         28.12        4.6942    2   0   2         2
                22.42         10.51        4.6052    4   0   0         2
                23.61         14.72        4.3749    3   3   1         4
                23.80         31.01        4.3404    2   2   2         4
                24.20         13.84        4.2698    4   2   0         4
                25.22          1.97        4.1005    1   5   1         4
                28.61          3.87        3.6230    2   4   2         4
                29.42         20.25        3.5255    1   1   3         4
                30.07         20.44        3.4504    5   1   1         4
                30.88          5.29        3.3625    4   2   2         4
                32.18          7.05        3.2299    1   3   3         4
                32.79          4.60        3.1718    5   3   1         4
                33.56          2.41        3.1004    3   1   3         4
                34.79          4.62        2.9941    4   4   2         4
                36.04          1.19        2.8936    3   3   3         4
                36.63         17.14        2.8489    0   8   0         2
                37.15          1.78        2.8098    1   5   3         4
                37.69          2.17        2.7713    5   5   1         4
                38.31          1.20        2.7280    0   0   4         1
                38.40          4.23        2.7217    2   8   0         4
                40.60          4.67        2.5800    3   5   3         4
                40.74          4.89        2.5719    5   1   3         4
                41.11          3.95        2.5494    2   2   4         4
                41.23          1.21        2.5423    7   1   1         4
                42.95          4.08        2.4450    1   9   1         4
                43.13          2.06        2.4355    2   8   2         4
                43.33          5.72        2.4245    7   3   1         4
                43.38          1.36        2.4219    6   4   2         4
                45.83          5.17        2.2989    4   2   4         4
                46.04          3.00        2.2890    3   9   1         4
                46.75          1.60        2.2562    3   7   3         4
                47.31          4.97        2.2309    7   5   1         4
                47.73          1.24        2.2124    2  10   0         4
                48.72          3.94        2.1702    4   4   4         4
                50.38          2.73        2.1030    0  10   2         2
                51.71          2.46        2.0528    7   3   3         4
                51.78          2.10        2.0502    2  10   2         4
                51.79          1.10        2.0497    5   9   1         4
                52.85          2.08        2.0116    7   7   1         4
                53.27          2.38        1.9967    4   6   4         4
                53.52          3.10        1.9881    8   4   2         4
                54.81          1.58        1.9447    9   3   1         4
                55.23          1.12        1.9313    7   5   3         4
                55.58          3.46        1.9200    6   4   4         4
                56.24          2.26        1.8993    0  12   0         2
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
