      Sanidine
      Gualtieri A F
      Journal of Applied Crystallography 33 (2000) 267-278
      Accuracy of XRPD QPA using the combined Rietveld-RIR method
      Locality: Latera, Viterbo, Italy
      _database_code_amcsd 0012862
      CELL PARAMETERS:   8.5357 13.0313  7.1754   90.000  115.985   90.000
      SPACE GROUP: C2/m      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    717.440
      Density (g/cm3):      2.576
      MAX. ABS. INTENSITY / VOLUME**2:      4.265474511    
      RIR:      0.773
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                15.56          5.88        6.6118    1   1   0         4
                15.79          7.11        6.5156    0   2   0         2
                15.95          2.14        6.4500    0   0   1         2
                17.60          7.88        5.8515   -1   1   1         4
                22.52          1.80        4.5839    0   2   1         4
                24.58         60.48        4.2045   -2   0   1         2
                26.31         19.40        3.9339    1   1   1         4
                26.99          4.11        3.8364    2   0   0         2
                27.40         79.71        3.7800    1   3   0         4
                28.63         15.39        3.6199   -1   3   1         4
                29.36         11.37        3.5328   -2   2   1         4
                30.00         49.89        3.4584   -1   1   2         4
                31.42        100.00        3.3059    2   2   0         4
                31.73         58.39        3.2744   -2   0   2         2
                31.90         28.58        3.2578    0   4   0         2
                32.23         78.49        3.2250    0   0   2         2
                34.82         56.72        2.9917    1   3   1         4
                35.63          7.75        2.9258   -2   2   2         4
                35.86         24.27        2.9079    0   4   1         4
                36.08         10.71        2.8903    0   2   2         4
                37.77         22.10        2.7658   -1   3   2         4
                40.38         18.07        2.5935   -3   1   2         4
                40.68         35.07        2.5752   -2   4   1         4
                40.70          3.35        2.5739    2   2   1         4
                41.19          9.56        2.5446    1   1   2         4
                41.79          9.30        2.5097    3   1   0         4
                42.26          3.82        2.4833    2   4   0         4
                43.39          8.96        2.4215   -1   5   1         4
                44.22         11.05        2.3783   -3   3   1         4
                45.43          5.48        2.3181   -1   1   3         4
                46.67          2.11        2.2600   -3   3   2         4
                47.40          1.09        2.2272   -2   2   3         4
                47.94          4.38        2.2035    1   5   1         4
                48.68         23.07        2.1719    0   6   0         2
                49.85         10.01        2.1242    2   4   1         4
                50.25          3.20        2.1082   -4   0   1         2
                50.40          4.63        2.1022   -4   0   2         2
                51.43          2.04        2.0632    2   0   2         2
                51.54          2.23        2.0588    3   1   1         4
                51.56          4.83        2.0583    0   6   1         4
                53.16         12.41        2.0007   -4   2   2         4
                54.14         10.95        1.9669    2   2   2         4
                54.64          2.68        1.9505   -3   3   3         4
                55.55          2.59        1.9209   -3   5   1         4
                55.64          9.93        1.9182    4   0   0         2
                56.06          5.88        1.9047   -4   0   3         2
                56.54          2.18        1.8900    2   6   0         4
                56.88          1.70        1.8797    3   3   1         4
                57.89          6.37        1.8495    1   1   3         4
                58.22          2.26        1.8401    4   2   0         4
                58.26          1.63        1.8388    1   5   2         4
                58.63          1.28        1.8282   -4   2   3         4
                58.73          3.06        1.8255    3   5   0         4
                59.28          3.91        1.8099   -2   6   2         4
                59.59          8.45        1.8015    0   6   2         4
                59.85          8.54        1.7944    0   4   3         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
