      Zoisite
      Dorsam G, Liebscher A, Franz G, Gottschalk M
      American Mineralogist 92 (2007) 1133-1147
      Crystal chemistry of synthetic Ca2Al3Si3O12OH - Sr2Al3Si3O12OH
      solid solution series of zoisite and clinozoisite
      Locality: synthetic
      Sample: Run no. = Pt36, X(Sr) = .52
      _database_code_amcsd 0004391
      CELL PARAMETERS:  16.2864  5.5719 10.1606   90.000   90.000   90.000
      SPACE GROUP: Pnma      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    922.036
      Density (g/cm3):      3.629
      MAX. ABS. INTENSITY / VOLUME**2:      8.671222025    
      RIR:      1.115
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                11.92          8.45        8.6205    1   0   1         4
                16.20          1.22        6.3543    2   0   1         4
                20.30         10.53        5.0803    0   0   2         2
                21.12          9.26        4.8855    0   1   1         4
                21.27          2.74        4.8498    1   0   2         4
                21.55          6.23        4.7882    3   0   1         4
                22.06          4.42        4.6795    1   1   1         8
                22.45          2.42        4.5985    2   1   0         4
                23.97          3.47        4.3103    2   0   2         4
                24.67          4.44        4.1894    2   1   1         8
                25.40          5.17        4.0716    4   0   0         2
                27.40          9.38        3.7794    4   0   1         4
                27.93          2.20        3.7094    3   0   2         4
                28.33          3.90        3.6582    1   1   2         8
                28.54         29.36        3.6315    3   1   1         8
                31.32          1.87        3.3159    1   0   3         4
                31.60          2.54        3.2874    4   1   0         4
                32.73          5.94        3.1771    4   0   2         4
                33.26          5.09        3.1278    4   1   1         8
                33.27          1.46        3.1272    2   0   3         4
                33.55         15.85        3.1018    5   0   1         4
                33.70          7.42        3.0877    3   1   2         8
                36.03        100.00        2.8941    0   1   3         4
                36.62          9.17        2.8495    1   1   3         8
                37.48         37.14        2.7859    0   2   0         2
                38.11         35.81        2.7421    5   0   2         4
                38.32         17.05        2.7270    2   1   3         8
                38.51         10.10        2.7144    6   0   0         2
                38.57         61.20        2.7102    5   1   1         8
                39.70         18.59        2.6360    2   2   0         4
                39.92          3.06        2.6224    6   0   1         4
                41.04         14.27        2.5539    3   1   3         8
                41.08          1.90        2.5515    2   2   1         8
                41.27          4.00        2.5401    0   0   4         2
                41.79          3.86        2.5098    1   0   4         4
                42.67          3.13        2.4603    5   1   2         8
                42.99          6.42        2.4428    0   2   2         4
                43.04          1.59        2.4402    6   1   0         4
                43.33          5.94        2.4249    2   0   4         4
                43.50         12.97        2.4157    1   2   2         8
                43.65          1.61        2.4080    3   2   1         8
                43.91          1.28        2.3941    6   0   2         4
                44.33          3.10        2.3728    6   1   1         8
                44.60          6.35        2.3589    4   1   3         8
                44.99         10.22        2.3398    2   2   2         8
                46.05          2.60        2.2884    1   1   4         8
                46.49          3.35        2.2679    7   0   1         4
                47.05         10.49        2.2425    4   2   1         8
                47.39          6.51        2.2276    3   2   2         8
                49.63          5.70        2.1330    1   2   3         8
                49.79          2.70        2.1266    3   1   4         8
                50.00          9.86        2.1181    6   0   3         4
                50.07          1.51        2.1153    7   0   2         4
                50.45          1.14        2.1006    7   1   1         8
                50.98         20.81        2.0802    2   2   3         8
                51.17         16.16        2.0727    5   2   1         8
                52.17          8.15        2.0358    8   0   0         2
                52.89          4.77        2.0100    4   1   4         8
                53.09          7.34        2.0031    5   0   4         4
                53.29          3.77        1.9961    8   0   1         4
                53.83          3.59        1.9776    7   1   2         8
                54.00          3.52        1.9717    2   0   5         4
                54.52         15.09        1.9543    5   2   2         8
                55.83          5.78        1.9122    8   1   0         4
                56.11          1.52        1.9032    3   0   5         4
                56.55          2.52        1.8897    8   0   2         4
                56.70          3.07        1.8850    5   1   4         8
                56.96          1.53        1.8771    0   2   4         4
                57.38         12.11        1.8647    1   2   4         8
                57.58          3.05        1.8587    2   1   5         8
                58.60          3.13        1.8291    2   2   4         8
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
