      Labuntsovite-Mn
      Golovastikov N I
      Soviet Physics Crystallography 18 (1974) 596-599
      Crystal structure of the alkali titanosilicate labuntsovite
      Sample: half-cell
      _database_code_amcsd 0015563
      CELL PARAMETERS:  14.1800  7.7400 13.7000   90.000   90.000  117.000
      SPACE GROUP: B2/m      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   1339.734
      Density (g/cm3):      2.727
      MAX. ABS. INTENSITY / VOLUME**2:      4.511757161    
      RIR:      0.772
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                11.06         17.38        9.2878    1   0   1         4
                14.92        100.00        6.8964    0   1   0         2
                15.02         29.12        6.8500    0   0   2         2
                15.33         11.04        6.7119    1  -1   1         4
                16.29         41.61        6.3172    2   0   0         2
                16.35         81.59        6.2941   -2   1   0         2
                21.23         28.64        4.8600    0   1   2         4
                21.40          4.38        4.8202    1   1   1         4
                22.27          9.64        4.6347    2  -1   2         4
                25.70         11.28        4.0256    3   0   1         4
                26.78          3.70        3.8655    2   1   0         2
                26.89         12.25        3.8496   -2   2   0         2
                29.25          9.52        3.5450   -4   1   0         2
                29.94          1.12        3.4650    3  -2   1         4
                30.09          2.40        3.4482    0   2   0         2
                30.84          4.50        3.3665    2   1   2         4
                32.93         27.04        3.1586    4   0   0         2
                33.04         55.62        3.1484    4  -1   2         4
                33.05         30.39        3.1471   -4   2   0         2
                33.79         42.63        3.0800    0   2   2         4
                33.93         60.22        3.0675    0   1   4         4
                34.59         33.79        3.0109    2   0   4         4
                34.62         25.83        3.0084    2  -1   4         4
                35.18         10.15        2.9618    3   1   1         4
                35.59         22.88        2.9293    1   2   1         4
                36.37         10.24        2.8684    4   0   2         4
                36.48          5.86        2.8597    4  -2   2         4
                37.79          2.62        2.7643    5  -1   1         4
                40.58          7.91        2.5814    1  -1   5         4
                40.69         13.00        2.5747    2   2   0         2
                40.82         20.58        2.5669   -2   3   0         2
                40.88         30.83        2.5635    2   1   4         4
                40.95         15.45        2.5588    2  -2   4         4
                41.50          2.00        2.5268    3   1   3         4
                41.57          1.99        2.5225    3  -3   1         4
                42.36          7.61        2.4773    4   1   0         2
                42.57         17.83        2.4662   -4   3   0         2
                42.62         20.36        2.4632    4  -1   4         4
                43.23         14.29        2.4300    0   2   4         4
                43.44          2.47        2.4189    1   1   5         4
                43.78          1.29        2.4009    5  -1   3         4
                44.55          4.03        2.3613    3  -1   5         4
                45.35          1.49        2.3219    4   0   4         4
                45.45          1.77        2.3173    4  -2   4         4
                45.83          1.84        2.2988    0   3   0         2
                47.17          2.45        2.2373    3  -3   3         4
                47.54          4.48        2.2210   -1   2   5         4
                48.23          1.38        2.1909    3   2   1         4
                48.50          1.67        2.1793    0   3   2         4
                48.58          3.80        2.1762    3  -2   5         4
                49.27          2.40        2.1474    2   0   6         4
                50.31          6.18        2.1057    6   0   0         2
                50.51          6.22        2.0980   -6   3   0         2
                51.09          1.51        2.0757    1   3   1         4
                51.44          5.15        2.0625    5   1   1         4
                51.67          1.20        2.0541   -2   3   4         4
                52.24          9.62        2.0333    3   1   5         4
                52.53          2.47        2.0227    1   2   5         4
                52.97          6.00        2.0073    4   1   4         4
                53.14          7.57        2.0013    4  -3   4         4
                53.23          2.10        1.9980    7  -2   1         4
                54.17          2.46        1.9660    2   1   6         4
                54.17          3.98        1.9660    5  -1   5         4
                55.14          1.11        1.9341    1   0   7         4
                55.18          4.36        1.9327    4   2   0         2
                55.36          1.53        1.9271    6  -1   4         4
                55.42          2.79        1.9251    6  -2   4         4
                55.94          3.78        1.9087    0   3   4         4
                56.09          4.84        1.9038    0   2   6         4
                56.84          3.08        1.8808    7  -3   1         4
                57.10          2.82        1.8731    3  -3   5         4
                57.94          1.14        1.8481    4  -2   6         4
                59.69          2.57        1.7987    6   1   0         2
                59.87          1.33        1.7938    6   0   4         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
