      Postite
      Kampf A R, Hughes J M, Marty J, Nash B
      The Canadian Mineralogist 50 (2012) 45-53
      Postite, Mg(H2O)6Al2(OH)2(H2O)8(V10O28)*13H2O, a new mineral species from
      the La Sal Mining District, Utah: Crystal structure and descriptive mineralogy
      Locality: La Sal Mining District, Utah, USA
      _database_code_amcsd 0019040
      CELL PARAMETERS:  16.3357 24.2434 11.7343   90.000   90.000   90.000
      SPACE GROUP: Pccn      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   4647.168
      Density (g/cm3):      2.224
      MAX. ABS. INTENSITY / VOLUME**2:      15.08591069    
      RIR:      3.167
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                 7.58          1.01       13.5472    1   1   0         4
                 8.47        100.00       12.1217    0   2   0         2
                11.58         88.26        8.8696    1   1   1         8
                12.58         23.58        8.1678    2   0   0         2
                14.20         11.58        7.2433    1   3   0         4
                15.19         14.45        6.7736    2   2   0         4
                17.55          9.14        5.8671    0   0   2         2
                17.55          1.46        5.8664    2   2   1         8
                19.40          1.62        5.3129    3   1   0         4
                19.52          2.57        5.2811    0   2   2         4
                20.52          2.00        5.0250    1   2   2         8
                21.20          2.44        4.8672    2   4   0         4
                21.74          1.69        4.7478    0   3   2         4
                22.57          2.25        4.5742    3   2   1         8
                22.65          1.13        4.5591    1   3   2         8
                23.29          1.27        4.4348    2   2   2         8
                23.91          3.81        4.3215    1   5   1         8
                24.53          1.21        4.2144    3   3   1         8
                25.92          1.28        3.9912    3   0   2         4
                26.75          2.18        3.8702    4   2   0         4
                27.56         12.35        3.7579    1   1   3         8
                28.19          2.18        3.6754    4   2   1         8
                29.80          5.63        3.4809    4   3   1         8
                29.98          1.04        3.4606    2   6   1         8
                31.16          4.06        3.3334    3   4   2         8
                31.28          2.30        3.3203    4   1   2         8
                31.87          3.62        3.2608    1   6   2         8
                31.92          2.58        3.2551    1   7   1         8
                31.94          5.91        3.2540    4   4   1         8
                33.26          1.14        3.1274    3   6   1         8
                33.33          1.08        3.1212    5   1   1         8
                33.87          2.18        3.0730    3   2   3         8
                34.36          1.64        3.0304    0   8   0         2
                34.38          1.75        3.0290    5   3   0         4
                34.93          5.70        2.9825    0   7   2         4
                35.53          2.64        2.9336    0   0   4         2
                36.11          1.79        2.8879    1   8   1         8
                36.59          2.69        2.8513    0   2   4         4
                36.75          1.41        2.8395    3   6   2         8
                36.81          1.05        2.8348    5   1   2         8
                37.59          1.92        2.7784    5   2   2         8
                38.09          1.44        2.7432    2   1   4         8
                38.58          2.49        2.7094    5   5   0         4
                40.56          7.75        2.5824    5   4   2         8
                42.90          1.20        2.4480    0   9   2         4
                43.03          2.22        2.4408    4   5   3         8
                44.38          2.24        2.3702    1   8   3         8
                44.88          1.88        2.3450    2   9   2         8
                45.16          2.96        2.3314    5   6   2         8
                47.96          1.09        2.2027    5   7   2         8
                50.26          1.65        2.1078    0   8   4         4
                50.27          1.16        2.1073    5   3   4         8
                50.55          1.84        2.0966    6   4   3         8
                51.68          2.74        2.0537    5   4   4         8
                51.93          2.22        2.0444    1  10   3         8
                52.03          1.20        2.0409    2   8   4         8
                52.35          3.77        2.0294    6   5   3         8
                53.45          4.00        1.9904    5   5   4         8
                53.64          1.98        1.9841    0   9   4         4
                53.77          1.40        1.9795    7   5   2         8
                54.49          1.93        1.9555    6   6   3         8
                55.56          1.81        1.9205    5   6   4         8
                57.24          1.81        1.8688    0  10   4         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
