      Liottite
      Ballirano P, Merlino S, Bonaccorsi E, Maras A
      The Canadian Mineralogist 34 (1996) 1021-1030
      The crystal structure of liottite, a six-layer member of the cancrinite group
      _database_code_amcsd 0005509
      CELL PARAMETERS:  12.8700 12.8700 16.0960   90.000   90.000  120.000
      SPACE GROUP: P-6       
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   2308.903
      Density (g/cm3):      3.083
      MAX. ABS. INTENSITY / VOLUME**2:      13.71309740    
      RIR:      2.076
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                 6.38          2.01       16.0960    0   0   1         2
                 9.21         29.31       11.1457    1   0   0         3
                11.21          3.13        9.1633    1   0   1         6
                12.77          1.08        8.0480    0   0   2         2
                15.99          8.25        6.4350    1   1   0         3
                18.49         16.30        5.5729    2   0   0         3
                19.21          4.80        5.3653    0   0   3         2
                19.57          1.16        5.2662    2   0   1         6
                21.34          7.85        4.8344    1   0   3         6
                22.53          2.52        4.5817    2   0   2         6
                24.54          1.84        4.2127    1   2   0         3
                26.78         25.94        3.8652    2   0   3         6
                27.36          9.94        3.7849    1   0   4         6
                27.75          3.27        3.7323    1   2   2         6
                27.75          3.39        3.7323    2   1   2         6
                27.88         24.61        3.7152    3   0   0         3
                30.78          7.61        3.3732    3   0   2         6
                31.35         50.20        3.3134    1   2   3         6
                31.35         49.80        3.3134    2   1   3         6
                31.85          2.77        3.2624    2   0   4         6
                32.31         16.77        3.2175    2   2   0         3
                34.08          1.81        3.0544    3   0   3         6
                34.30          1.00        3.0358    1   3   1         6
                34.30          1.01        3.0358    3   1   1         6
                36.14          2.46        2.8857    1   3   2         6
                36.14          2.25        2.8857    3   1   2         6
                37.48         15.36        2.7864    4   0   0         3
                37.86          7.16        2.7594    2   2   3         6
                38.06          6.27        2.7456    4   0   1         6
                38.29          6.20        2.7297    3   0   4         6
                38.98         29.28        2.6827    0   0   6         2
                39.05          1.83        2.6785    1   3   3         6
                39.05          2.91        2.6785    3   1   3         6
                39.75          5.86        2.6331    4   0   2         6
                40.98          1.27        2.5570    2   3   0         3
                40.98          1.63        2.5570    3   2   0         3
                41.52          1.76        2.5253    2   3   1         6
                41.52          1.77        2.5253    3   2   1         6
                42.44         24.35        2.4728    4   0   3         6
                42.83          2.31        2.4514    1   3   4         6
                42.83          2.14        2.4514    3   1   4         6
                43.18          1.64        2.4329    3   0   5         6
                43.47          5.10        2.4172    2   0   6         6
                45.64          1.18        2.3083    2   3   3         6
                46.00          2.53        2.2908    4   0   4         6
                47.83          1.29        2.2081    5   0   1         6
                48.61          5.63        2.1749    3   0   6         6
                49.33         14.66        2.1450    3   3   0         3
                50.29          1.50        2.1068    4   0   5         6
                50.30          2.31        2.1063    2   4   0         3
                50.30          2.11        2.1063    4   2   0         3
                51.50         13.15        2.0604    2   2   6         6
                51.55          2.38        2.0585    5   0   3         6
                53.11          1.38        2.0022    3   2   5         6
                53.11          1.26        2.0022    2   3   5         6
                54.33          4.29        1.9607    2   4   3         6
                54.33          3.84        1.9607    4   2   3         6
                55.19         11.60        1.9326    4   0   6         6
                57.01          1.50        1.8755    1   5   3         6
                57.01          1.49        1.8755    5   1   3         6
                57.62          2.20        1.8576    6   0   0         3
                59.57          2.70        1.8019    1   4   6         6
                59.57          3.03        1.8019    4   1   6         6
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
