      Tremolite
      Warren B
      Zeitschrift fur Kristallographie 72 (1930) 493-516
      The crystal structure and chemical composition of the monoclinic
      amphiboles.
      _cod_database_code 1011146
      _database_code_amcsd 0018031
      CELL PARAMETERS:   9.7800 17.8000  5.2600   90.000   73.970   90.000
      SPACE GROUP: I2/m      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    880.077
      Density (g/cm3):      3.058
      MAX. ABS. INTENSITY / VOLUME**2:      4.784752631    
      RIR:      0.731
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                11.54         50.45        8.9000    0   2   0         2
                12.36         16.70        8.3120    1   1   0         4
                20.32          7.57        5.0752    1   0   1         2
                20.55         15.58        5.0174    1   3   0         4
                21.21         41.07        4.8631    0   1   1         4
                21.96         10.26        4.6999    2   0   0         2
                23.21          8.48        4.4500    0   4   0         2
                24.88          5.64        4.1560    2   2   0         4
                25.77          4.09        4.0139   -1   0   1         2
                26.24          2.95        3.9433    2   1   1         4
                26.90         28.56        3.8481    0   3   1         4
                31.08         52.56        3.3415    2   3   1         4
                32.16         13.36        3.2313    2   4   0         4
                33.73         40.44        3.0858    3   1   0         4
                33.91          1.90        3.0697    3   0   1         2
                34.95          1.27        2.9806   -1   4   1         4
                35.82         10.54        2.9107    0   5   1         4
                35.93         36.95        2.9019    3   2   1         4
                37.70          6.14        2.7707    3   3   0         4
                38.56         22.01        2.7111   -2   3   1         4
                39.15        100.00        2.6720    2   5   1         4
                40.91         46.53        2.5612    1   6   1         4
                41.31         14.35        2.5376    2   0   2         2
                41.48         47.63        2.5277    0   0   2         2
                43.20          2.73        2.4316    0   2   2         4
                44.07          4.64        2.3858   -1   6   1         4
                44.74          8.51        2.3520    3   5   0         4
                45.49         53.59        2.3153   -2   5   1         4
                45.74         13.89        2.3034   -3   2   1         4
                46.16          1.36        2.2834    3   1   2         4
                46.40          1.41        2.2721    4   2   0         4
                46.41          9.18        2.2717    0   7   1         4
                46.47         16.77        2.2691   -1   1   2         4
                47.45          1.09        2.2250    0   8   0         2
                47.46          1.03        2.2242    4   3   1         4
                48.07          4.36        2.1979    0   4   2         4
                49.14          1.94        2.1526    2   7   1         4
                49.59          2.44        2.1346   -1   3   2         4
                49.62         27.54        2.1332    3   6   1         4
                50.07          4.13        2.1153    1   5   2         4
                52.56         28.72        2.0219    4   0   2         2
                52.86          4.63        2.0110    2   8   0         4
                52.98          7.82        2.0070   -2   0   2         2
                53.48          6.17        1.9896    4   5   1         4
                53.92          4.01        1.9744    3   7   0         4
                54.57          4.00        1.9526   -2   7   1         4
                55.10          4.33        1.9354    1   9   0         4
                55.43          2.82        1.9246   -1   5   2         4
                56.17          1.38        1.9014    5   2   1         4
                57.58          1.79        1.8586   -3   6   1         4
                58.16          3.28        1.8418    0   9   1         4
                58.19          2.07        1.8408    4   4   2         4
                58.59          4.47        1.8295   -2   4   2         4
                58.64          8.54        1.8281    1   7   2         4
                59.93          2.05        1.7921    5   3   0         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
