      Mercallite
      Cotton F A, Frenz B A, Hunter D L
      Acta Crystallographica B31 (1975) 302-304
      The structure of potassium hydrogensulfate
      Locality: synthetic
      Note: y(O23), z(H1), x(H2) corrected
      _database_code_amcsd 0009528
      CELL PARAMETERS:   8.4120  9.8000 18.9570   90.000   90.000   90.000
      SPACE GROUP: Pbca      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   1562.770
      Density (g/cm3):      2.315
      MAX. ABS. INTENSITY / VOLUME**2:      4.564768991    
      RIR:      0.921
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                10.84         14.24        9.4785    0   0   2         2
                16.36          2.10        6.2916    1   0   2         4
                17.02          1.11        6.0493    1   1   1         8
                21.05         24.12        4.9000    0   2   0         2
                21.75         10.42        4.7441    0   2   1         4
                21.77          3.40        4.7393    0   0   4         2
                23.00         12.86        4.4907    1   1   3         8
                23.74          9.43        4.3528    0   2   2         4
                25.02          4.58        4.1322    1   2   1         8
                25.04          4.98        4.1290    1   0   4         4
                26.73          4.24        3.8722    0   2   3         4
                26.78         38.27        3.8651    2   1   0         4
                26.93        100.00        3.8445    2   0   2         4
                27.34          1.70        3.7872    2   1   1         8
                29.49         77.63        3.5174    1   2   3         8
                30.47         82.44        3.4066    0   2   4         4
                31.51          1.94        3.2972    2   1   3         8
                31.88         84.99        3.2597    1   1   5         8
                32.92          7.36        3.1595    0   0   6         2
                32.94          2.25        3.1575    1   2   4         8
                33.06          8.64        3.1458    2   0   4         4
                34.43         56.31        3.0246    2   2   2         8
                34.64         12.71        3.0066    1   3   1         8
                34.78         25.14        2.9953    2   1   4         8
                35.23          3.13        2.9578    1   0   6         4
                35.97          1.40        2.8992    1   3   2         8
                36.95         20.00        2.8245    1   2   5         8
                38.09         23.35        2.7432    1   3   3         8
                39.19          7.21        2.6690    3   1   1         8
                39.40          1.90        2.6554    0   2   6         4
                40.60         11.48        2.5799    2   3   0         4
                40.90          1.19        2.5619    1   3   4         8
                40.99          1.41        2.5564    2   3   1         8
                42.15          3.09        2.4894    2   3   2         8
                42.32          7.22        2.4796    3   1   3         8
                42.86          6.83        2.4500    0   4   0         2
                43.23          1.10        2.4298    0   4   1         4
                43.53         13.40        2.4139    3   2   1         8
                44.02          1.58        2.3885    2   3   3         8
                44.30         10.93        2.3742    1   3   5         8
                44.34         10.60        2.3720    0   4   2         4
                44.39          9.42        2.3696    0   0   8         2
                45.10         17.37        2.3344    1   4   1         8
                46.20          9.52        2.2814    1   2   7         8
                46.22          3.40        2.2809    1   0   8         4
                46.43         12.76        2.2711    3   2   3         8
                46.54          7.08        2.2659    2   3   4         8
                46.99          2.16        2.2453    2   2   6         8
                48.09          2.27        2.1971    3   1   5         8
                48.85          1.16        2.1649    3   2   4         8
                49.62          4.48        2.1333    0   2   8         4
                50.03          5.47        2.1170    2   4   0         4
                50.09          4.15        2.1144    3   3   1         8
                50.38          2.45        2.1030    4   0   0         2
                50.53          2.36        2.0972    3   0   6         4
                51.39          3.02        2.0645    2   0   8         4
                51.83          1.23        2.0481    3   2   5         8
                52.60         28.32        2.0202    2   1   8         8
                52.91          4.13        2.0095    4   1   2         8
                53.21          2.98        1.9988    1   4   5         8
                55.08          1.22        1.9361    0   4   6         4
                55.17          4.68        1.9329    2   4   4         8
                55.19         10.73        1.9325    4   2   0         4
                55.33          1.44        1.9280    3   2   6         8
                55.51         16.24        1.9222    4   0   4         4
                55.88          2.60        1.9106    3   1   7         8
                56.13          4.09        1.9025    2   2   8         8
                56.24          2.38        1.8993    1   5   1         8
                56.35          3.73        1.8957    0   0  10         2
                57.69         10.61        1.8555    3   3   5         8
                58.66          3.39        1.8273    1   5   3         8
                59.28          3.63        1.8102    3   2   7         8
                59.28          1.16        1.8099    3   0   8         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
