      Minyulite
      Kampf A R
      American Mineralogist 62 (1977) 256-262
      Minyulite: its atomic arrangement
      _database_code_amcsd 0000563
      CELL PARAMETERS:   9.3370  9.7400  5.5220   90.000   90.000   90.000
      SPACE GROUP: Pba2      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    502.184
      Density (g/cm3):      2.473
      MAX. ABS. INTENSITY / VOLUME**2:      6.365023619    
      RIR:      1.201
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                15.26         45.87        6.7402    1   1   0         4
                18.66        100.00        5.5220    0   0   1         1
                21.18          3.66        4.8700    0   2   0         2
                22.11          5.22        4.6685    2   0   0         2
                24.19          3.10        4.2715    1   1   1         4
                24.55          6.10        4.2099    2   1   0         4
                28.37         25.38        3.6525    0   2   1         2
                29.08          7.60        3.5651    2   0   1         2
                30.52         51.86        3.4015    1   2   1         4
                31.02         61.00        3.3479    2   1   1         4
                33.94         29.25        3.0666    1   3   0         4
                35.15         18.13        2.9647    3   1   0         4
                36.26         11.78        2.8767    2   2   1         4
                37.84          9.11        2.7610    0   0   2         1
                39.01         27.14        2.6809    1   3   1         4
                39.25          3.06        2.6655    2   3   0         4
                40.08         23.92        2.6120    3   1   1         4
                41.02          7.71        2.5550    1   1   2         4
                43.14          5.77        2.4350    0   4   0         2
                43.76          1.81        2.4018    0   2   2         2
                43.79          6.56        2.4004    2   3   1         4
                44.25          3.38        2.3765    2   0   2         2
                44.40          1.30        2.3689    3   2   1         4
                44.66          5.12        2.3562    1   4   0         4
                45.10          1.04        2.3342    4   0   0         2
                45.27          9.10        2.3261    1   2   2         4
                45.62          2.65        2.3088    2   1   2         4
                46.45         15.73        2.2700    4   1   0         4
                47.38          2.48        2.2280    0   4   1         2
                48.79          4.01        2.1672    1   4   1         4
                49.21          1.10        2.1500    4   0   1         2
                49.56         28.57        2.1358    2   2   2         4
                50.33          7.42        2.1049    4   2   0         4
                50.47          1.10        2.0995    4   1   1         4
                50.95          3.57        2.0811    3   3   1         4
                51.73          2.64        2.0519    1   3   2         4
                52.60          6.88        2.0205    3   1   2         4
                52.87          4.76        2.0108    2   4   1         4
                54.14          1.05        1.9669    4   2   1         4
                55.65         10.11        1.9177    2   3   2         4
                56.17          2.29        1.9015    3   2   2         4
                56.37          2.98        1.8953    4   3   0         4
                59.22          4.60        1.8116    3   4   1         4
                59.55          4.89        1.8025    1   5   1         4
                59.93          1.11        1.7923    1   4   2         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
