      Franzinite
      Ballirano P, Bonaccorsi E, Maras A, Merlino S
      The Canadian Mineralogist 38 (2000) 657-668
      The crystal structure of franzinite, the ten-layer mineral of
      the cancrinite group
      _database_code_amcsd 0005652
      CELL PARAMETERS:  12.9160 12.9160 26.5430   90.000   90.000  120.000
      SPACE GROUP: P321      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   3834.747
      Density (g/cm3):      2.635
      MAX. ABS. INTENSITY / VOLUME**2:      5.487921785    
      RIR:      0.972
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                 3.87         12.78       26.5430    0   0   1         2
                 7.73          1.80       13.2715    0   0   2         2
                 9.96          2.27       10.3077    1   0   1         6
                11.61          1.69        8.8477    0   0   3         2
                12.02          8.69        8.5529    0   1   2         6
                12.02          6.91        8.5529    1   0   2         6
                14.82          1.83        6.9393    1   0   3         6
                15.93          7.44        6.4580    1   1   0         3
                16.40          1.87        6.2749    1   1   1         6
                17.73          2.30        5.8070    1   1   2         6
                19.76          1.14        5.2163    1   1   3         6
                20.00          1.31        5.1538    2   0   2         6
                21.51          4.19        4.7959    0   1   5         6
                21.51          1.29        4.7959    1   0   5         6
                21.83         18.41        4.7275    0   2   3         6
                24.16         17.57        4.2765    0   2   4         6
                24.16          1.73        4.2765    2   0   4         6
                24.76          1.53        4.1751    1   2   1         6
                25.14          6.81        4.1138    0   1   6         6
                25.14          4.19        4.1138    1   0   6         6
                25.22          1.99        4.1009    1   1   5         6
                25.68          1.77        4.0283    2   1   2         6
                27.14          3.96        3.8146    1   2   3         6
                27.14         60.11        3.8146    2   1   3         6
                27.78        100.00        3.7285    3   0   0         6
                28.87         52.26        3.5911    0   1   7         6
                28.88          1.14        3.5896    3   0   2         6
                29.08          9.98        3.5656    1   2   4         6
                29.08         68.18        3.5656    2   1   4         6
                30.20          1.44        3.4359    0   3   3         6
                31.41         11.99        3.3071    1   2   5         6
                31.41         14.20        3.3071    2   1   5         6
                32.19          2.07        3.2290    2   2   0         3
                32.69          1.33        3.1809    1   0   8         6
                33.14          1.41        3.1385    2   0   7         6
                34.06         21.47        3.0564    1   2   6         6
                34.06          3.53        3.0564    2   1   6         6
                34.47          2.04        3.0209    3   1   2         6
                35.34          1.43        2.9492    0   0   9         2
                35.61          2.07        2.9276    3   1   3         6
                35.61         12.56        2.9276    1   3   3         6
                36.59          1.48        2.8518    0   1   9         6
                37.15          1.84        2.8104    1   3   4         6
                37.34          2.36        2.7964    4   0   0         6
                38.19          3.25        2.7363    0   4   2         6
                39.05          1.12        2.6785    3   1   5         6
                39.23          2.45        2.6664    0   4   3         6
                39.23         23.16        2.6664    4   0   3         6
                39.42         19.70        2.6543    0   0  10         2
                40.65          4.46        2.5769    4   0   4         6
                40.65          1.53        2.5769    0   4   4         6
                41.03          1.16        2.5542    2   3   1         6
                41.27          1.99        2.5400    3   1   6         6
                42.34          2.20        2.4786    3   0   8         6
                42.42          1.59        2.4741    0   4   5         6
                42.59          1.84        2.4646    3   2   3         6
                43.03          4.46        2.4409    4   1   0         6
                43.78          4.99        2.4011    3   1   7         6
                44.51          1.46        2.3637    0   4   6         6
                45.53          1.67        2.3131    3   0   9         6
                46.87          9.28        2.2506    0   4   7         6
                47.57          1.41        2.2197    2   3   6         6
                48.54          1.05        2.1776    2   2   9         6
                48.91          6.98        2.1623    3   0  10         6
                48.91          1.15        2.1623    0   3  10         6
                49.14         17.28        2.1527    3   3   0         3
                50.28          1.19        2.1072    2   4   1         6
                51.77          1.28        2.0505    2   2  10         6
                52.33          1.14        2.0299    2   3   8         6
                52.35          1.28        2.0292    0   4   9         6
                54.38          1.04        1.9591    5   1   3         6
                55.08          1.16        1.9359    3   2   9         6
                55.37          1.95        1.9268    5   0   7         6
                55.42          1.22        1.9251    0   4  10         6
                55.49          1.82        1.9228    5   1   4         6
                56.85          1.50        1.8804    4   1   9         6
                56.90          1.12        1.8789    5   1   5         6
                57.22          2.45        1.8693    1   0  14         6
                58.27          1.35        1.8386    1   2  13         6
                58.27          3.17        1.8386    2   1  13         6
                58.60          3.16        1.8292    1   5   6         6
                59.76          4.97        1.7967    1   4  10         6
                59.76          3.82        1.7967    4   1  10         6
                59.97          1.09        1.7911    5   2   0         6
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
