      Fluoro-edenite
      Rastsvetaeva R K, Pushcharovsky D Y, Borutskii B E
      Crystallography Reports 40 (1995) 27-30
      Crystal structure of K,F-edenite from Khibini
      Locality: Khibini alkali massif, Yum'erchorr mountain, Kola Peninsula, Russia
      _database_code_amcsd 0012347
      CELL PARAMETERS:   9.9110 18.0300  5.2790   90.000  104.940   90.000
      SPACE GROUP: C2/m      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    911.445
      Density (g/cm3):      3.168
      MAX. ABS. INTENSITY / VOLUME**2:      4.170673220    
      RIR:      0.614
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                11.40         17.65        9.0150    0   2   0         2
                12.15         65.66        8.4572    1   1   0         4
                21.11         18.55        4.8875   -1   1   1         4
                22.91         19.49        4.5075    0   4   0         2
                23.27          2.00        4.4393    0   2   1         4
                24.44          1.37        4.2286    2   2   0         4
                25.96          5.93        3.9848    1   1   1         4
                26.69          9.38        3.8786   -1   3   1         4
                30.72         81.77        3.3790    1   3   1         4
                31.66         47.33        3.2820    2   4   0         4
                33.09         66.47        3.1431    3   1   0         4
                34.21          4.60        3.0430   -3   1   1         4
                34.66          1.16        3.0050    0   6   0         2
                35.42         40.79        2.9427    2   2   1         4
                35.45          6.43        2.9400   -1   5   1         4
                37.03         20.82        2.8191    3   3   0         4
                38.05         41.42        2.7462   -3   3   1         4
                38.67        100.00        2.7036    1   5   1         4
                40.45         53.58        2.5891    0   6   1         4
                41.10          5.53        2.5503    0   0   2         2
                41.29         71.27        2.5388   -2   0   2         2
                42.79          1.19        2.4540    0   2   2         4
                42.98          1.90        2.4437   -2   2   2         4
                43.50          1.04        2.4159    3   1   1         4
                43.54          1.33        2.4134   -2   6   1         4
                43.91          1.37        2.3940    4   0   0         2
                43.99          6.98        2.3901    3   5   0         4
                44.88         34.21        2.3452   -3   5   1         4
                45.03         15.05        2.3376   -4   2   1         4
                45.87         20.95        2.2971   -1   7   1         4
                46.14         18.56        2.2843   -3   1   2         4
                46.69          2.84        2.2591    3   3   1         4
                47.74          7.99        2.2121   -2   4   2         4
                48.51          3.77        2.1789    1   7   1         4
                48.91         39.95        2.1621    2   6   1         4
                49.20          7.83        2.1504   -3   3   2         4
                49.71          3.09        2.1298   -1   5   2         4
                51.97         19.56        2.0429    2   0   2         2
                52.46         14.42        2.0253   -4   0   2         2
                52.62         14.91        2.0196    3   5   1         4
                53.05          4.10        2.0045    3   7   0         4
                54.32          7.29        1.9609    1   9   0         4
                54.93          3.42        1.9409   -3   5   2         4
                55.15          1.75        1.9336    4   2   1         4
                56.07          7.86        1.9045    5   1   0         4
                56.70          4.59        1.8850   -4   6   1         4
                57.20          1.29        1.8700   -5   3   1         4
                57.42          6.14        1.8635   -1   9   1         4
                57.51          3.43        1.8607    2   4   2         4
                57.96          4.26        1.8474   -4   4   2         4
                58.10          2.93        1.8434   -1   7   2         4
                58.75          1.93        1.8248    5   3   0         4
                59.53          3.63        1.8030    0  10   0         2
                59.69          2.11        1.7988    1   9   1         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
