      Beusite
      Tait K T, Hawthorne F C, Wise M A
      The Canadian Mineralogist 51 (2013) 653-662
      The crystal chemistry of the graftonite-beusite minerals
      Notes: Sample B4
      Locality: Turkestan Range, Kyrgyzstan
      _database_code_amcsd 0020202
      CELL PARAMETERS:   8.7750 11.4370  6.1330   90.000   99.192   90.000
      SPACE GROUP: P2_1/c    
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    607.602
      Density (g/cm3):      3.778
      MAX. ABS. INTENSITY / VOLUME**2:      8.128337710    
      RIR:      1.004
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                11.86          2.74        8.6623    1   0   0         2
                14.90          3.54        6.9053    1   1   0         4
                23.86          1.27        4.3312    2   0   0         2
                24.09         16.45        4.2896    1   1   1         4
                24.87          1.47        4.1572    0   2   1         4
                25.54          2.92        4.0504    2   1   0         4
                26.40          1.50        3.9194   -1   2   1         4
                28.58          7.76        3.6262   -2   1   1         4
                29.73        100.00        3.4894    1   3   0         4
                32.22          3.02        3.2260    0   3   1         4
                32.96          5.43        3.1557    2   1   1         4
                33.44          1.91        3.1110   -1   3   1         4
                34.40         14.02        3.0271    0   0   2         2
                34.59         37.71        3.0114   -1   0   2         2
                35.42         45.89        2.9424    1   3   1         4
                35.62         12.12        2.9264    0   1   2         4
                35.80         35.11        2.9121   -1   1   2         4
                36.12         18.05        2.8874    3   0   0         2
                36.46         46.33        2.8617    2   3   0         4
                36.49         30.96        2.8593    0   4   0         2
                36.65         75.33        2.8472    2   2   1         4
                37.29          3.67        2.7996    3   1   0         4
                38.35          4.45        2.7253    1   0   2         2
                38.50         10.47        2.7152    1   4   0         4
                38.64         67.54        2.7057   -3   1   1         4
                38.86         11.62        2.6912   -2   0   2         2
                39.09          5.48        2.6754    0   2   2         4
                39.26          3.26        2.6645   -1   2   2         4
                39.47         11.41        2.6511    1   1   2         4
                39.96          5.79        2.6197   -2   1   2         4
                40.64          1.06        2.5775    3   2   0         4
                41.53          2.58        2.5251   -1   4   1         4
                41.90          7.91        2.5037   -3   2   1         4
                43.14          2.52        2.4351   -2   2   2         4
                43.19          3.11        2.4324    1   4   1         4
                43.74         20.62        2.4032    3   1   1         4
                44.07          1.25        2.3862    2   4   0         4
                44.37         13.53        2.3707    0   3   2         4
                45.77          5.36        2.3018    3   3   0         4
                46.02          4.88        2.2898   -2   4   1         4
                46.25          4.91        2.2791   -3   0   2         2
                46.50          3.78        2.2678    2   1   2         4
                46.70          1.57        2.2583    3   2   1         4
                46.91          5.97        2.2487   -3   3   1         4
                47.22          1.66        2.2351   -3   1   2         4
                47.63          4.13        2.2171    1   3   2         4
                49.34          5.60        2.1448    2   2   2         4
                49.76          5.36        2.1278    4   1   0         4
                50.02          2.14        2.1171   -3   2   2         4
                50.33          1.21        2.1052   -1   5   1         4
                51.02          1.10        2.0786    0   4   2         4
                51.77         10.24        2.0506    1   5   1         4
                52.28          5.49        2.0317    3   4   0         4
                52.46          1.64        2.0252    4   2   0         4
                52.53          3.93        2.0227    2   5   0         4
                54.26         10.54        1.9629   -2   5   1         4
                54.46         12.51        1.9562   -3   3   2         4
                54.95          4.98        1.9403    3   0   2         2
                55.43         12.72        1.9247   -2   1   3         4
                55.57          2.52        1.9203   -1   2   3         4
                55.80          2.68        1.9130    3   1   2         4
                55.84          2.96        1.9117   -4   0   2         2
                56.02          2.70        1.9062    0   6   0         2
                56.12          2.14        1.9031    0   2   3         4
                56.68          7.40        1.8856   -4   1   2         4
                56.77          2.90        1.8830    4   3   0         4
                57.09          1.80        1.8733   -4   3   1         4
                57.40          7.92        1.8640    3   4   1         4
                57.95          4.12        1.8478   -2   2   3         4
                58.87          4.80        1.8215   -1   5   2         4
                58.99         10.76        1.8182    0   6   1         4
                59.55          2.38        1.8027    1   2   3         4
                59.72          4.99        1.7978   -1   3   3         4
                59.76          1.50        1.7968   -1   6   1         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
