      Cordierite
      Malcherek T, Domeneghetti M C, Tazzoli V, Ottolini L, McCammon C A, Carpenter M A
      American Mineralogist 86 (2001) 66-79
      Structural properties of ferromagnesian cordierites
      Sample: 126231 Tanzania
      _database_code_amcsd 0002606
      CELL PARAMETERS:  17.0645  9.7281  9.3515   90.000   90.000   90.000
      SPACE GROUP: Cccm      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   1552.397
      Density (g/cm3):      2.607
      MAX. ABS. INTENSITY / VOLUME**2:      5.590562444    
      RIR:      1.001
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                12.04         64.28        8.5323    2   0   0         2
                12.16        100.00        8.4513    1   1   0         4
                21.01         16.59        4.9104    3   1   0         4
                21.21          6.52        4.8640    0   2   0         2
                22.07          9.99        4.6757    0   0   2         2
                24.22          2.32        4.2661    4   0   0         2
                24.46          1.25        4.2256    2   2   0         4
                25.22          7.76        4.1004    2   0   2         4
                25.28         51.07        4.0913    1   1   2         8
                30.66         59.44        3.3862    3   1   2         8
                30.80         38.58        3.3709    0   2   2         4
                32.41          1.66        3.2073    4   2   0         4
                33.00         25.69        3.1515    4   0   2         4
                33.18         75.34        3.1351    2   2   2         8
                34.19         42.95        3.0450    5   1   1         8
                34.32         35.50        3.0338    4   2   1         8
                34.54         41.96        3.0155    1   3   1         8
                36.69          1.32        2.8441    6   0   0         2
                39.45         14.10        2.6522    5   1   2         8
                39.56         13.25        2.6449    4   2   2         8
                39.75          5.40        2.6327    1   3   2         8
                42.77          5.35        2.4552    6   2   0         4
                43.19          4.88        2.4320    0   4   0         2
                43.23          1.25        2.4299    6   0   2         4
                45.03         17.13        2.3379    0   0   4         2
                45.97          1.48        2.2925    7   1   1         8
                46.24          1.45        2.2799    5   3   1         8
                47.11          1.67        2.2398    5   1   3         8
                47.21          1.26        2.2354    4   2   3         8
                47.38          1.22        2.2280    1   3   3         8
                48.64          7.25        2.1737    6   2   2         8
                49.02          2.40        2.1576    0   4   2         4
                50.18          2.71        2.1108    3   1   4         8
                50.20          3.03        2.1102    7   1   2         8
                50.28          1.24        2.1071    0   2   4         4
                50.45          4.27        2.1003    5   3   2         8
                50.67          6.04        2.0918    2   4   2         8
                51.90          1.17        2.0457    2   2   4         8
                54.55          1.86        1.9535    8   2   0         4
                54.70          3.59        1.9486    7   3   0         4
                54.94          2.95        1.9407    8   0   2         4
                55.17          1.40        1.9331    1   5   0         4
                55.41          3.24        1.9254    4   4   2         8
                55.83          1.49        1.9122    8   2   1         8
                56.71          1.47        1.8848    1   3   4         8
                56.74          4.28        1.8839    7   1   3         8
                56.97          6.77        1.8769    5   3   3         8
                57.17          6.51        1.8708    2   4   3         8
                57.50          2.76        1.8610    9   1   0         4
                57.93          2.59        1.8484    6   4   0         4
                58.19          3.15        1.8409    3   5   0         4
                58.74          1.05        1.8252    9   1   1         8
                59.16          3.29        1.8133    6   4   1         8
                59.42          2.43        1.8062    3   5   1         8
                59.42          3.75        1.8060    6   0   4         4
                59.68          7.97        1.7990    3   3   4         8
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
