      Microcline
      Dal Negro A, De Pieri R, Quareni S
      Acta Crystallographica B34 (1978) 2699-2707
      The crystal structures of nine K feldspars from the Adamello
      Massif (Northern Italy)
      Note: Sample CA1E
      Locality: Adamello Massif, Northern Italy
      _database_code_amcsd 0020539
      CELL PARAMETERS:   8.5610 12.9720  7.2230   90.560  115.930   87.920
      SPACE GROUP: C-1       
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    720.894
      Density (g/cm3):      2.555
      MAX. ABS. INTENSITY / VOLUME**2:      3.314788574    
      RIR:      0.606
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                15.30          7.00        6.7224    1   1   0         2
                15.79          1.38        6.5155   -1   1   0         2
                15.84          5.42        6.4957    0   0   1         2
                15.88          6.43        6.4816    0   2   0         2
                17.38          8.08        5.9242   -1  -1   1         2
                17.72          4.44        5.8125   -1   1   1         2
                22.42          3.85        4.6038    0   2   1         2
                24.52         83.32        4.2155   -2   0   1         2
                26.00         20.20        3.9789    1   1   1         2
                26.37          9.38        3.9249    1  -1   1         2
                26.91          6.73        3.8471    2   0   0         2
                27.06         46.49        3.8262    1   3   0         2
                27.91         47.39        3.7116   -1   3   0         2
                28.38         14.57        3.6516   -1  -3   1         2
                28.87         12.98        3.5911   -2  -2   1         2
                29.01          6.88        3.5735   -1   3   1         2
                29.75         38.16        3.4867   -1  -1   2         2
                29.82          2.05        3.4792   -2   2   1         2
                29.90         30.12        3.4702   -1   1   2         2
                30.89         65.61        3.3612    2   2   0         2
                31.58         74.68        3.2901   -2   0   2         2
                31.90         60.67        3.2577   -2   2   0         2
                32.00        100.00        3.2479    0   0   2         2
                32.07         42.04        3.2408    0   4   0         2
                34.38         32.91        3.0286    1   3   1         2
                35.18          6.36        2.9621   -2  -2   2         2
                35.23         40.64        2.9582    1  -3   1         2
                35.81          7.68        2.9116    0   2   2         2
                35.86         18.26        2.9078    0   4   1         2
                35.88          3.25        2.9062   -2   2   2         2
                36.01          6.09        2.8958    0  -2   2         2
                36.06         13.66        2.8921    0  -4   1         2
                37.52         10.65        2.7834   -1  -3   2         2
                37.83          1.23        2.7612   -3   1   1         2
                37.87         15.17        2.7584   -1   3   2         2
                40.00         10.10        2.6173   -3  -1   2         2
                40.06         20.90        2.6134   -2  -4   1         2
                40.13          1.15        2.6092    2   2   1         2
                40.52         13.04        2.5853   -3   1   2         2
                40.79          9.00        2.5683    1   1   2         2
                41.02          3.02        2.5546    2  -2   1         2
                41.09          4.05        2.5510    1  -1   2         2
                41.39          5.51        2.5332    3   1   0         2
                41.49         25.69        2.5274   -2   4   1         2
                41.56          2.11        2.5232    2   4   0         2
                41.98          6.07        2.4991   -3   1   0         2
                43.12          2.80        2.4362   -2   4   0         2
                43.20          7.74        2.4318   -1  -5   1         2
                43.43          9.88        2.4193   -3  -3   1         2
                43.93          3.99        2.3930   -1   5   1         2
                45.00          5.39        2.3393   -3   3   1         2
                45.09          3.41        2.3349   -1  -1   3         2
                45.15          4.14        2.3320   -1   1   3         2
                45.92          1.79        2.2945   -3  -3   2         2
                47.30          1.40        2.2313   -3   3   2         2
                47.51          2.51        2.2223    1   5   1         2
                48.59          3.00        2.1758    1  -5   1         2
                48.95         28.05        2.1605    0   6   0         2
                49.06         10.88        2.1561    2   4   1         2
                50.13          4.44        2.1130   -4   0   1         2
                50.26          6.00        2.1078   -4   0   2         2
                50.59          4.41        2.0951    2  -4   1         2
                51.07          1.34        2.0768    3   1   1         2
                51.12          2.66        2.0746    2   0   2         2
                51.61          1.75        2.0564    3  -1   1         2
                51.67          2.49        2.0543    0   6   1         2
                51.89          4.01        2.0459    0  -6   1         2
                52.46          5.55        2.0252   -4  -2   2         2
                53.48          8.07        1.9895    2   2   2         2
                53.63         11.42        1.9843   -4   2   2         2
                53.91          2.59        1.9747   -3  -3   3         2
                54.28          6.24        1.9625    2  -2   2         2
                54.55          2.67        1.9533   -3  -5   1         2
                55.03          1.03        1.9375   -3   3   3         2
                55.47         14.13        1.9236    4   0   0         2
                55.80          1.04        1.9131    2   6   0         2
                55.84          8.70        1.9118   -4   0   3         2
                56.34          1.78        1.8963   -2   6   1         2
                56.75          1.38        1.8834   -3   5   1         2
                57.36          5.28        1.8652    1   1   3         2
                57.46          1.30        1.8622    4   2   0         2
                57.49          1.20        1.8612    3  -3   1         2
                57.62          4.01        1.8575    1  -1   3         2
                57.65          2.26        1.8567    3   5   0         2
                57.67          1.33        1.8561    1   5   2         2
                57.68          2.52        1.8558   -2   6   0         2
                57.93          1.02        1.8485   -4  -2   3         2
                58.70          1.42        1.8264   -4   2   0         2
                58.72          1.53        1.8258   -2  -6   2         2
                59.42          4.53        1.8060    0   4   3         2
                59.48          4.93        1.8045    0   6   2         2
                59.62          3.98        1.8007   -4  -4   1         2
                59.81          2.23        1.7956   -4  -4   2         2
                59.84          6.76        1.7948    0  -4   3         2
                59.89          6.97        1.7933    0  -6   2         2
                59.95          1.63        1.7917   -3   5   0         2
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
