      Spurrite
      Smith J V, Karle I L, Hauptman H, Karle J
      Acta Crystallographica 13 (1960) 454-458
      The crystal structure of spurrite, Ca5(SiO4)2CO3.
      II. Description of structure
      Locality: contact zone at Scawt Hill, North Ireland
      _database_code_amcsd 0009239
      CELL PARAMETERS:  10.4900  6.7050 14.1600   90.000  101.317   90.000
      SPACE GROUP: P2_1/a    
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    976.585
      Density (g/cm3):      3.023
      MAX. ABS. INTENSITY / VOLUME**2:      2.464910718    
      RIR:      0.381
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                 7.39          4.97       13.8847    0   0   1         2
                14.82         78.67        6.9423    0   0   2         2
                17.05         47.65        6.0378    0   1   1         4
                18.34          1.44        5.6170    1   1   0         4
                19.04          4.23        5.4126   -1   1   1         4
                19.96         26.39        5.1642   -2   0   1         2
                20.05         23.15        5.1430    2   0   0         2
                20.53         13.15        5.0233    1   1   1         4
                22.30         21.84        4.6282    0   0   3         2
                22.37          8.12        4.6152   -1   1   2         4
                22.74          2.95        4.5413    2   0   1         2
                24.89          1.49        4.1544    1   1   2         4
                25.28          2.07        4.0913   -2   1   1         4
                25.34          2.17        4.0808    2   1   0         4
                27.00         36.23        3.8348   -2   0   3         2
                27.18         33.02        3.8089    0   1   3         4
                27.31         21.06        3.7919    2   0   2         2
                27.36         18.74        3.7849   -2   1   2         4
                27.55         13.83        3.7600    2   1   1         4
                29.89         43.22        3.4712    0   0   4         2
                30.55          8.89        3.3977    1   1   3         4
                30.97         17.63        3.3525    0   2   0         2
                31.20          3.96        3.3288   -2   1   3         4
                31.47          6.27        3.3007    2   1   2         4
                31.89          3.21        3.2589    0   2   1         4
                32.62         44.85        3.1875    1   2   0         4
                32.69          6.32        3.1812   -2   0   4         2
                33.03          2.24        3.1487   -1   2   1         4
                33.51         25.14        3.1054   -1   1   4         4
                33.60          2.88        3.0971   -3   1   1         4
                33.76          5.18        3.0826    0   1   4         4
                33.95          3.81        3.0663    1   2   1         4
