      Clinoptilolite-Na
      Alberti A
      Tschermaks Mineralogische und Petrographische Mitteilungen 22 (1975) 25-37
      The crystal structure of two clinoptilolites
      Locality: Alpe di Siusi, Italy
      _database_code_amcsd 0015652
      CELL PARAMETERS:  17.6410 18.0310  7.4020   90.000  116.430   90.000
      SPACE GROUP: C2/m      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   2108.373
      Density (g/cm3):      2.143
      MAX. ABS. INTENSITY / VOLUME**2:      5.006466411    
      RIR:      1.091
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                 8.64          3.98       11.8820    1   1   0         4
                11.40        100.00        9.0155    0   2   0         2
                13.01         27.69        7.8986    2   0   0         2
                15.03          1.11        6.8451   -1   1   1         4
                15.18         11.96        6.7750   -2   0   1         2
                15.52          5.46        6.6283    0   0   1         2
                17.33          3.96        5.9410    2   2   0         4
                18.34          1.49        5.6175    1   3   0         4
                19.30          2.60        5.3403    0   2   1         4
                19.67         11.81        5.2417   -3   1   1         4
                20.19         16.50        5.1067    1   1   1         4
                20.40          5.33        5.0546    3   1   0         4
                22.13         13.10        4.6651   -1   3   1         4
                23.76          3.14        4.3491   -4   0   1         2
                25.55          1.05        4.0488   -3   3   1         4
                25.96         36.82        3.9856    1   3   1         4
                26.12         29.94        3.9607    3   3   0         4
                26.20         15.58        3.9493    4   0   0         2
                26.42         17.94        3.9171   -4   2   1         4
                26.43         15.30        3.9150    2   4   0         4
                27.02          3.70        3.8321    2   2   1         4
                27.60          2.36        3.7529   -2   4   1         4
                28.00          5.20        3.6995   -2   0   2         2
                29.18          9.86        3.5539   -3   1   2         4
                29.50          1.03        3.5158    1   5   0         4
                29.98          5.34        3.4605   -5   1   1         4
                30.32         24.72        3.4225   -2   2   2         4
                30.64         12.33        3.3875   -4   0   2         2
                30.69          2.46        3.3824    3   1   1         4
                31.34         11.38        3.3142    0   0   2         2
                32.06          1.05        3.2417   -1   5   1         4
                32.79         22.34        3.1710   -4   2   2         4
                33.24         13.60        3.1299   -4   4   1         4
                33.52          1.89        3.1041   -3   3   2         4
                33.84         13.76        3.0754   -1   3   2         4
                34.42          1.39        3.0250   -5   1   2         4
                34.58          9.55        3.0122   -3   5   1         4
                34.66          1.35        3.0052    0   6   0         2
                34.87          1.14        2.9879    3   3   1         4
                34.89         26.80        2.9859    1   5   1         4
                35.02         17.16        2.9753    3   5   0         4
                35.36         10.02        2.9472    1   1   2         4
                35.50          1.46        2.9360   -6   0   1         2
                36.27          2.16        2.8762    4   0   1         2
                37.34         20.73        2.7966    5   3   0         4
                37.40          9.22        2.7917   -6   2   1         4
                38.04          7.70        2.7470   -2   6   1         4
                38.18          3.41        2.7370    0   6   1         4
                38.24          1.01        2.7329   -5   3   2         4
                39.10          2.69        2.6751    1   3   2         4
                39.17          1.56        2.6702    0   4   2         4
                41.05          2.81        2.5534    2   2   2         4
                41.23          1.50        2.5423    1   7   0         4
                41.26          1.65        2.5405   -1   5   2         4
                41.49          2.99        2.5273    6   2   0         4
                41.59          2.59        2.5211   -5   5   1         4
                42.13          1.52        2.4905    3   5   1         4
                42.45          1.13        2.4723   -4   6   1         4
                42.67          1.62        2.4602   -6   4   1         4
                42.85          6.82        2.4505    2   6   1         4
                43.12          1.16        2.4359    5   1   1         4
                43.30          2.06        2.4263   -2   0   3         2
                43.33          5.22        2.4247    4   4   1         4
                43.51          3.76        2.4151   -7   1   2         4
                44.54          1.95        2.3620   -4   2   3         4
                44.72          1.38        2.3532   -5   1   3         4
                44.92          1.69        2.3429   -2   2   3         4
                46.37          1.25        2.2735    6   4   0         4
                48.24          1.49        2.1906   -6   2   3         4
                49.54          1.51        2.1365   -2   4   3         4
                50.03          1.21        2.1168    4   0   2         2
                50.14          1.42        2.1127    7   3   0         4
                50.47          1.57        2.0997   -3   7   2         4
                50.89          2.86        2.0836    6   2   1         4
                51.04          1.85        2.0779    4   6   1         4
                52.63          1.92        2.0192   -7   5   2         4
                52.63          2.67        2.0191   -6   4   3         4
                54.34          3.76        1.9602   -1   5   3         4
                54.36          1.82        1.9596   -8   4   1         4
                54.39          1.66        1.9586   -8   4   2         4
                55.13          1.52        1.9344    6   4   1         4
                57.12          1.03        1.8725    3   9   0         4
                59.53          1.72        1.8031    0  10   0         2
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
