      Annite
      Hazen R M, Burnham C W
      American Mineralogist 58 (1973) 889-900
      The crystal structures of one-layer phlogopite and annite
      _database_code_amcsd 0000386
      CELL PARAMETERS:   5.3860  9.3241 10.2683   90.000  100.630   90.000
      SPACE GROUP: C2/m      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    506.820
      Density (g/cm3):      3.096
      MAX. ABS. INTENSITY / VOLUME**2:      18.48768103    
      RIR:      2.788
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                10.18        100.00       10.0921    0   0   1         2
                20.44          3.78        5.0460    0   0   2         2
                22.14          8.43        4.6620    0   2   0         2
                22.43         10.61        4.6034    1   1   0         4
                24.42          1.75        4.2323    0   2   1         4
                26.16          8.52        3.9555    1   1   1         4
                27.92         14.96        3.7101   -1   1   2         4
                30.31         12.85        3.4243    0   2   2         4
                30.86         32.33        3.3640    0   0   3         2
                32.93          9.47        3.1580    1   1   2         4
                35.32          6.51        2.9509   -1   1   3         4
                38.31          4.12        2.7280    0   2   3         4
                39.44         30.63        2.6526   -1   3   1         4
                39.53         16.06        2.6468    2   0   0         2
                41.19          1.17        2.5450   -2   0   2         2
                41.40          2.66        2.5324    1   3   1         4
                41.45          2.53        2.5296    1   1   3         4
                41.56          6.66        2.5230    0   0   4         2
                42.60         25.15        2.4643   -1   3   2         4
                42.83         12.40        2.4516    2   0   1         2
                45.26          1.10        2.3265   -2   2   1         4
                45.77          1.99        2.3017    2   2   0         4
                45.89          3.99        2.2961   -2   0   3         2
                46.22          8.39        2.2804    1   3   2         4
                46.42          2.39        2.2712    0   4   1         4
                47.25          2.17        2.2338   -2   2   2         4
                48.05         12.97        2.1987   -1   3   3         4
                48.39          5.94        2.1840    2   0   2         2
                48.73          1.50        2.1699    2   2   1         4
                52.55          4.68        2.0220   -2   0   4         2
                52.98          8.45        2.0069    1   3   3         4
                55.29          2.93        1.9292   -1   3   4         4
                55.72          1.51        1.9155    2   0   3         2
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
