      Kainite
      Robinson P D, Fang J H, Ohya Y
      American Mineralogist 57 (1972) 1325-1332
      The crystal structure of kainite
      Locality: Stassfurt, Germany
      _database_code_amcsd 0000291
      CELL PARAMETERS:  19.7200 16.2300  9.5300   90.000   94.920   90.000
      SPACE GROUP: C2/m      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   3038.891
      Density (g/cm3):      2.189
      MAX. ABS. INTENSITY / VOLUME**2:      4.080334473    
      RIR:      0.870
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                10.46          2.10        9.8237    2   0   0         2
                12.67         51.89        8.1150    0   2   0         2
                13.23         56.67        7.7710   -1   1   1         4
                13.95         66.90        7.3724    1   1   1         4
                16.45          7.10        6.2564    2   2   0         4
                19.76          2.10        5.2159    1   3   0         4
                20.23          3.04        5.0979    2   2   1         4
                21.00          1.18        4.9118    4   0   0         2
                21.74         15.95        4.7474    0   0   2         2
                22.36         22.62        4.6161   -1   3   1         4
                22.80          1.42        4.5282    1   3   1         4
                24.79          4.78        4.1709    3   3   0         4
                25.49          3.57        4.0575    0   4   0         2
                26.55          1.41        3.8979   -3   3   1         4
                26.64          1.38        3.8855   -2   2   2         4
                27.66          2.14        3.7442    3   3   1         4
                27.68          7.19        3.7423    4   2   1         4
                27.76          4.02        3.7311    0   4   1         4
                29.04          3.83        3.5700   -4   0   2         2
                30.08          6.75        3.4496    2   4   1         4
                30.12         10.29        3.4452    5   1   1         4
                31.71         29.24        3.2761    4   0   2         2
                31.73          1.45        3.2746    6   0   0         2
                31.80          3.54        3.2678   -4   2   2         4
                32.26          4.34        3.2219   -3   3   2         4
                32.69          3.54        3.1809   -6   0   1         2
                33.26          5.36        3.1282    4   4   0         4
                33.47          2.69        3.1090   -1   1   3         4
                33.74          4.14        3.0844    0   4   2         4
                33.79        100.00        3.0798   -5   3   1         4
                34.11          1.57        3.0518    3   3   2         4
                34.16         33.89        3.0475   -1   5   1         4
                34.27          3.58        3.0379    4   2   2         4
                34.29         10.15        3.0367    6   2   0         4
                34.38         55.59        3.0292    1   1   3         4
                34.83         24.82        2.9908   -2   4   2         4
                35.19          2.39        2.9615   -6   2   1         4
                35.28         30.77        2.9537    5   3   1         4
                35.35          1.06        2.9486    0   2   3         4
                35.85          3.18        2.9084    3   5   0         4
                35.92          6.86        2.9029   -3   1   3         4
                36.00          1.88        2.8970    2   4   2         4
                36.11          1.44        2.8884   -2   2   3         4
                36.91          8.49        2.8278    6   2   1         4
                37.14         10.08        2.8106   -6   0   2         2
                38.23         33.90        2.7335   -1   3   3         4
                38.27          2.46        2.7307   -5   3   2         4
                38.44          7.26        2.7195    3   1   3         4
                38.46          8.65        2.7177   -7   1   1         4
                38.65         26.83        2.7050    0   6   0         2
                39.02          4.20        2.6803   -4   4   2         4
                39.14          6.64        2.6723   -1   5   2         4
                39.40          5.52        2.6558   -6   2   2         4
                39.67          6.65        2.6379    1   5   2         4
                40.15          4.49        2.6079    2   6   0         4
                40.32          1.87        2.5971    7   1   1         4
                40.38          2.44        2.5936    6   0   2         2
                40.43          5.18        2.5903   -3   3   3         4
                40.92          1.42        2.5608    5   3   2         4
                41.21          1.38        2.5433   -5   1   3         4
                41.96          1.00        2.5003    2   6   1         4
                42.49          4.64        2.4705    6   2   2         4
                42.70          1.15        2.4587   -2   4   3         4
                42.72          2.39        2.4575    3   3   3         4
                42.75          8.70        2.4559    8   0   0         2
                42.80          1.01        2.4532   -5   5   1         4
                44.92          4.25        2.3429    5   1   3         4
                45.19          1.03        2.3297    8   0   1         2
                45.25          1.02        2.3267   -8   2   1         4
                45.29          1.73        2.3251   -5   3   3         4
                45.36          1.41        2.3216   -4   6   1         4
