      Rondorfite
      Rastsvetaeva R K, Zadov A E, Chukanov N V
      Crystallography Reports 53 (2008) 199-205
      Crystal structure of low-symmetry rondorfite
      Locality: Kabardino-Balkarian Republic, Northern Caucasus Region, Russia
      _database_code_amcsd 0012395
      CELL PARAMETERS:  15.1000 15.1100 15.0920   90.060   90.010   89.930
      SPACE GROUP: P1        
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   3443.401
      Density (g/cm3):      3.025
      MAX. ABS. INTENSITY / VOLUME**2:      10.01854308    
      RIR:      1.546
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                11.78          3.38        8.7255   -1  -1   1         1
                11.79          3.43        8.7184    1   1   1         1
                11.79          3.35        8.7174    1  -1   1         1
                11.79          3.39        8.7123   -1   1   1         1
                19.29          2.43        5.3437    2   2   0         1
                19.29          2.42        5.3418    0  -2   2         1
                19.31          2.42        5.3377   -2   0   2         1
                19.31          2.41        5.3372   -2   2   0         1
                19.31          2.42        5.3368    2   0   2         1
                19.31          2.41        5.3362    0   2   2         1
                22.65          1.40        4.5580   -1  -3   1         1
                22.67          1.43        4.5552    1   3   1         1
                22.67          1.38        4.5550   -3  -1   1         1
                22.67          1.41        4.5548    1  -3   1         1
                22.67          1.41        4.5537    3   1   1         1
                22.68          1.38        4.5531   -1  -1   3         1
                22.68          1.39        4.5523   -1   3   1         1
                22.68          1.41        4.5517    1  -1   3         1
                22.68          1.39        4.5516    3  -1   1         1
                22.69          1.43        4.5511   -3   1   1         1
                22.69          1.42        4.5501    1   1   3         1
                22.69          1.41        4.5495   -1   1   3         1
                23.68          1.22        4.3627   -2  -2   2         1
                23.70          1.19        4.3592    2   2   2         1
                23.70          1.22        4.3587    2  -2   2         1
                23.72          1.21        4.3561   -2   2   2         1
                27.42          2.34        3.7775    0   4   0         1
                27.43          2.37        3.7750    4   0   0         1
                27.45          2.35        3.7730    0   0   4         1
                33.73          1.09        3.0858   -2  -4   2         1
                33.74          1.10        3.0843   -4  -2   2         1
                33.75          1.10        3.0834    2   4   2         1
                33.75          1.10        3.0834   -2  -2   4         1
                33.76          1.11        3.0831    2  -4   2         1
                33.76          1.09        3.0829    4   2   2         1
                33.77          1.09        3.0818    2  -2   4         1
                33.78          1.12        3.0814    4  -2   2         1
                33.78          1.09        3.0811   -2   4   2         1
                33.78          1.10        3.0809    2   2   4         1
                33.78          1.10        3.0807   -4   2   2         1
                33.79          1.10        3.0800   -2   2   4         1
                35.84          1.97        2.9090   -1  -5   1         1
                35.85          2.94        2.9085   -3  -3   3         1
                35.86          1.98        2.9078    1   5   1         1
                35.86          1.97        2.9076    1  -5   1         1
                35.87          1.95        2.9069   -5  -1   1         1
                35.87          1.97        2.9065   -1   5   1         1
                35.88          1.94        2.9065    5   1   1         1
                35.88          2.95        2.9061    3   3   3         1
                35.88          2.96        2.9058    3  -3   3         1
                35.89          1.98        2.9054   -1  -1   5         1
                35.89          1.99        2.9054    5  -1   1         1
                35.89          1.94        2.9053   -5   1   1         1
                35.89          1.96        2.9050    1  -1   5         1
                35.91          1.97        2.9041    1   1   5         1
                35.91          2.94        2.9041   -3   3   3         1
                35.91          1.98        2.9040   -1   1   5         1
                39.15         33.53        2.6718    4   4   0         1
                39.16         33.48        2.6709    0  -4   4         1
                39.19         33.40        2.6689   -4   0   4         1
                39.20         33.37        2.6686   -4   4   0         1
                39.20         33.23        2.6684    4   0   4         1
                39.21         33.30        2.6681    0   4   4         1
                41.01          1.79        2.5553   -3  -5   1         1
                41.03          1.74        2.5544    3   5   1         1
                41.05          1.77        2.5533   -1  -3   5         1
                41.05          1.77        2.5529   -5  -1   3         1
                41.06          1.74        2.5526    1  -3   5         1
                41.06          1.77        2.5525    3  -5   1         1
                41.07          1.75        2.5521    5   1   3         1
                41.07          1.76        2.5519   -3   5   1         1
                41.07          1.76        2.5517    5  -1   3         1
                41.07          1.73        2.5516   -5   1   3         1
                41.09          1.74        2.5509    1   3   5         1
                41.09          1.76        2.5505   -1   3   5         1
                54.11          1.57        1.9679   -5  -5   3         1
                54.12          1.57        1.9675   -3  -5   5         1
                54.14          1.57        1.9669   -5  -3   5         1
                54.15          1.58        1.9667    5   5   3         1
                54.17          1.56        1.9661    3  -5   5         1
                54.18          1.56        1.9657    5  -5   3         1
                54.18          1.59        1.9656    3   5   5         1
                54.18          1.58        1.9656    5   3   5         1
                54.19          1.56        1.9654    5  -3   5         1
                54.21          1.57        1.9648   -5   5   3         1
                54.21          1.56        1.9646   -5   3   5         1
                54.21          1.58        1.9646   -3   5   5         1
                56.58          7.82        1.8887    0   8   0         1
                56.62          7.77        1.8875    8   0   0         1
                56.65          7.78        1.8865    0   0   8         1
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
