      Beraunite
      Marzoni Fecia di Cossato Y, Orlandi P, Pasero M
      The Canadian Mineralogist 27 (1989) 441-446
      Manganese-bearing beraunite from Mangualde, Portugal: mineral data
      and structure refinement
      Locality: Mangualde, Portugal
      _database_code_amcsd 0005231
      CELL PARAMETERS:  20.7600  5.1540 19.2480   90.000   93.550   90.000
      SPACE GROUP: C2/c      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   2055.527
      Density (g/cm3):      2.930
      MAX. ABS. INTENSITY / VOLUME**2:      14.96425435    
      RIR:      2.384
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                 9.91        100.00       10.3601    2   0   0         2
                10.69         36.86        9.6055    0   0   2         2
                14.14         28.67        7.2719   -2   0   2         2
                15.05          1.04        6.8359    2   0   2         2
                19.90          2.38        5.1800    4   0   0         2
                21.39         32.73        4.8227    1   1   1         4
                21.48          2.48        4.8028    0   0   4         2
                23.13          5.97        4.4641   -2   0   4         2
                23.14          2.38        4.4636   -1   1   2         4
                23.43         14.60        4.4093    1   1   2         4
                25.03          2.52        4.1307    3   1   0         4
                25.41          5.11        4.0695   -3   1   1         4
                27.66         11.21        3.7447    3   1   2         4
                29.37          3.92        3.5312   -3   1   3         4
                29.72         12.08        3.4904   -1   1   4         4
                30.05         11.49        3.4534    6   0   0         2
                30.18          4.08        3.4386    1   1   4         4
                30.36          4.11        3.4180    4   0   4         2
                30.40         10.39        3.4141    3   1   3         4
                31.32          3.65        3.3157   -6   0   2         2
                32.18          4.24        3.2296    5   1   0         4
                32.38          2.58        3.2103   -5   1   1         4
                32.47         10.57        3.2018    0   0   6         2
                32.59          3.44        3.1907   -3   1   4         4
                32.62          5.49        3.1875    6   0   2         2
                32.91         11.81        3.1600    5   1   1         4
                33.41          5.89        3.1140   -2   0   6         2
                33.49          2.37        3.1068   -5   1   2         4
                33.84         34.65        3.0759    3   1   4         4
                33.91          7.57        3.0692   -1   1   5         4
                36.09          1.61        2.8899   -6   0   4         2
                36.39          2.30        2.8667   -3   1   5         4
                36.89          4.23        2.8292    5   1   3         4
                37.26          1.08        2.8023   -4   0   6         2
                38.11          9.50        2.7420   -5   1   4         4
                38.50          8.11        2.7151   -1   1   6         4
                39.92          1.67        2.6221    5   1   4         4
                40.44          5.18        2.5900    8   0   0         2
                40.65          1.94        2.5772   -3   1   6         4
                40.65          4.07        2.5770    0   2   0         2
                40.82          3.78        2.5668    7   1   0         4
                41.26          1.24        2.5406   -8   0   2         2
                41.39          2.32        2.5332   -5   1   5         4
                42.16          1.41        2.4890    0   2   2         4
                42.23          1.82        2.4846   -2   2   1         4
                43.27          3.70        2.4280   -7   1   3         4
                43.50          1.17        2.4155    5   1   5         4
                43.58          3.19        2.4113    2   2   2         4
                44.99          1.44        2.3396    7   1   3         4
                45.17          1.37        2.3307   -5   1   6         4
                45.47          3.79        2.3161   -7   1   4         4
                45.64          1.17        2.3081    2   0   8         2
                45.66          4.02        2.3073    4   2   0         4
                45.84          1.07        2.2983   -4   2   1         4
                46.72          1.42        2.2576   -4   2   2         4
                47.29          2.42        2.2320   -4   0   8         2
                47.34          1.44        2.2295    4   2   2         4
                50.20          8.72        2.1103   -3   1   8         4
                50.40          1.63        2.1025   -9   1   1         4
                50.40          1.20        2.1025   -4   2   4         4
                50.41          1.31        2.1021    9   1   0         4
                51.03          2.30        2.0781   -9   1   2         4
                51.19          1.91        2.0720   10   0   0         2
                51.57          1.87        2.0577    4   2   4         4
                51.97          1.55        2.0432    5   1   7         4
                52.96          3.29        2.0075    0   2   6         4
                53.06          5.60        2.0040    6   2   2         4
                53.96          1.45        1.9732   -5   1   8         4
                55.40          1.70        1.9256   -3   1   9         4
                55.47          8.58        1.9234   -6   2   4         4
                55.54          1.96        1.9211    0   0  10         2
                56.64          1.86        1.8869    9   1   4         4
                57.26          3.31        1.8683    3   1   9         4
                58.68          2.08        1.8268    8   2   0         4
                59.58          2.79        1.8017    9   1   5         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
