      Manitobaite
      Tait K T, Ercit T S, Abdu Y A, Cerny P, Hawthorne F C
      The Canadian Mineralogist 49 (2011) 1221-1242
      The crystal structure and crystal chemistry of manitobaite,
      ideally (Na16_)Mn2+25Al8(PO4)30, from Cross Lake, Manitoba
      Note: brown sample
      Locality: Cross Lake, Manitoba, Canada
      _database_code_amcsd 0018619
      CELL PARAMETERS:  13.4499 12.5046 26.6148   90.000  101.221   90.000
      SPACE GROUP: Pc        
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   4390.658
      Density (g/cm3):      3.636
      MAX. ABS. INTENSITY / VOLUME**2:      9.080726183    
      RIR:      1.166
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                 7.78          4.08       13.1928    1   0   0         1
                 7.86          5.91       13.0530    0   0   2         1
                12.11          1.82        8.4896    1   0   2         1
                12.48         15.73        8.2372    1   1   1         2
                16.18          6.27        6.3626   -1   0   4         1
                16.46         34.25        6.2523    0   2   0         2
                18.06          1.98        5.7048   -2   1   2         2
                18.82         13.71        5.4741    2   0   2         1
                19.50          3.20        5.2850   -2   1   3         2
                21.41          2.11        4.8181    0   1   5         2
                23.16          3.26        4.4595   -1   2   4         2
                24.23          1.79        4.2645   -2   2   3         2
                24.72          4.97        4.1814   -3   1   2         2
                25.11          3.96        4.1186    2   2   2         2
                25.81          1.36        4.0076    0   2   5         2
                29.61         29.36        3.5033    3   1   3         2
                29.75          3.39        3.4866   -1   3   4         2
                30.61          2.80        3.3910   -2   3   3         2
                31.32          1.28        3.3163    1   2   6         2
                32.08          1.18        3.2398   -4   1   1         2
                33.28          1.23        3.1261    0   4   0         2
                33.93         27.16        3.0675   -3   1   7         2
                34.27          7.60        3.0379   -3   3   2         2
                34.65          1.30        3.0060    1   4   1         2
                35.76         12.85        2.9157   -4   0   6         1
                36.26         36.05        2.8769   -1   1   9         2
                36.58          3.70        2.8524    1   3   6         2
                36.81         15.34        2.8354   -2   2   8         2
                36.97          1.39        2.8233   -3   2   7         2
                37.92         16.88        2.7552   -2   4   3         2
                38.05          3.85        2.7457    3   3   3         2
                38.18         46.63        2.7371    4   0   4         1
                38.51        100.00        2.7147    2   4   2         2
                38.99          2.96        2.6821    0   4   5         2
                39.60         10.81        2.6425   -4   2   6         2
                40.11         10.97        2.6106    0   0  10         1
                40.57          1.78        2.5817    5   1   0         2
                41.01          2.47        2.5555   -3   4   2         2
                41.61         29.78        2.5203   -3   3   7         2
                41.75         19.26        2.5121   -5   1   5         2
                41.83          6.94        2.5073    4   2   4         2
                43.63          8.41        2.4090    0   2  10         2
                45.24          4.82        2.3276   -1   5   4         2
                47.35          2.38        2.2294    5   3   0         2
                48.39          6.81        2.1841   -5   3   5         2
                49.04          7.60        2.1568    5   1   5         2
                50.69         18.32        2.0910   -3   1  12         2
                50.70          1.15        2.0907   -6   2   4         2
                50.87          3.95        2.0841    0   6   0         2
                51.43          8.68        2.0630    3   5   3         2
                51.53          1.45        2.0593    4   4   4         2
                51.85          1.35        2.0473    1   6   1         2
                53.07          1.14        2.0038    0   4  10         2
                53.55          9.55        1.9870    1   3  11         2
                54.29          2.16        1.9621   -3   5   7         2
                54.47          2.26        1.9559    2   0  12         1
                54.72          5.31        1.9477    2   6   2         2
                55.00          5.92        1.9385    5   3   5         2
                55.92          1.63        1.9093   -1   5   9         2
                56.53          1.81        1.8902   -3   3  12         2
                56.87          1.02        1.8800    2   3  11         2
                57.31          5.19        1.8667    2   2  12         2
                59.10          5.03        1.8151    5   5   0         2
                59.31          1.24        1.8092   -6   4   4         2
                59.75          6.39        1.7972    7   1   2         2
                59.99          1.64        1.7904   -5   5   5         2
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
