      Magnesiocopiapite
      Susse P
      Zeitschrift fur Kristallographie 135 (1972) 34-55
      Crystal structure and hydrogen bonding of copiapite
      Locality: Alcaparrosa, Chile
      _database_code_amcsd 0010726
      CELL PARAMETERS:   7.3420 18.8180  7.3890   91.450  102.150   98.850
      SPACE GROUP: P-1       
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    984.368
      Density (g/cm3):      2.125
      MAX. ABS. INTENSITY / VOLUME**2:      12.76080614    
      RIR:      2.804
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                 5.53        100.00       18.5608    0   1   0         2
                11.07         41.48        9.2804    0   2   0         2
                14.26          3.49        7.2106    0   0   1         2
                14.52          1.72        7.0817    1   0   0         2
                14.99          4.56        6.8609    0  -1   1         2
                15.61          1.58        6.5897    0   1   1         2
                16.38          6.57        6.2843    1   1   0         2
                16.64         19.48        6.1869    0   3   0         2
                16.79          3.73        6.1320   -1   2   0         2
                18.43         26.90        5.5910   -1   1   1         2
                18.61          5.14        5.5360    0   2   1         2
                19.33         10.24        5.3329   -1  -1   1         2
                22.00          8.94        4.6903   -1  -2   1         2
                22.63          1.60        4.5627    0   3   1         2
                23.90          1.70        4.3234    1   3   0         2
                24.00          1.27        4.3054    1   1   1         2
                24.56         13.24        4.2081   -1   4   0         2
                25.66         10.07        4.0306   -1  -3   1         2
                26.60          6.74        3.8917    1   2   1         2
                27.25          2.40        3.8001    0   4   1         2
                27.55          2.68        3.7589   -1   4   1         2
                28.75          1.68        3.6053    0   0   2         2
                28.90         10.67        3.5873   -2   1   0         2
                28.96          7.31        3.5794    0  -1   2         2
                29.29          5.43        3.5408    2   0   0         2
                29.45          4.73        3.5216    1  -4   1         2
                29.60          1.93        3.5038   -2   2   0         2
                29.63         11.93        3.5002    0   1   2         2
                29.97          5.95        3.4615   -1  -4   1         2
                30.06          1.18        3.4522    1   3   1         2
                30.97          2.53        3.3528   -2  -1   1         2
                31.33          1.64        3.3147   -2   3   0         2
                31.53          1.82        3.2949    0   2   2         2
                31.66          1.80        3.2814   -1  -2   2         2
                32.09          4.25        3.2391   -1   5   1         2
                32.19          2.50        3.2287   -2   3   1         2
                32.25          2.70        3.2231    0   5   1         2
                33.10          1.62        3.1422    2   2   0         2
                33.18          1.89        3.1352   -2  -2   1         2
                33.46          1.40        3.1100    1  -5   1         2
                34.15          7.38        3.0486    1   4   1         2
                34.47          2.10        3.0210   -1   6   0         2
                34.89          1.35        2.9857   -2   4   1         2
                35.03          2.76        2.9742    2  -1   1         2
                35.49          1.11        2.9373    2  -2   1         2
                35.54          2.75        2.9331    0  -4   2         2
                35.65          2.42        2.9240    1  -2   2         2
                36.68          2.65        2.8450   -1   4   2         2
                36.86          1.90        2.8313    2   1   1         2
                37.00          1.13        2.8210   -1   6   1         2
                37.24          1.34        2.8038    1  -3   2         2
                37.52          2.41        2.7832   -1  -4   2         2
                37.74          1.13        2.7680    0   4   2         2
                37.95          1.48        2.7530    1  -6   1         2
                38.26          2.56        2.7317    1   2   2         2
                39.00          2.07        2.6818    2  -4   1         2
                39.04          1.20        2.6793    2   2   1         2
                39.23          3.42        2.6664   -2  -2   2         2
                39.83          2.95        2.6277   -1   7   0         2
                40.96          1.45        2.5583    1   3   2         2
                41.73          3.24        2.5131   -2  -3   2         2
                42.21          4.35        2.4860   -1   7   1         2
                42.66          1.35        2.4609    1  -5   2         2
                43.76          1.76        2.4020    0  -1   3         2
                44.14          2.36        2.3823   -3   2   0         2
                44.57          2.00        2.3606    3   0   0         2
                45.94          2.02        2.2938    0   2   3         2
                46.02          2.02        2.2900    2   0   2         2
                47.51          1.79        2.2223   -2   1   3         2
                47.67          1.28        2.2153   -1   8   1         2
                48.57          1.79        2.1764   -2  -5   2         2
                49.63          1.14        2.1328    1  -2   3         2
                50.29          1.04        2.1066    3  -3   1         2
                50.36          1.65        2.1041   -2   8   0         2
                50.44          1.38        2.1007    1   1   3         2
                51.41          1.20        2.0636   -2  -3   3         2
                51.45          2.06        2.0623    0   9   0         2
                51.47          1.58        2.0617   -2   8   1         2
                52.69          1.39        2.0170   -3  -4   1         2
                53.00          2.59        2.0062   -3  -3   2         2
                53.72          1.44        1.9813    2  -6   2         2
                58.78          1.08        1.8240    0 -10   1         2
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
