      Rhodonite
      Nelson W R, Griffen D T
      American Mineralogist 90 (2005) 969-983
      Crystal chemistry of Zn-rich rhodonite ("fowlerite")
      Sample: 15-4028
      Note: see samples 15-4029 and 15-4024 for plausible typical fowlerite
      and rhodonite cation distributions
      _database_code_amcsd 0003786
      CELL PARAMETERS:   9.8640 10.5237 12.2180  108.727  103.705   82.082
      SPACE GROUP: C-1       
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   1164.330
      Density (g/cm3):      3.712
      MAX. ABS. INTENSITY / VOLUME**2:      8.279096053    
      RIR:      1.041
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                 9.07         11.38       11.3244    0   0   1         2
                13.92          3.70        7.3881   -1  -1   1         2
                14.41          6.19        7.1355    1   1   0         2
                15.42         19.20        6.6725   -1   1   0         2
                21.58         21.43        4.7808    2   0   0         2
                24.62          1.09        4.1992   -1   1   2         2
                25.09         11.47        4.1206    0   2   1         2
                25.15          1.01        4.1121    2   0   1         2
                25.28          2.16        4.0905   -2   0   2         2
                27.02          4.48        3.8313   -2  -2   1         2
                27.21          1.96        3.8051    1   1   2         2
                28.05          4.46        3.6940   -2  -2   2         2
                29.06         13.73        3.5678    2   2   0         2
                30.39          9.60        3.4148   -1  -3   1         2
                31.05         13.00        3.3448   -1  -3   2         2
                31.13         11.60        3.3362   -2   2   0         2
                31.18          2.92        3.3311    2   0   2         2
                31.67          3.40        3.2803    0   2   2         2
                31.86          5.27        3.2610   -2  -2   3         2
                31.96          8.33        3.2516    2  -2   1         2
                32.10          1.08        3.2374   -3  -1   1         2
                32.42          1.88        3.2070   -1   1   3         2
                33.01          5.63        3.1513   -2   2   1         2
                33.19         35.86        3.1341    1  -3   1         2
                33.24          1.64        3.1296   -3  -1   2         2
                33.61         10.41        3.0960    3   1   0         2
                33.66         10.20        3.0920    2   2   1         2
                34.21          2.01        3.0438   -1  -1   4         2
                34.99         58.12        2.9776   -3   1   0         2
                35.03         20.33        2.9745    1  -3   2         2
                35.33          1.74        2.9499    2  -2   2         2
                35.69         79.88        2.9214    1   1   3         2
                36.54          1.89        2.8556    0  -2   4         2
                36.81          2.76        2.8354   -3  -1   3         2
                37.15          6.56        2.8100    3  -1   1         2
                37.23          2.69        2.8044   -2   2   2         2
                37.48          6.38        2.7861    3   1   1         2
                37.72        100.00        2.7694   -2  -2   4         2
                37.94          3.00        2.7539   -3   1   2         2
                38.87          3.48        2.6903   -2   0   4         2
                39.11          2.97        2.6742    1  -3   3         2
                39.51         24.65        2.6484    0   2   3         2
                40.03          1.29        2.6151    2   2   2         2
                40.33         24.30        2.5967    0  -4   1         2
                41.03          2.01        2.5545   -3  -3   2         2
                41.42          2.09        2.5311    3  -1   2         2
                41.58         24.08        2.5221   -3  -3   1         2
                42.27          6.49        2.4825   -3  -1   4         2
                42.62          9.84        2.4634   -3   1   3         2
                42.63          1.00        2.4627   -3  -3   3         2
                43.00          2.15        2.4424   -4   0   1         2
                43.21          6.14        2.4311   -2   2   3         2
                43.74          1.84        2.4029   -2  -4   1         2
                43.98          1.63        2.3904    4   0   0         2
                44.22          3.38        2.3785    3   3   0         2
                44.93          3.81        2.3425    1  -3   4         2
                45.12          4.02        2.3330   -4  -2   2         2
                46.20          2.88        2.2815   -3  -3   4         2
                47.15          1.81        2.2380   -4   0   3         2
                47.37          1.85        2.2283    0  -4   4         2
                47.46          1.50        2.2242   -3   3   0         2
                47.49         14.74        2.2229    2  -2   4         2
                47.63         19.17        2.2170    2   2   3         2
                47.63          1.08        2.2167   -2  -4   4         2
                47.86          1.60        2.2067    3  -3   1         2
                48.55         29.18        2.1774    2  -4   1         2
                48.84          1.07        2.1652   -3   1   4         2
                48.99          5.67        2.1590   -3   3   1         2
                49.73          2.16        2.1290    2  -4   2         2
                50.15          1.63        2.1121    3  -3   2         2
                50.21         15.99        2.1100    3   1   3         2
                50.33         17.15        2.1052   -4  -2   4         2
                51.33          5.00        2.0668   -1  -5   1         2
                51.43          1.53        2.0631   -3  -3   5         2
                51.62          1.18        2.0561    4   0   2         2
                52.05          1.47        2.0402    1  -3   5         2
                53.21          2.29        1.9989    0  -4   5         2
                53.84          4.26        1.9773    1  -5   1         2
                54.32          1.23        1.9611   -5  -1   1         2
                54.61          1.81        1.9512    3   3   2         2
                55.38          1.85        1.9263    2  -2   5         2
                55.86          1.94        1.9111   -5  -1   3         2
                56.16          4.07        1.9017    5   1   0         2
                56.26          1.21        1.8986   -3   1   5         2
                56.43          2.05        1.8934   -2   0   6         2
                56.51          4.14        1.8910   -1   3   4         2
                56.91          3.75        1.8787   -4   2   3         2
                57.07          2.63        1.8739   -5   1   1         2
                57.07          1.31        1.8738   -3  -1   6         2
                57.16          2.40        1.8713   -4  -4   1         2
                57.21          3.16        1.8696   -3   3   3         2
                57.72          3.27        1.8546    4   0   3         2
                57.98          1.50        1.8470   -4  -4   4         2
                58.08          1.95        1.8441   -4   0   5         2
                58.13          1.43        1.8427   -5   1   2         2
                58.28          1.54        1.8383    3   1   4         2
                58.68          4.71        1.8270   -1  -5   5         2
                58.89          2.08        1.8211    1   3   4         2
                59.03          2.67        1.8171   -3  -5   4         2
                59.16          6.23        1.8134   -5  -1   4         2
                59.64          1.41        1.8002    3  -3   4         2
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
