      Phlogopite
      Schingaro E, Lacalamita M, Scordari F, Mesto E
      American Mineralogist 98 (2013) 709-717
      3T-phlogopite from Kasenyi kamafugite (SW Uganda): EPMA, XPS, FTIR, and SCXRD study
      Locality: Kasenyi kamafugite, southwest Uganda
      _database_code_amcsd 0019915
      CELL PARAMETERS:   5.3235  5.3235 30.1880   90.000   90.000  120.000
      SPACE GROUP: P3_112    
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    740.900
      Density (g/cm3):      2.838
      MAX. ABS. INTENSITY / VOLUME**2:      5.792878067    
      RIR:      0.953
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                10.21        100.00       10.0627    0   0   3         2
                20.50          1.47        5.0313    0   0   6         2
                22.39         18.37        4.6103    1   0   0         3
                22.65         23.94        4.5574    1   0   1         6
                23.43          4.55        4.4092    1   0   2         6
                24.66          2.42        4.1913    1   0   3         6
                26.30         22.47        3.9343    1   0   4         6
                28.28         43.41        3.6642    1   0   5         6
                30.54         50.76        3.3991    1   0   6         6
                30.96         54.51        3.3542    0   0   9         2
                33.02         39.78        3.1494    1   0   7         6
                35.70         25.42        2.9201    1   0   8         6
                38.54         13.45        2.7123    1   0   9         6
                39.46         11.05        2.6515    1   1   1         6
                39.94         91.77        2.6213    2  -1   2         6
                41.52          5.86        2.5255    1   0  10         6
                41.69          8.20        2.5157    0   0  12         2
                41.78          2.25        2.5102    1   1   4         6
                43.13         51.51        2.4356    2  -1   5         6
                44.62          2.01        2.3582    1   0  11         6
                45.70          1.45        2.3051    2   0   0         3
                45.84          3.90        2.2985    2   0   1         6
                46.26          5.65        2.2787    2   0   2         6
                46.56         13.84        2.2651    1   1   7         6
                46.95          7.00        2.2469    2   0   3         6
                47.91          6.92        2.2046    2   0   4         6
                48.60         36.94        2.1751    2  -1   8         6
                49.12          3.66        2.1535    2   0   5         6
                50.57          1.45        2.0957    2   0   6         6
                52.82          8.18        2.0125    0   0  15         2
                53.28         21.68        1.9965    1   1  10         6
                55.87          5.56        1.9107    2  -1  11         6
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
