      Enstatite
      Angel R J, Gasparik T, Finger L W
      American Mineralogist 74 (1989) 599-603
      Crystal structure of a Cr-bearing pyroxene
      Sample: Mg1.4Cr.6Si2O6
      _database_code_amcsd 0001244
      CELL PARAMETERS:   9.7130  8.9100  5.2380   90.000  109.410   90.000
      SPACE GROUP: P2_1/c    
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    427.547
      Density (g/cm3):      3.379
      MAX. ABS. INTENSITY / VOLUME**2:      7.372735854    
      RIR:      1.018
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                22.54          2.62        4.5805    2   0   0         2
                23.18          1.68        4.4550    0   2   0         2
                23.28          8.64        4.4368   -1   1   1         4
                23.91          6.12        4.3206    0   1   1         4
                30.90          1.48        3.3598   -1   2   1         4
                31.40         27.62        3.3085    0   2   1         4
                32.56         49.28        3.1936    2   2   0         4
                34.48        100.00        3.0199   -2   2   1         4
                35.62         38.49        2.9266   -3   1   1         4
                35.81          2.05        2.9116    1   2   1         4
                36.10         50.47        2.8887    3   1   0         4
                40.79         30.80        2.5686   -1   3   1         4
                40.96          3.28        2.5581   -2   0   2         2
                41.18          3.73        2.5454    0   3   1         4
                42.49         44.92        2.4701    0   0   2         2
                43.10         19.70        2.4369    2   2   1         4
                43.67          6.99        2.4068   -2   3   1         4
                44.76          1.25        2.3509    1   3   1         4
                47.60          1.35        2.2184   -2   2   2         4
                47.80         11.15        2.2093    3   1   1         4
                47.84          6.31        2.2077    1   0   2         2
                48.96          2.19        2.1603    0   2   2         4
                49.35         33.38        2.1441   -3   3   1         4
                49.38          5.94        2.1429    1   1   2         4
                49.72          2.06        2.1291    3   3   0         4
                50.04          4.93        2.1164   -4   2   1         4
                51.25          1.92        2.0699   -3   2   2         4
                51.68         11.95        2.0539   -4   0   2         2
                52.14          2.80        2.0368    4   2   0         4
                52.31          9.54        2.0306    0   4   1         4
                53.08          5.43        2.0032    2   4   0         4
                53.14          1.57        2.0014   -4   1   2         4
                54.41          5.91        1.9581   -2   4   1         4
                55.47          7.70        1.9234    2   0   2         2
                57.23          1.93        1.8691   -4   3   1         4
                59.32          1.42        1.8088    3   3   1         4
                59.33          1.15        1.8086   -3   4   1         4
                59.84          4.37        1.7946    5   1   0         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
