      Sanidine
      Lebedeva Y S, Pushcharovsky D Y, Pasero M, Merlino S, Kashaev A A, Taroev V K,
      Goettlicher J, Kroll H, Pentinghaus H, Suvorova L F, Wulf-Bernodat H, Lashkevich V V
      Crystallography Reports 48 (2003) 919-924
      Synthesis and crystal structure of low ferrialuminosilicate sanidine
      Locality: synthetic
      _database_code_amcsd 0020221
      CELL PARAMETERS:   8.6550 13.1010  7.2500   90.000  116.020   90.000
      SPACE GROUP: C2/m      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    738.747
      Density (g/cm3):      2.628
      MAX. ABS. INTENSITY / VOLUME**2:      4.923564061    
      RIR:      0.874
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                15.38         11.10        6.6879    1   1   0         4
                15.71         16.16        6.5505    0   2   0         2
                15.79          1.04        6.5151    0   0   1         2
                17.41          6.73        5.9130   -1   1   1         4
                24.25         56.07        4.2620   -2   0   1         2
                26.02         17.00        3.9768    1   1   1         4
                27.19         89.07        3.8078    1   3   0         4
                28.42         10.74        3.6463   -1   3   1         4
                29.02         10.70        3.5724   -2   2   1         4
                29.70         35.45        3.4929   -1   1   2         4
                31.05        100.00        3.3440    2   2   0         4
                31.35         59.10        3.3131   -2   0   2         2
                31.72         23.42        3.2752    0   4   0         2
                31.90         78.27        3.2576    0   0   2         2
                34.52         49.38        3.0173    1   3   1         4
                35.25         10.98        2.9565   -2   2   2         4
                35.62         19.62        2.9263    0   4   1         4
                35.74         13.43        2.9168    0   2   2         4
                37.09          1.35        2.8147   -3   1   1         4
                37.44         24.61        2.7888   -1   3   2         4
                39.85         18.94        2.6266   -3   1   2         4
                40.23          2.54        2.6028    2   2   1         4
                40.33         29.45        2.5970   -2   4   1         4
                40.74          9.39        2.5715    1   1   2         4
                41.22         10.01        2.5433    3   1   0         4
                41.87          2.87        2.5051    2   4   0         4
                43.11          7.78        2.4366   -1   5   1         4
                43.69          9.58        2.4054   -3   3   1         4
                44.96          3.44        2.3412   -1   1   3         4
                46.89          1.55        2.2498   -2   2   3         4
                47.58          2.80        2.2192    1   5   1         4
                48.40         21.03        2.1835    0   6   0         2
                49.35          6.90        2.1441    2   4   1         4
                49.51          2.79        2.1379   -4   0   1         2
                49.68          2.04        2.1310   -4   0   2         2
                50.73          1.37        2.0895   -1   3   3         4
                50.86          1.61        2.0847    3   1   1         4
                51.24          4.07        2.0703    0   6   1         4
                52.43         12.29        2.0264   -4   2   2         4
                53.51         11.35        1.9884    2   2   2         4
                54.02          1.40        1.9710   -3   3   3         4
                54.82         10.55        1.9444    4   0   0         2
                55.00          1.63        1.9387   -3   5   1         4
                55.30          5.14        1.9290   -4   0   3         2
                56.09          2.86        1.9039    2   6   0         4
                56.18          1.10        1.9010    3   3   1         4
                57.07          1.05        1.8739   -3   5   2         4
                57.24          4.98        1.8688    1   1   3         4
                57.40          2.80        1.8640    4   2   0         4
                57.75          2.59        1.8536    1   5   2         4
                57.86          1.80        1.8504   -4   2   3         4
                58.12          4.21        1.8429    3   5   0         4
                58.81          4.24        1.8232   -2   6   2         4
                59.15          8.36        1.8137    0   6   2         4
                59.28          6.85        1.8100    0   4   3         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
