      Ghiaraite
      Leclaire A, Borel M M
      Acta Crystallographica B35 (1979) 585-588
      Liaisons hydrogene et coordination du calcium dans les cristaux de CaCl2*4H2O alpha
      Locality: synthetic
      _database_code_amcsd 0019787
      CELL PARAMETERS:   6.5932  6.3673  8.5606   97.830   93.500  110.580
      SPACE GROUP: P-1       
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    331.003
      Density (g/cm3):      1.836
      MAX. ABS. INTENSITY / VOLUME**2:      1.696835322    
      RIR:      0.431
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                16.79         50.23        6.1297    1   0   0         2
                17.53         79.71        5.8755    0   1   0         2
                19.38         29.30        5.3169   -1   1   0         2
                19.60         18.39        5.2586   -1   0   1         2
                19.62          9.53        5.2526    0  -1   1         2
                21.96         31.04        4.7003    1   0   1         2
                22.43        100.00        4.6028    1  -1   1         2
                24.55          1.50        4.2110    0   0   2         2
                27.74          9.97        3.7341    0  -1   2         2
                28.17          1.70        3.6784   -1   0   2         2
                28.53         23.14        3.6324    1   1   0         2
                29.05         56.71        3.5688   -1  -1   1         2
                30.66          6.05        3.3859    1  -1   2         2
                31.53         42.66        3.2950    1   0   2         2
                32.03          2.46        3.2443   -2   1   0         2
                32.26         19.62        3.2223   -1   1   2         2
                32.72         26.61        3.1782    0   1   2         2
                33.10          1.46        3.1425    1   1   1         2
                33.24         41.08        3.1301   -1   2   0         2
                33.96         34.28        3.0649    2   0   0         2
                34.07          9.03        3.0560    1  -2   1         2
                34.45          5.06        3.0228   -1  -1   2         2
                34.77         39.32        2.9963    2  -1   1         2
                34.78          8.53        2.9954   -2   0   1         2
                35.48         77.77        2.9377    0   2   0         2
                35.55          2.13        2.9320    0  -2   1         2
                36.94         33.09        2.8255   -1   2   1         2
                37.19         23.48        2.8074    0   0   3         2
                37.61          5.20        2.7772    2   0   1         2
                38.46         96.94        2.7177    0  -1   3         2
                39.11          3.33        2.6741   -1   0   3         2
                39.18          5.07        2.6699    1  -2   2         2
                39.35         19.72        2.6584   -2   2   0         2
                39.66          4.11        2.6388    0   2   1         2
                39.81         88.61        2.6293   -2   0   2         2
                39.86         26.64        2.6263    0  -2   2         2
                40.12         22.91        2.6096   -2   1   2         2
                40.72         34.32        2.5730    2  -2   1         2
                41.33         12.20        2.5364    1  -1   3         2
                41.98         18.72        2.4989   -2   2   1         2
                42.93          5.93        2.4460    1   0   3         2
                43.12          1.26        2.4357   -1  -1   3         2
                43.19         13.16        2.4320   -1   1   3         2
                43.85         42.91        2.3972   -2  -1   1         2
                44.09          1.32        2.3847    2   1   0         2
                44.16         70.73        2.3815    0   1   3         2
                44.20          8.16        2.3793   -1   2   2         2
                44.78         25.60        2.3502    2   0   2         2
                45.02          1.54        2.3382    1   2   0         2
                45.78         24.45        2.3014    2  -2   2         2
                47.14         24.91        2.2386    0   2   2         2
                47.25         14.09        2.2339   -2  -1   2         2
                47.41         12.49        2.2267    1  -2   3         2
                47.56         24.16        2.2200   -1  -2   2         2
                47.93         58.51        2.2040    2   1   1         2
                47.95         16.49        2.2031   -2   0   3         2
                48.06         29.77        2.1981   -2   2   2         2
                48.17          5.08        2.1933   -3   1   0         2
                49.05         19.68        2.1564   -2   1   3         2
                49.06         17.58        2.1559   -3   1   1         2
                49.07          2.15        2.1557    1   2   1         2
                50.32          9.52        2.1055    0   0   4         2
                50.45          3.98        2.1003   -1   3   0         2
                50.52          7.07        2.0977    0  -1   4         2
                50.70         32.34        2.0909    2  -1   3         2
                51.32         16.46        2.0673   -1   0   4         2
                51.34          9.60        2.0666   -3   2   0         2
                51.65          5.76        2.0550    1   1   3         2
                52.02          7.66        2.0413   -3   0   1         2
                52.98          5.33        2.0070    3  -2   1         2
                53.02         41.22        2.0054    2  -3   1         2
                53.25          4.91        1.9976   -3   1   2         2
                53.32          2.57        1.9949    1  -3   2         2
                53.72          5.10        1.9812    2  -2   3         2
                53.85          7.12        1.9769   -1  -1   4         2
                53.94         12.68        1.9737   -1   3   1         2
                54.39          4.01        1.9587    2   0   3         2
                54.40          6.87        1.9585    0   3   0         2
                55.59          8.73        1.9196   -2   3   1         2
                56.12          8.02        1.9029    0  -3   2         2
                56.32          1.48        1.8969    3  -1   2         2
                56.75          1.04        1.8837    0   1   4         2
                56.77          1.42        1.8831   -2   2   3         2
                56.95          3.02        1.8775    0   2   3         2
                57.30          2.23        1.8670    0  -2   4         2
                57.78          4.78        1.8529    1  -2   4         2
                58.13          2.86        1.8427   -2  -2   1         2
                58.25          2.04        1.8392   -2   0   4         2
                59.06          8.02        1.8162    2   2   0         2
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
