      Bieberite
      Kellersohn T, Delaplane R G, Olovsson I
      Zeitschrift fur Naturforschung B46 (1991) 1635-1640
      Disorder of a trigonally planar coordinated water molecule in cobalt sulfate
      heptahydrate, CoSO4*7D2O
      _database_code_amcsd 0015843
      CELL PARAMETERS:  14.0480  6.4941 10.9250   90.000  105.232   90.000
      SPACE GROUP: P2_1/c    
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    961.665
      Density (g/cm3):      1.941
      MAX. ABS. INTENSITY / VOLUME**2:      7.043556936    
      RIR:      1.694
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                15.18          8.32        6.7772    2   0   0         2
                17.58          1.99        5.8566    1   1   0         4
                18.63          6.88        5.5291    0   1   1         4
                19.03         12.42        5.4164   -1   0   2         2
                19.13          5.53        5.3857   -1   1   1         4
                19.56          6.93        5.2706    0   0   2         2
                21.10        100.00        4.8893    1   1   1         4
                21.41         52.96        4.8191   -2   0   2         2
                22.81          8.49        4.5270    1   0   2         2
                25.72         10.10        4.0213    2   1   1         4
                27.53         60.86        3.7618   -3   1   1         4
                27.89         17.87        3.7144    2   0   2         2
                30.63          5.00        3.3886    4   0   0         2
                31.64          4.01        3.2839    3   1   1         4
                32.01         22.97        3.2471    0   2   0         2
                32.74         13.93        3.1763   -1   1   3         4
                33.53          1.95        3.1032    0   2   1         4
                33.63          6.37        3.0947   -2   1   3         4
                33.67          1.32        3.0904    0   1   3         4
                33.82          1.45        3.0771   -1   2   1         4
                34.06          5.06        3.0564    3   0   2         2
                34.67          6.33        3.0042    4   1   0         4
                35.60          1.23        2.9283    2   2   0         4
                35.72          3.93        2.9188   -4   1   2         4
                36.22          1.20        2.8796   -3   1   3         4
                37.50          6.66        2.7850   -1   2   2         4
                37.77          3.83        2.7654    3   1   2         4
                38.10          1.16        2.7423    2   2   1         4
                38.33         11.51        2.7266    4   1   1         4
                38.36          5.91        2.7244   -1   0   4         2
                38.45          2.74        2.7187   -5   0   2         2
                39.66          6.30        2.6385    1   2   2         4
                39.69          4.19        2.6368    3   2   0         4
                39.71          4.36        2.6353    0   0   4         2
                40.24          7.34        2.6023   -4   1   3         4
                40.41          2.24        2.5920   -3   0   4         2
                40.92          1.77        2.5607    4   0   2         2
                41.65          1.51        2.5176   -3   2   2         4
                41.83          1.56        2.5078   -5   1   2         4
                41.93          2.01        2.5017    5   1   0         4
                42.49          3.27        2.4703    3   2   1         4
                42.53          6.02        2.4682    1   0   4         2
                42.96          1.21        2.4447    2   2   2         4
                43.62          2.71        2.4095   -4   0   4         2
                43.66          2.89        2.4073   -3   1   4         4
                44.09          3.87        2.3847    0   2   3         4
                44.14          1.11        2.3821   -4   2   1         4
                44.89          2.21        2.3445    4   2   0         4
                45.37          1.45        2.3211   -5   1   3         4
                45.57          3.43        2.3114    5   1   1         4
                45.65          3.75        2.3075   -6   0   2         2
                45.74          3.14        2.3032   -4   2   2         4
                46.15          1.04        2.2838   -3   2   3         4
                46.59          1.28        2.2635    2   0   4         2
                46.69          1.06        2.2591    6   0   0         2
                48.62          2.49        2.1743   -6   1   2         4
                50.15          1.58        2.1121   -1   3   1         4
                50.99          1.03        2.0798   -2   2   4         4
                51.03          3.71        2.0783    1   3   1         4
                51.52          3.03        2.0595   -1   1   5         4
                51.88          1.14        2.0462    0   2   4         4
                52.31          2.46        2.0306   -3   1   5         4
                52.87          4.69        2.0107    4   2   2         4
                52.89          2.71        2.0101   -1   3   2         4
                53.03          2.45        2.0052    0   1   5         4
                53.37          1.99        1.9933   -6   0   4         2
                54.36         10.74        1.9598   -3   3   1         4
                55.11          1.76        1.9350   -4   2   4         4
                55.72          4.14        1.9155    1   1   5         4
                55.85          2.98        1.9115   -7   1   1         4
                56.81          3.78        1.8817    3   3   1         4
                56.84          3.77        1.8809   -6   2   2         4
                57.51          1.42        1.8608   -1   3   3         4
                57.63          1.36        1.8572    4   0   4         2
                57.64          4.82        1.8569    2   2   4         4
                57.72          2.40        1.8544    6   2   0         4
                57.95          2.70        1.8479   -5   1   5         4
                58.09          2.84        1.8437   -7   1   3         4
                58.28          2.97        1.8382    5   1   3         4
                59.82          1.58        1.7952   -3   3   3         4
                59.88          1.45        1.7935    1   3   3         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
