      Barrerite
      Sacerdoti M, Sani A, Vezzalini G
      Microporous and Mesoporous Materials 30 (1999) 103-109
      Structural refinement of two barrerites from Alaska
      Note: sample 1
      Locality: Kuiu Island, Alaska, USA
      _database_code_amcsd 0014404
      CELL PARAMETERS:  13.5980 18.1770 17.7900   90.000   90.000   90.000
      SPACE GROUP: Amma      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   4397.169
      Density (g/cm3):      2.138
      MAX. ABS. INTENSITY / VOLUME**2:      4.735886515    
      RIR:      1.034
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                 8.07          1.98       12.7140    0   1   1         4
                11.06          3.82        9.2870    1   1   1         8
                11.30        100.00        9.0885    0   2   0         2
                11.55         40.27        8.8950    0   0   2         2
                15.13          3.52        6.7990    2   0   0         2
                19.08          2.63        5.4017    2   0   2         4
                19.50          3.81        5.2846    1   3   1         8
                19.80          7.70        5.2078    1   1   3         8
                22.23         38.56        4.6435    2   2   2         8
                23.22          2.28        4.4475    0   0   4         2
                23.81          1.44        4.3398    2   1   3         8
                24.21         25.64        4.2695    3   1   1         8
                25.56         13.32        4.0467    0   4   2         4
                25.56         56.03        4.0461    1   3   3         8
                25.90          7.77        3.9948    0   2   4         4
                27.83         26.13        3.7219    2   0   4         4
                29.16          1.42        3.5562    3   3   1         8
                29.83         15.52        3.4774    2   4   2         8
                30.53         15.00        3.3995    4   0   0         2
                30.70         12.70        3.3820    1   1   5         8
                32.66         17.01        3.1841    4   2   0         4
                32.71          3.85        3.1785    0   4   4         4
                32.75         17.14        3.1755    4   0   2         4
                33.62         14.56        3.0957    3   3   3         8
                34.37          2.60        3.0295    0   6   0         2
                34.46         55.49        3.0218    1   5   3         8
                34.50          1.26        3.0187    3   4   2         8
                34.75         15.17        2.9978    4   2   2         8
                34.81         24.73        2.9929    1   3   5         8
                35.14          3.69        2.9650    0   0   6         2
                37.03          2.44        2.8188    0   2   6         4
                37.28          2.17        2.8006    3   5   1         8
                37.75         14.64        2.7672    2   6   0         4
                37.76          1.33        2.7661    3   1   5         8
                38.71          8.52        2.7009    4   0   4         4
                39.34          1.19        2.6594    5   1   1         8
                40.21          6.63        2.6039    2   2   6         8
                40.46          3.76        2.5890    4   2   4         8
                40.96          8.39        2.5584    3   5   3         8
                41.26          1.81        2.5408    3   3   5         8
                41.90          3.93        2.5038    0   6   4         4
                42.26          3.92        2.4832    0   4   6         4
                42.41          1.15        2.4749    1   1   7         8
                42.87          5.05        2.4495    5   1   3         8
                44.79          1.55        2.3496    2   6   4         8
                46.53          2.39        2.2663    6   0   0         2
                47.23          1.45        2.2345    4   0   6         4
                47.47          1.25        2.2238    0   0   8         2
                47.61          1.08        2.2177    3   5   5         8
                48.01          1.32        2.2005    3   1   7         8
                48.96          1.34        2.1600    0   2   8         4
                49.32          1.15        2.1456    5   1   5         8
                49.98          2.85        2.1190    0   6   6         4
                50.61          1.59        2.0944    2   8   2         8
                50.93          1.36        2.0818    3   3   7         8
                51.54          2.21        2.0589    1   5   7         8
                51.55          1.69        2.0586    2   2   8         8
                52.19          7.24        2.0352    5   3   5         8
                52.38          1.44        2.0281    6   4   0         4
                53.03          1.41        2.0052    4   4   6         8
                56.57          1.66        1.8890    4   8   0         4
                57.62          3.67        1.8574    5   5   5         8
                57.97          1.21        1.8472    5   1   7         8
                59.00          4.80        1.8177    0  10   0         2
                59.52          2.62        1.8035    0   8   6         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
