      Rosickyite
      Gallacher A C, Pinkerton A A
      Acta Crystallographica C49 (1993) 125-126
      A redetermination of monoclinic gamma-sulfur
      Locality: synthetic
      Note: known as gamma sulfur
      _database_code_amcsd 0010279
      CELL PARAMETERS:   8.4550 13.0520  9.2670   90.000  124.890   90.000
      SPACE GROUP: P2/c      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    838.836
      Density (g/cm3):      2.031
      MAX. ABS. INTENSITY / VOLUME**2:      4.026118761    
      RIR:      0.925
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                15.67         18.80        6.5685    0   1   1         4
                15.77          9.87        6.5260    0   2   0         2
                16.81         31.09        6.1243    1   1   0         4
                23.67         71.00        4.3649   -1   1   2         4
                26.51         13.72        3.9047   -2   0   2         2
                26.52          1.54        3.9023    1   1   1         4
                27.25          1.06        3.8007   -1   3   1         4
                27.25          7.25        3.8006    0   0   2         2
                27.43          9.57        3.7759    0   3   1         4
                27.69        100.00        3.7409   -2   1   2         4
                28.11         56.74        3.6855    1   3   0         4
                28.40         96.78        3.6491    0   1   2         4
                29.44          1.52        3.5234   -2   2   1         4
                29.92         36.51        3.4676    2   0   0         2
                29.94          3.39        3.4652    1   2   1         4
                30.99          4.85        3.3507   -2   2   2         4
                31.63          8.75        3.2843    0   2   2         4
                31.84         14.58        3.2630    0   4   0         2
                32.79         59.60        3.1710   -1   3   2         4
                33.99         43.85        3.0622    2   2   0         4
                34.53         19.25        3.0165   -2   3   1         4
                34.59          4.17        3.0108   -1   4   1         4
                34.74         10.33        2.9984    0   4   1         4
                34.97          9.29        2.9797    1   3   1         4
                35.28          5.04        2.9541   -2   1   3         4
                35.30          1.63        2.9525    1   4   0         4
                35.71          8.00        2.9195   -1   1   3         4
                36.45          1.37        2.8623    0   3   2         4
                37.07          1.64        2.8156   -3   0   2         2
                37.99         10.05        2.7503   -2   2   3         4
                38.39          1.87        2.7223   -1   2   3         4
                39.89          2.94        2.6244   -3   1   1         4
                40.52          4.93        2.5852   -3   2   2         4
                40.53          8.73        2.5842    2   1   1         4
                40.71          9.82        2.5735   -2   4   1         4
                41.05          6.03        2.5528   -3   1   3         4
                41.09          5.62        2.5505    1   4   1         4
                41.53          5.33        2.5246    1   2   2         4
                41.89          3.82        2.5038   -2   4   2         4
                42.17          2.74        2.4879   -2   3   3         4
                42.19          3.42        2.4873    0   1   3         4
                42.35         15.75        2.4784   -3   2   1         4
                42.39          2.31        2.4757   -1   5   1         4
                42.99          8.15        2.4431    1   5   0         4
                43.46          7.32        2.4179   -3   2   3         4
                44.54          3.33        2.3620    0   2   3         4
                45.45          2.88        2.3171    1   3   2         4
                46.36          2.22        2.2741   -1   5   2         4
                46.78          1.42        2.2547    2   3   1         4
                47.53          2.28        2.2214   -2   4   3         4
                47.65          1.16        2.2161   -3   0   4         2
                47.87          5.62        2.2066   -1   4   3         4
                48.26          5.86        2.1895    0   3   3         4
                50.50          1.56        2.0984   -3   2   4         4
                50.53          2.29        2.0973    1   4   2         4
                50.58          2.55        2.0956   -1   6   1         4
                51.10          1.67        2.0756    1   6   0         4
                52.01          1.12        2.0414    3   3   0         4
                52.19          1.52        2.0349   -3   4   3         4
                52.61          2.69        2.0200    2   1   2         4
                53.14          1.06        2.0013    0   4   3         4
                53.80         10.28        1.9785   -2   5   3         4
                54.08          1.32        1.9690   -1   6   2         4
                55.26          2.85        1.9303   -2   6   1         4
                55.56          4.28        1.9205    1   6   1         4
                56.04          2.05        1.9055    3   1   1         4
                56.56          2.21        1.8892    1   5   2         4
                56.59          4.20        1.8885   -2   4   4         4
                56.61          3.56        1.8880    0   6   2         4
                57.86          6.94        1.8505    2   3   2         4
                57.97          3.23        1.8474    3   2   1         4
                58.13          2.00        1.8427    2   6   0         4
                58.13          1.75        1.8427    1   3   3         4
                58.76          2.14        1.8245    0   2   4         4
                59.24          2.31        1.8112   -1   4   4         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
