      Gatehouseite
      Ruszala F A, Anderson J B, Kostiner E
      Inorganic Chemistry 16 (1977) 2417-2422
      Crystal structures of two isomorphs of arsenoclasite:
      Co5(PO4)2(OH)4 and Mn5(PO4)2(OH)4
      Locality: synthetic
      _database_code_amcsd 0012684
      CELL PARAMETERS:   9.1100 18.0320  5.6923   90.000   90.000   90.000
      SPACE GROUP: P2_12_12_1
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    935.083
      Density (g/cm3):      3.754
      MAX. ABS. INTENSITY / VOLUME**2:      9.873782786    
      RIR:      1.228
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                18.98          1.55        5.4283    0   1   1         4
                20.56          2.96        5.0170    1   3   0         4
                21.37          4.04        4.8274    1   0   1         4
                22.13          6.93        4.6632    1   1   1         4
                22.91         17.15        4.5080    0   4   0         2
                23.39         16.92        4.4163    2   1   0         4
                24.28          4.17        4.2558    1   2   1         4
                25.44         10.43        4.0656    2   2   0         4
                25.60         16.71        4.0404    1   4   0         4
                27.52          2.54        3.7638    1   3   1         4
                28.55          2.35        3.6303    2   3   0         4
                29.35         15.37        3.5340    0   4   1         4
                29.73          8.30        3.4893    2   1   1         4
                30.97         10.94        3.3532    1   5   0         4
                34.01          6.43        3.0608    2   3   1         4
                34.18         17.18        3.0464    0   5   1         4
                34.79         43.56        2.9945    3   1   0         4
                36.10        100.00        2.8892    1   5   1         4
                36.24         37.04        2.8778    3   2   0         4
                36.91          8.52        2.8275    2   5   0         4
                37.13          3.18        2.8113    0   1   2         4
                37.40         78.04        2.7922    2   4   1         4
                38.51          4.34        2.7141    0   2   2         4
                38.93         63.72        2.6863    1   1   2         4
                39.04          6.28        2.6793    3   0   1         4
                39.48          5.63        2.6502    3   1   1         4
                40.26          3.38        2.6011    1   2   2         4
                40.73          7.73        2.5723    0   3   2         4
                41.08          4.92        2.5513    1   6   1         4
                41.40          5.18        2.5323    2   5   1         4
                41.64          3.43        2.5186    3   4   0         4
                41.81          3.51        2.5085    2   6   0         4
                42.91          7.43        2.4472    3   3   1         4
                43.95         11.96        2.3924    2   1   2         4
                45.15         11.48        2.3316    2   2   2         4
                45.25          3.17        2.3268    1   4   2         4
                45.74          1.28        2.3032    3   4   1         4
                45.90          2.59        2.2955    2   6   1         4
                46.29          5.25        2.2775    4   0   0         2
                46.39         10.65        2.2727    1   7   1         4
                47.11          4.52        2.2399    2   3   2         4
                47.24          1.66        2.2342    0   5   2         4
                48.73          3.57        2.1699    1   5   2         4
                49.19          2.33        2.1507    3   5   1         4
                50.46          6.38        2.1001    4   1   1         4
                50.57          1.18        2.0957    0   8   1         4
                50.82          3.07        2.0862    2   7   1         4
                51.07          5.68        2.0766    3   0   2         4
                51.34          6.01        2.0665    0   6   2         4
                51.43          1.85        2.0630    3   1   2         4
                51.55          3.66        2.0587    4   2   1         4
                51.99          2.20        2.0423    1   8   1         4
                52.25          1.43        2.0328    4   4   0         4
                52.51          5.28        2.0236    3   2   2         4
                53.01          2.22        2.0059    2   5   2         4
                53.18         14.05        1.9999    3   6   1         4
                53.33          3.61        1.9947    4   3   1         4
                54.27          1.37        1.9628    3   3   2         4
                54.45          9.34        1.9568    1   9   0         4
                55.76          5.44        1.9144    4   4   1         4
                56.09          2.38        1.9038    2   8   1         4
                56.54          2.83        1.8899    0   9   1         4
                56.67          2.18        1.8861    3   4   2         4
                57.22          2.76        1.8693    1   7   2         4
                57.64          1.83        1.8569    3   7   1         4
                57.65          1.72        1.8568    0   2   3         4
                57.86          6.04        1.8505    1   9   1         4
                58.43          1.50        1.8340    2   9   0         4
                58.78          6.59        1.8241    4   5   1         4
                58.95          1.13        1.8194    1   2   3         4
                59.18          1.42        1.8128    5   1   0         4
                59.66          2.42        1.7996    3   5   2         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
