      Staurolite
      Oberti R, Hawthorne F C, Zanetti A, Ottolini L
      The Canadian Mineralogist 34 (1996) 1051-1057
      Crystal-structure refinement of a highly ordered staurolite
      _database_code_amcsd 0005514
      CELL PARAMETERS:   7.8770 16.6090  5.6650   90.000   90.680   90.000
      SPACE GROUP: C2/m      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    741.095
      Density (g/cm3):      3.846
      MAX. ABS. INTENSITY / VOLUME**2:      3.524449027    
      RIR:      0.428
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                12.38         56.09        8.3045    0   2   0         2
                14.45         72.29        7.1167    1   1   0         4
                18.18          1.56        5.6646    0   0   1         2
                22.80          2.57        4.5294    1   3   0         4
                23.43          1.86        4.4091    1   1   1         4
                24.90          8.02        4.1522    0   4   0         2
                26.28          2.28        3.9382    2   0   0         2
                29.14         19.41        3.5584    2   2   0         4
                29.22          2.30        3.5494   -1   3   1         4
                31.96          1.02        3.2517   -2   0   1         2
                34.01         26.45        3.0607    1   5   0         4
                34.39         80.56        3.0278   -2   2   1         4
                34.74         91.83        2.9987    2   2   1         4
                36.51         11.02        2.8574    2   4   0         4
                36.85         43.25        2.8323    0   0   2         2
                37.73         62.50        2.7682    0   6   0         2
                38.75         71.05        2.6980   -1   5   1         4
                38.91         84.49        2.6876    1   5   1         4
                39.01         26.16        2.6807    0   2   2         4
                39.62          2.51        2.6413   -1   1   2         4
                40.39          1.42        2.5933    3   1   0         4
                40.93         39.77        2.5601   -2   4   1         4
                41.23         37.31        2.5424    2   4   1         4
                43.63        100.00        2.4088   -1   3   2         4
                43.91         95.93        2.3941    1   3   2         4
                44.34         75.19        2.3722    3   3   0         4
                44.41         50.60        2.3685   -3   1   1         4
                44.83         42.11        2.3475    3   1   1         4
                45.55         10.95        2.3124   -2   0   2         2
                46.09          6.88        2.2866    2   0   2         2
                46.41          5.44        2.2719    1   7   0         4
                46.56         12.18        2.2647    2   6   0         4
                48.10          3.46        2.1965   -3   3   1         4
                48.49          3.38        2.1798    3   3   1         4
                50.18         25.05        2.1111   -1   7   1         4
                50.26          1.05        2.1078   -2   6   1         4
                50.30         30.90        2.1061    1   7   1         4
                51.08          2.39        2.0761    0   8   0         2
                52.60          4.44        2.0203   -2   4   2         4
                53.77         64.89        1.9797    0   6   2         4
                54.08         33.11        1.9691    4   0   0         2
                54.91          3.12        1.9416   -3   5   1         4
                55.27          3.31        1.9300    3   5   1         4
                55.71          1.98        1.9160    4   2   0         4
                56.16          1.41        1.9016    3   1   2         4
                59.31          2.28        1.8091    3   3   2         4
                59.76          1.58        1.7968    1   9   0         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
